Sector,Investor,CompaniesBackedInSector,InvestorType,Country,PensionSWF,BBBBacked,FundingBucket
Digital and Technologies,Ingka Group,3,Corporate,Netherlands,,FALSE,Named
Digital and Technologies,Innovate UK (IUK),3,Central Government,United Kingdom,,FALSE,Named
Digital and Technologies,Invest NI,3,Devolved Government,United Kingdom,,FALSE,Named
Digital and Technologies,Invus,3,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,KKR,3,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Kima Ventures,3,Private Investment Vehicle,France,,FALSE,Named
Digital and Technologies,Lakestar,3,Private Equity and Venture Capital,Switzerland,,FALSE,Named
Digital and Technologies,Latitude Investment Management,3,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,Lightspeed Management,3,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Longwall Venture Partners,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,MasterCard,3,Corporate,United States,,FALSE,Named
Digital and Technologies,Maven Ventures,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Merck Group,3,Private Equity and Venture Capital,Germany,,FALSE,Named
Digital and Technologies,Mercuri VC,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Midmar Capital,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Moore Capital Management,3,Asset Management,United States,,FALSE,Named
Digital and Technologies,Morningside Group,3,Family Office,Hong Kong,,FALSE,Named
Digital and Technologies,Mosaic Ventures,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Mouro Capital,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Mustard Seed + Partners,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,NIBC Bank,3,Bank,Netherlands,,FALSE,Bank/Loan
Digital and Technologies,OMERS Ventures,3,Private Equity and Venture Capital,Canada,,FALSE,Named
Digital and Technologies,Ontario Teachers’ Pension Plan,3,Asset Management,Canada,International pension funds,FALSE,Named
Digital and Technologies,Oxx,3,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Digital and Technologies,Palatine Private Equity,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Partech Partners,3,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,PayPal,3,Corporate,United States,,FALSE,Named
Digital and Technologies,Pembroke Investment Managers LLP,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Perivoli Trust,3,Charity/Not-for-profit company,United Kingdom,,FALSE,Named
Digital and Technologies,Perwyn,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Prime Ventures,3,Private Equity and Venture Capital,Netherlands,,TRUE,Named
Digital and Technologies,QED Investors,3,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Salesforce,3,Corporate,United States,,FALSE,Named
Digital and Technologies,Schroders,3,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,Scottish Government,3,Devolved Government,United Kingdom,,FALSE,Bank/Loan
Digital and Technologies,Shawbrook Bank,3,Bank,United Kingdom,,TRUE,Named
Digital and Technologies,Sofinnova Partners,3,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,Sony Corporation,3,Corporate,Japan,,FALSE,Named
Digital and Technologies,Speedinvest,3,Private Equity and Venture Capital,Austria,,FALSE,Named
Digital and Technologies,Susquehanna International Group (SIG),3,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Sussex Place Ventures,3,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Digital and Technologies,Technology Crossover Ventures,3,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Tiny VC,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Toscafund Asset Management,3,Specialist Lender,United Kingdom,,FALSE,Named
Digital and Technologies,University of Edinburgh,3,University,United Kingdom,,FALSE,Named
Digital and Technologies,VentureFounders,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Winton Capital Management,3,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,Woodford Investment Management,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,aberdeen,3,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,83North,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,A.P. Moller Holding,2,Corporate,Denmark,,FALSE,Named
Digital and Technologies,ABB,2,Corporate,Switzerland,,FALSE,Named
Digital and Technologies,ABC Impact,2,Private Equity and Venture Capital,Singapore,,FALSE,Named
Digital and Technologies,AS Capital,2,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,Accelerated Digital Ventures,2,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Digital and Technologies,Accenture,2,Private Equity and Venture Capital,Ireland,,FALSE,Named
Digital and Technologies,Adara Ventures,2,Private Equity and Venture Capital,Luxembourg,,FALSE,Named
Digital and Technologies,Adjuvo,2,Angel Network,United Kingdom,,FALSE,Named
Digital and Technologies,Aioi Nissay Dowa Insurance,2,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Allegis Capital,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Allied Irish Bank / AIB Group,2,Family Office,United Kingdom,,FALSE,Named
Digital and Technologies,Amber Infrastructure Group,2,Asset Management / Private Equity,United Kingdom,,FALSE,Named
Digital and Technologies,American Express,2,Corporate,United States,,FALSE,Named
Digital and Technologies,Ananda Impact Ventures,2,Private Equity and Venture Capital,Germany,,FALSE,Named
Digital and Technologies,Andera Partners,2,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,Aquiline Capital Partners,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Ares Management,2,Asset Management,United States,,FALSE,Named
Digital and Technologies,Astellas Pharma,2,Corporate,Japan,,FALSE,Named
Digital and Technologies,Aster Capital,2,Corporate,France,,FALSE,Named
Digital and Technologies,AstraZeneca,2,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Atlantic Bridge,2,Private Equity and Venture Capital,Ireland,,TRUE,Named
Digital and Technologies,Atlantic Vantage Point,2,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,BNY Mellon,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,BP,2,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Backed VC,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Bain Capital,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Ballpark Ventures,2,Private Investment Vehicle,United Kingdom,,FALSE,Named
Digital and Technologies,Battery,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,BiG Start Ventures,2,Private Equity and Venture Capital,Portugal,,FALSE,Named
Digital and Technologies,Bits x Bites,2,Private Equity and Venture Capital,China,,FALSE,Named
Digital and Technologies,Black River Ventures,2,Private Equity and Venture Capital,Russian Federation,,FALSE,Named
Digital and Technologies,Blue Venture Fund,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Bootstrap Europe Advisers,2,Specialist Lender,United Kingdom,,FALSE,Named
Digital and Technologies,Bowmark Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Braavos Investment Advisers,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Brightbridge Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Burda Principal Investments,2,Private Equity and Venture Capital,Germany,,FALSE,Named
Digital and Technologies,C4 Ventures,2,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,CPP Investments,2,Asset Management,Canada,SW Fund,FALSE,Named
Digital and Technologies,CVC Capital Partners,2,Private Equity and Venture Capital,Luxembourg,,FALSE,Named
Digital and Technologies,Cambridge Enterprise,2,Commercialisation Company,United Kingdom,,FALSE,Named
Digital and Technologies,Canaccord Genuity Group,2,Merchant Bank,Canada,,FALSE,Named
Digital and Technologies,Capital for Colleagues,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Carmen Busquets,2,Private Investment Vehicle,United Kingdom,,FALSE,Named
Digital and Technologies,Chalfen Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Chimera Partners,2,Merchant Bank,United Kingdom,,FALSE,Named
Digital and Technologies,Clay Capital,2,Private Equity and Venture Capital,Singapore,,FALSE,Named
Digital and Technologies,Clean Growth Investment Management,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Columbia Lake Partners,2,Specialist Lender,United Kingdom,,TRUE,Named
Digital and Technologies,Crane Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Creandum,2,Private Equity and Venture Capital,Sweden,,FALSE,Named
Digital and Technologies,Credit Suisse,2,Merchant Bank,Switzerland,,FALSE,Named
Digital and Technologies,CreditEase,2,Asset Management,China,,FALSE,Named
Digital and Technologies,Crestline Investors,2,Asset Management,United States,,FALSE,Named
Digital and Technologies,CrowdBnk,2,Crowd funding,United Kingdom,,FALSE,Named
Digital and Technologies,DMGT,2,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,DN Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Da Vinci Capital,2,Private Equity and Venture Capital,Russian Federation,,FALSE,Named
Digital and Technologies,Dale Ventures,2,Private Equity and Venture Capital,United Arab Emirates,,FALSE,Named
Digital and Technologies,Delin Capital,2,Asset Management / Private Equity,United Kingdom,,FALSE,Named
Digital and Technologies,Digital Currency Group,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,ETFS Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Earth Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Eldridge Industries,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Eli Lilly & Co,2,Corporate,United States,,FALSE,Named
Digital and Technologies,Eos Venture,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Farview Equity Partners,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Firestartr,2,Angel Network,United Kingdom,,FALSE,Named
Digital and Technologies,Fortress Investment Group,2,Asset Management / Private Equity,United States,,FALSE,Named
Digital and Technologies,Frog Capital,2,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Digital and Technologies,Frontier Development Capital,2,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Digital and Technologies,G10 Capital,2,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,GK Goh Group,2,Corporate,Singapore,,FALSE,Named
Digital and Technologies,Greenwood Way Capital,2,Angel Network,United Kingdom,,FALSE,Named
Digital and Technologies,Greycroft Partners,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Grosvenor Hill Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Harbert Management Capital,2,Asset Management / Private Equity,United States,,FALSE,Named
Digital and Technologies,Headline,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Hearst,2,Corporate,United States,,FALSE,Named
Digital and Technologies,Hedosophia,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Hg,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Hummingbird Ventures,2,Private Equity and Venture Capital,Belgium,,FALSE,Named
Digital and Technologies,ICONIQ Capital,2,Family Office,United States,,FALSE,Named
Digital and Technologies,Ingenious Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Intel,2,Corporate,United States,,FALSE,Named
Digital and Technologies,International Finance Corporation (IFC),2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Invoke Capital Partners,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,JLL Technologies,2,Corporate,United States,,FALSE,Named
Digital and Technologies,Janus Henderson Investors,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Kartesia,2,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,Kernel Capital,2,Private Equity and Venture Capital,Ireland,,FALSE,Named
Digital and Technologies,Lightrock,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Macquarie Group,2,Merchant Bank,Australia,,FALSE,Named
Digital and Technologies,Mangrove Capital Partners,2,Private Equity and Venture Capital,Luxembourg,,FALSE,Named
Digital and Technologies,MassMutual Ventures,2,Corporate,United States,,FALSE,Named
Digital and Technologies,Meltwind Advisory,2,Private Investment Vehicle,United Kingdom,,FALSE,Named
Digital and Technologies,Metaplanet,2,Corporate,Estonia,,FALSE,Named
Digital and Technologies,Metrea Discovery,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Mithril,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Morgan Stanley,2,Merchant Bank,United States,,FALSE,Named
Digital and Technologies,Natixis,2,Merchant Bank,France,,FALSE,Named
Digital and Technologies,NetEase (NTES) Capital,2,Corporate,China,,FALSE,Named
Digital and Technologies,New Wave Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Northern Gritstone,2,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Digital and Technologies,Northpond Ventures,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Northzone Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Oaktree,2,Asset Management,United States,,FALSE,Named
Digital and Technologies,Origin Capital Ltd,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Outrun Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Outsized Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Oxford Technology,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Paladin Capital Group,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Penta Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Pentech Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Perscitus Advisers,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Pfizer,2,Corporate,United States,,FALSE,Named
Digital and Technologies,Phoenix Group,2,Corporate,United Kingdom,UK pension funds,FALSE,Named
Digital and Technologies,Point72,2,Asset Management,United States,,FALSE,Named
Digital and Technologies,Pollen Street Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Puma Investment Management,2,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,QBN Capital,2,Private Equity and Venture Capital,Hong Kong,,FALSE,Named
Digital and Technologies,Qatar Investment Authority,2,Sovereign Wealth Fund,Qatar,SW Fund,FALSE,Named
Digital and Technologies,Quester Venture Partnership,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Quilam Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Rabobank,2,Bank,Netherlands,,FALSE,Named
Digital and Technologies,Railpen,2,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,Redline Capital Management,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,SV Health Investors,2,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Digital and Technologies,Saudi Aramco,2,Corporate,Saudi Arabia,,FALSE,Named
Digital and Technologies,Seventure Partners,2,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,Silversmith Capital Partners,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Sofina,2,Private Equity and Venture Capital,Belgium,,FALSE,Named
Digital and Technologies,Souter Investments LLP,2,Family Office,United Kingdom,,FALSE,Named
Digital and Technologies,Starwood Capital Group,2,Asset Management / Private Equity,United States,,FALSE,Named
Digital and Technologies,Stride.VC,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Stripe,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Summit Partners,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Syncona Partners,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,TELUS Corporation,2,Corporate,Canada,,FALSE,Named
Digital and Technologies,TPG,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Tanarra,2,Asset Management / Private Equity,Australia,,FALSE,Named
Digital and Technologies,Ten Coves Capital,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Ten Eleven Ventures,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,ThinCats,2,Specialist Lender,United Kingdom,,TRUE,Named
Digital and Technologies,Trinity Capital,2,Specialist Lender,United States,,FALSE,Named
Digital and Technologies,U-Start Club,2,Private Equity and Venture Capital,Italy,,FALSE,Named
Digital and Technologies,UK Export Finance,2,Central Government,United Kingdom,,FALSE,Named
Digital and Technologies,Unilever,2,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Updata Partners,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Vanderbilt University,2,University,United States,,FALSE,Named
Digital and Technologies,Ventech,2,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,Village Global,2,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Walking Ventures,2,Private Investment Vehicle,United Kingdom,,FALSE,Named
Digital and Technologies,Wayra,2,Accelerator,United Kingdom,,FALSE,Named
Digital and Technologies,West Hill Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,WestBridge Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,White Cloud,2,Private Equity and Venture Capital,Luxembourg,,FALSE,Named
Digital and Technologies,Wild Blue Cohort,2,Angel Network,United Kingdom,,FALSE,Named
Digital and Technologies,World Gold Council,2,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,b2venture,2,Private Equity and Venture Capital,Germany,,FALSE,Named
Digital and Technologies,noa,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,o2h Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,1/0 Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,11.2 Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,13books Capital,1,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Digital and Technologies,14W,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,1818 Venture Capital,1,Private Equity and Venture Capital,Guernsey,,FALSE,Named
Digital and Technologies,2050 Capital,1,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Digital and Technologies,2be.lu,1,Private Equity and Venture Capital,Luxembourg,,FALSE,Named
Digital and Technologies,4J Studios,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,5Y Capital,1,Family Office,China,,FALSE,Named
Digital and Technologies,76 West Holdings,1,Corporate,United States,,FALSE,Named
Digital and Technologies,8090 Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,ABN AMRO,1,Bank,Netherlands,,FALSE,Named
Digital and Technologies,ACG,1,Private Equity and Venture Capital,India,,FALSE,Named
Digital and Technologies,ADQ,1,Central Government,United Arab Emirates,,FALSE,Named
Digital and Technologies,AFG Partners,1,Private Equity and Venture Capital,Hong Kong,,FALSE,Named
Digital and Technologies,AIB,1,Bank,Ireland,,FALSE,Bank/Loan
Digital and Technologies,APEX Ventures,1,Private Equity and Venture Capital,Austria,,FALSE,Named
Digital and Technologies,ARCH Venture Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,AXA,1,Corporate,France,,FALSE,Named
Digital and Technologies,AXM Venture Capital Ltd,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,AbbVie Ventures,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Abry Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Abu Dhabi Growth Fund,1,Government,United Arab Emirates,,FALSE,Named
Digital and Technologies,Access Industries,1,Private Investment Vehicle,United States,,FALSE,Named
Digital and Technologies,Accion Frontier Investments Group,1,Charity/Not-for-profit company,United States,,FALSE,Named
Digital and Technologies,Acequia Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Activum SG Capital Management,1,Private Equity and Venture Capital,Jersey,,FALSE,Named
Digital and Technologies,Adcock Private Equity,1,Private Equity and Venture Capital,Australia,,FALSE,Named
Digital and Technologies,Adelie,1,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,AdvenCap,1,Asset Management,Mauritius,,FALSE,Named
Digital and Technologies,Advent International,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Advent Venture Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Agronomics,1,Private Equity and Venture Capital,Isle Of Man,,FALSE,Named
Digital and Technologies,Ahdritz Holding,1,Private Investment Vehicle,United States,,FALSE,Named
Digital and Technologies,Air Street Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Aitua Limited,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Aldea Ventures,1,Private Equity and Venture Capital,Spain,,FALSE,Named
Digital and Technologies,Alignment Growth,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Allectus Capital,1,Private Equity and Venture Capital,Bermuda,,FALSE,Named
Digital and Technologies,Alliance Bernstein (AB),1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Alliance Ventures,1,Corporate,Netherlands,,FALSE,Named
Digital and Technologies,Allianz,1,Asset Management,Germany,,FALSE,Named
Digital and Technologies,Ally Bridge Group,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Alpha Wave Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,AlphaCode,1,Accelerator,South Africa,,FALSE,Named
Digital and Technologies,Alpine Electronics,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Altimeter Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Alumni Ventures,1,Angel Network,United States,,FALSE,Named
Digital and Technologies,Amati Global Investors,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Amcor,1,Corporate,Switzerland,,FALSE,Named
Digital and Technologies,Amundi,1,Asset Management,France,,FALSE,Named
Digital and Technologies,Ananke Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Andreessen Horowitz,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Angel Academe,1,Angel Network,United Kingdom,,TRUE,Named
Digital and Technologies,Angels Nominees,1,Private Investment Vehicle,United Kingdom,,FALSE,Named
Digital and Technologies,Angels in the City,1,Angel Network,United Kingdom,,FALSE,Named
Digital and Technologies,Anticus Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Antin Infrastructure Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Anvil Partners LLP,1,Merchant Bank,United Kingdom,,FALSE,Named
Digital and Technologies,Aonic AB,1,Corporate,Sweden,,FALSE,Named
Digital and Technologies,Apis Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Apollo Global Management,1,Asset Management,United States,,FALSE,Named
Digital and Technologies,Applied Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Aqua-Spark,1,Private Equity and Venture Capital,Netherlands,,FALSE,Named
Digital and Technologies,Ara Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Aramex,1,Corporate,United Arab Emirates,,FALSE,Named
Digital and Technologies,ArcTern Ventures,1,Private Equity and Venture Capital,Canada,,FALSE,Named
Digital and Technologies,ArchOver,1,Crowd funding,United Kingdom,,FALSE,Named
Digital and Technologies,Archangels,1,Angel Network,United Kingdom,,TRUE,Named
Digital and Technologies,Archean Chemical Industries,1,Corporate,India,,FALSE,Named
Digital and Technologies,Arini,1,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,Arix Bioscience,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Arm,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Arthurian Life Sciences,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Ashridge Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Assembly Capital Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Associated Press,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Aston University,1,University,United Kingdom,,FALSE,Named
Digital and Technologies,Atalaya Capital Management,1,Asset Management,United States,,FALSE,Named
Digital and Technologies,Atempo Growth,1,Specialist Lender,United Kingdom,,TRUE,Named
Digital and Technologies,Audacious Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Auriens,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Avenue Capital Group,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Avery Dennison,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Avidity Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Avlar Bioventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Avonmore Developments Ltd,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Axel Johnson (D: Ax),1,Corporate,Sweden,,FALSE,Named
Digital and Technologies,Axel Johnson Group,1,Corporate,Sweden,,FALSE,Named
Digital and Technologies,BBVA,1,Bank,Spain,,FALSE,Named
Digital and Technologies,BDT & MSD Partners,1,Merchant Bank,United States,,FALSE,Named
Digital and Technologies,BECO Capital,1,Private Equity and Venture Capital,United Arab Emirates,,FALSE,Named
Digital and Technologies,BGI Genomics,1,Corporate,China,,FALSE,Named
Digital and Technologies,BMJ,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,BMS Finance,1,Specialist Lender,United Kingdom,,FALSE,Named
Digital and Technologies,BMW,1,Corporate,United States,,FALSE,Named
Digital and Technologies,BNF Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,BNP Paribas,1,Bank,France,,FALSE,Named
Digital and Technologies,BNW Investment Co,1,Private Equity and Venture Capital,"Korea, Republic Of (South Korea)",,FALSE,Named
Digital and Technologies,BOKA Group,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,BOND,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,BTS Group,1,Corporate,Thailand,,FALSE,Named
Digital and Technologies,Bailie Group,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Baillie Gifford,1,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,Baird Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Bank of America,1,Bank,United States,,FALSE,Bank/Loan
Digital and Technologies,Bank of Scotland,1,Bank,United Kingdom,,TRUE,Bank/Loan
