Sector,Investor,CompaniesBackedInSector,InvestorType,Country,PensionSWF,BBBBacked,FundingBucket
Professional and Business Service,Marlin Equity Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Marqeta,1,Corporate,United States,,FALSE,Named
Professional and Business Service,Marubeni Ventures,1,Corporate,Japan,,FALSE,Named
Professional and Business Service,Material Impact,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Matrix,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Maxfield Capital,1,Private Equity and Venture Capital,Russian Federation,,FALSE,Named
Professional and Business Service,Mayo Clinic,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Mazda,1,Corporate,Japan,,FALSE,Named
Professional and Business Service,Megger Group,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Menlo Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Mercedes-Benz Group,1,Corporate,Germany,,FALSE,Named
Professional and Business Service,Meridian Health Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Merifin Capital,1,Private Equity and Venture Capital,Belgium,,FALSE,Named
Professional and Business Service,Metrea Discovery,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Metric Capital Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Meyer Bergman,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Meyer Burger,1,Corporate,Switzerland,,FALSE,Named
Professional and Business Service,Microsoft,1,Corporate,United States,,FALSE,Named
Professional and Business Service,Middle East Venture Partners (MEVP),1,Private Equity and Venture Capital,United Arab Emirates,,FALSE,Named
Professional and Business Service,Middleton Enterprises,1,Family Office,United Kingdom,,FALSE,Named
Professional and Business Service,Milky Way Investments,1,Family Office,United States,,FALSE,Named
Professional and Business Service,Mirabaud Private Equity,1,Private Equity and Venture Capital,Switzerland,,FALSE,Named
Professional and Business Service,Mirana Ventures,1,Private Equity and Venture Capital,Singapore,,FALSE,Named
Professional and Business Service,MissionOG,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Mithril,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Miyako Capital,1,Private Equity and Venture Capital,Japan,,FALSE,Named
Professional and Business Service,Monashee Investment Management,1,Asset Management,United States,,FALSE,Named
Professional and Business Service,Monashees,1,Private Equity and Venture Capital,Brazil,,FALSE,Named
Professional and Business Service,Moneysupermarket.com,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Montreux Capital Management,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Moreira Salles,1,Family Office,Brazil,,FALSE,Named
Professional and Business Service,Mosaic Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Mosaik Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Motive Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Mott Macdonald,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Mouro Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Move Energy,1,Private Equity and Venture Capital,Netherlands,,FALSE,Named
Professional and Business Service,Mudrick Capital Management,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,MultiversX,1,Private Equity and Venture Capital,Malta,,FALSE,Named
Professional and Business Service,Murray Capital,1,Family Office,United Kingdom,,FALSE,Named
Professional and Business Service,NFT Ventures,1,Private Equity and Venture Capital,Sweden,,FALSE,Named
Professional and Business Service,NFU Mutual,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,NIBC Bank,1,Bank,Netherlands,,FALSE,Bank/Loan
Professional and Business Service,NM Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,NOVIT Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Nasdaq,1,Corporate,United States,,FALSE,Named
Professional and Business Service,National Australia Bank,1,Bank,Australia,,FALSE,Bank/Loan
Professional and Business Service,National Grid Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,National Resilience,1,Corporate,United States,,FALSE,Named
Professional and Business Service,National Tooling Loan Fund,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Nationwide Building Society,1,Bank,United Kingdom,,FALSE,Named
Professional and Business Service,Natixis,1,Merchant Bank,France,,FALSE,Named
Professional and Business Service,Nauta Capital,1,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Professional and Business Service,Neptune,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,NetEase (NTES) Capital,1,Corporate,China,,FALSE,Named
Professional and Business Service,New Science Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,New Wave Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Newcastle City Council,1,Local and Regional Government,United Kingdom,,FALSE,Named
Professional and Business Service,Nexo,1,Corporate,Switzerland,,FALSE,Named
Professional and Business Service,Next Fifteen,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,NextLaw Labs,1,Corporate,United States,,FALSE,Named
Professional and Business Service,Nina Capital,1,Private Equity and Venture Capital,Spain,,FALSE,Named
Professional and Business Service,Ninety One,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Nomura,1,Bank,Japan,,FALSE,Named
Professional and Business Service,NordicNinja,1,Private Equity and Venture Capital,Finland,,FALSE,Named
Professional and Business Service,Norrsken Foundation,1,Charity/Not-for-profit company,Sweden,,FALSE,Named
Professional and Business Service,North East Local Enterprise Partnership,1,Local and Regional Government,United Kingdom,,FALSE,Named
Professional and Business Service,Northstar Equity Investors,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Northzone Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Nottinghamshire Council,1,Local and Regional Government,United Kingdom,,FALSE,Named
Professional and Business Service,Novalis LifeSciences,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Novax,1,Corporate,Sweden,,FALSE,Named
Professional and Business Service,Novel TMT Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Novo,1,Private Investment Vehicle,Denmark,,FALSE,Named
Professional and Business Service,Nucleus Financial Platforms,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Numis,1,Asset Management,United Kingdom,,FALSE,Named
Professional and Business Service,OPG Ventures,1,Corporate,Isle Of Man,,FALSE,Named
Professional and Business Service,ORA Capital Partners,1,Private Equity and Venture Capital,Guernsey,,FALSE,Named
Professional and Business Service,Oak HC/FT,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Oak Hill Advisors,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Obvious Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Ocado,1,Corporate,United States,,FALSE,Named
Professional and Business Service,Oceanwood Capital Management,1,Asset Management,United Kingdom,,FALSE,Named
Professional and Business Service,Octahedron Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Offshore Wind Manufacturing Investment Scheme,1,Central Government,United Kingdom,,FALSE,Named
Professional and Business Service,Oil & Gas Technology Centre,1,Charity/Not-for-profit company,United Kingdom,,FALSE,Named
Professional and Business Service,Omega Funds,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Omni Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,One Peak Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Open Ocean Capital,1,Private Equity and Venture Capital,Finland,,FALSE,Named
Professional and Business Service,Optiver,1,Asset Management,Netherlands,,FALSE,Named
Professional and Business Service,Optum Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Orange,1,Corporate,France,,FALSE,Named
Professional and Business Service,OrbiMed,1,Asset Management,United States,,FALSE,Named
Professional and Business Service,OurCrowd,1,Crowd funding,Israel,,FALSE,Crowdfunding
Professional and Business Service,Outrun Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Oxford Finance,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Oxford Instruments,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Oxford Technology,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Oxford University Hospitals NHS Trust,1,Charity/Not-for-profit company,United Kingdom,,FALSE,Named
Professional and Business Service,Oyster Capital,1,Private Equity and Venture Capital,Ireland,,FALSE,Named
Professional and Business Service,PATRIZIA,1,Asset Management,Germany,,FALSE,Named
Professional and Business Service,PFM Health Sciences,1,Asset Management,United States,,FALSE,Named
Professional and Business Service,PGIM Private Capital,1,Asset Management,United States,,FALSE,Named
Professional and Business Service,PPF Group,1,Private Investment Vehicle,Czech Republic,,FALSE,Named
Professional and Business Service,Panacea Venture Healthcare Fund,1,Private Equity and Venture Capital,China,,FALSE,Named
Professional and Business Service,Parkway Venture Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Partners Investment Company,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Partnership Fund for New York City,1,Charity/Not-for-profit company,United States,,FALSE,Named
Professional and Business Service,Partnerships UK,1,Government,United Kingdom,,FALSE,Named
Professional and Business Service,Pavilion Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Pearson,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Pembroke Investment Managers LLP,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Pentland Group,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Permira,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Pinorena Capital,1,Private Equity and Venture Capital,Estonia,,FALSE,Named
Professional and Business Service,Piper Heartland Healthcare Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Piton Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Plaid,1,Corporate,United States,,FALSE,Named
Professional and Business Service,Planet First Partners,1,Private Equity and Venture Capital,Luxembourg,,FALSE,Named
Professional and Business Service,Polar Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Pontifax,1,Private Equity and Venture Capital,Israel,,FALSE,Named
Professional and Business Service,Port Growth Partners,1,Private Investment Vehicle,United Kingdom,,FALSE,Named
Professional and Business Service,Porton Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Possible Ventures,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Professional and Business Service,Poste Italiane,1,State-owned enterprise (SOE) / Corporate strategic investor,Italy,,FALSE,Named
Professional and Business Service,Potential,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Prelude Trust plc,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Prime Ventures,1,Private Equity and Venture Capital,Netherlands,,TRUE,Named
Professional and Business Service,Project A,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Professional and Business Service,Promethean Investments LLP,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Proprium Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Proserv,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Prosperity7 Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Providence Investment Company,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,QinetiQ plc,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Quan Capital,1,Private Equity and Venture Capital,China,,FALSE,Named
Professional and Business Service,R204 Partners,1,Private Equity and Venture Capital,Italy,,FALSE,Named
Professional and Business Service,R42 Group,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,RA Capital Management,1,Asset Management / Private Equity,United States,,FALSE,Named
Professional and Business Service,RAB Capital,1,Asset Management,United Kingdom,,FALSE,Named
Professional and Business Service,RB Capital,1,Property Lender,Singapore,,FALSE,Named
Professional and Business Service,RGAX,1,Corporate,United States,,FALSE,Named
Professional and Business Service,RTW Investments,1,Asset Management / Private Equity,United States,,FALSE,Named
Professional and Business Service,RXR Digital Ventures,1,Corporate,United States,,FALSE,Named
Professional and Business Service,Railpen,1,Asset Management,United Kingdom,,FALSE,Named
Professional and Business Service,Rainfall Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Ramboll,1,Corporate,Denmark,,FALSE,Named
Professional and Business Service,Recurring Capital Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Redline Capital Management,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Redmile Group,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Reed Elsevier Ventures,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,ReefKNoT Investments,1,Private Equity and Venture Capital,Singapore,,FALSE,Named
Professional and Business Service,Reference Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Renaissance Capital Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Revolt Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Ridgeback Capital Management,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Rising Tide Fund,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Rivers Capital Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Road King,1,Corporate,Hong Kong,,FALSE,Named
Professional and Business Service,Rockridge Investment Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Rockspring,1,Family Office,United Kingdom,,FALSE,Named
Professional and Business Service,Rolls-Royce,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Round Hill Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Round13,1,Private Equity and Venture Capital,Canada,,FALSE,Named
Professional and Business Service,Runa Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Ruttenberg Gordon,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Ryan Sports Ventures,1,Family Office,United States,,FALSE,Named
Professional and Business Service,Ryecroft Glenton Corporate Finance,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,SAIC Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,SB ISAT Fund,1,Private Equity and Venture Capital,Indonesia,,FALSE,Named
Professional and Business Service,SGInnovate,1,Private Equity and Venture Capital,Singapore,,FALSE,Named
Professional and Business Service,SJL Partners,1,Private Equity and Venture Capital,"Korea, Republic Of (South Korea)",,FALSE,Named
Professional and Business Service,SKC Co,1,Corporate,"Korea, Republic Of (South Korea)",,FALSE,Named
Professional and Business Service,SLB Ventures,1,Corporate,United States,,FALSE,Named
Professional and Business Service,SOSV,1,Accelerator,United States,,FALSE,Named
Professional and Business Service,SPWOne,1,Private Investment Vehicle,United Kingdom,,FALSE,Named
Professional and Business Service,SSE Ventures,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,SV7 Impact Medicine Fund,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,SWEN Blue Ocean,1,Private Equity and Venture Capital,France,,FALSE,Named
Professional and Business Service,Saatchi & Saatchi,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Sabadell Capital,1,Corporate,Spain,,FALSE,Named
Professional and Business Service,Sabanci,1,Private Equity and Venture Capital,Turkey,,FALSE,Named
Professional and Business Service,Sabre Insurance,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Sage,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Sana Kliniken AG,1,Corporate,Germany,,FALSE,Named
Professional and Business Service,Sanctor Capital,1,Private Equity and Venture Capital,Puerto Rico,,FALSE,Named
Professional and Business Service,Sanofi,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Sapphire Capital Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Saranac Partners,1,Private Investment Vehicle,United Kingdom,,FALSE,Named
Professional and Business Service,Saudi Aramco,1,Corporate,Saudi Arabia,,FALSE,Named
Professional and Business Service,Scalar North Capital,1,Family Office,United Kingdom,,FALSE,Named
Professional and Business Service,Schneider,1,Corporate,France,,FALSE,Named
Professional and Business Service,Scopely,1,Corporate,United States,,FALSE,Named
Professional and Business Service,SeAH Wind,1,Corporate,"Korea, Republic Of (South Korea)",,FALSE,Named
Professional and Business Service,Searchlight Capital Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Sectoral Asset Management,1,Specialist Lender,Canada,,FALSE,Named
Professional and Business Service,Seedrocket 4Founders Capital,1,Private Equity and Venture Capital,Spain,,FALSE,Named
Professional and Business Service,SemperVirens,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Seneca Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Seventure Partners,1,Private Equity and Venture Capital,France,,FALSE,Named
Professional and Business Service,Shackleton Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Shard Capital,1,Asset Management,United Kingdom,,FALSE,Named
Professional and Business Service,Shearwater Healthcare Solutions,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Sheffield City Region Local Enterprise Partnership (LEP),1,Local and Regional Government,United Kingdom,,FALSE,Named
Professional and Business Service,Shell,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Shinhan Investment Private Equity,1,Private Equity and Venture Capital,"Korea, Republic Of (South Korea)",,FALSE,Named
Professional and Business Service,Shopify,1,Corporate,Canada,,FALSE,Named
Professional and Business Service,SignalFire,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,SilverTree Equity,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Simcah Management,1,Asset Management,United States,,FALSE,Named
Professional and Business Service,Singapore Power,1,Corporate,Singapore,,FALSE,Named
Professional and Business Service,SixThirty Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Sixth Element Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Sky,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Skyviews Life Science,1,Private Equity and Venture Capital,Switzerland,,FALSE,Named
Professional and Business Service,Smash Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Snam,1,State-owned enterprise (SOE) / Corporate strategic investor,Italy,,FALSE,Named
Professional and Business Service,Snowflake,1,Corporate,United States,,FALSE,Named
Professional and Business Service,Social Investment Scotland (SIS),1,Charity/Not-for-profit company,United Kingdom,,FALSE,Named
Professional and Business Service,Sofina,1,Private Equity and Venture Capital,Belgium,,FALSE,Named
Professional and Business Service,Solano Partners,1,Bank,United Kingdom,,FALSE,Named
Professional and Business Service,Soleus Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Solon Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Sonae IM,1,Corporate,Portugal,,FALSE,Named
Professional and Business Service,Sony Corporation,1,Corporate,Japan,,FALSE,Named
Professional and Business Service,Sosei,1,Corporate,Japan,,FALSE,Named
Professional and Business Service,Souter Investments LLP,1,Family Office,United Kingdom,,FALSE,Named
Professional and Business Service,Space Angels,1,Angel Network,United States,,FALSE,Named
Professional and Business Service,Spark Capital Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Speedinvest,1,Private Equity and Venture Capital,Austria,,FALSE,Named
Professional and Business Service,Spice Capital,1,Family Office,United Kingdom,,FALSE,Named
Professional and Business Service,Spire Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Spring Partners,1,Private Equity and Venture Capital,Japan,,FALSE,Named
Professional and Business Service,Standard Chartered,1,Bank,United Kingdom,,FALSE,Named
Professional and Business Service,Standard Life Aberdeen,1,Asset Management,United Kingdom,UK pension funds,FALSE,Named
Professional and Business Service,StepStone Group,1,Asset Management,United Kingdom,,FALSE,Named
Professional and Business Service,Stone Point Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Strategic Innovation Fund,1,Central Government,United Kingdom,,FALSE,Named
Professional and Business Service,Stride.VC,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Structural Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Sucden Ventures,1,Corporate,France,,FALSE,Named
Professional and Business Service,Suffolk Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Sulis Seedcorn Fund,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Sumitomo Corporation,1,Corporate,Japan,,FALSE,Named
Professional and Business Service,Summit Action Fund,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Sunley House Capital Management,1,Asset Management,United States,,FALSE,Named
Professional and Business Service,Sunstone Capital,1,Private Equity and Venture Capital,Denmark,,FALSE,Named
Professional and Business Service,Surplus,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Professional and Business Service,Sustainable Development Capital LLP (SDCL),1,Asset Management,United Kingdom,,FALSE,Named
Professional and Business Service,Swiss Post,1,State-owned enterprise (SOE) / Corporate strategic investor,Switzerland,,FALSE,Named
Professional and Business Service,Symphony Technology Group,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Synova,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,System.One,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Professional and Business Service,Söderberg & Partners,1,,,,,Named
Professional and Business Service,T J Morris (Investments) Ltd,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,TA Associates,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,TDR Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,TED Global,1,Charity/Not-for-profit company,United States,,FALSE,Named
Professional and Business Service,TIRTA,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,TNI Fund LP,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,TOMS Capital,1,Asset Management,United States,,FALSE,Named
Professional and Business Service,TRICAPITAL Angels Limited,1,Angel Network,United Kingdom,,FALSE,Named
Professional and Business Service,TRINE,1,Crowd funding,Sweden,,FALSE,Named
Professional and Business Service,TTP Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,TTV Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Tapestry,1,Corporate,United States,,FALSE,Named
Professional and Business Service,TechNexus,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Technology Crossover Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Technology Venture Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Techstart Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Tekfen Ventures,1,Corporate,United States,,FALSE,Named
Professional and Business Service,Tekla Capital Management,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Tennants Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Tern PLC,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Tetragon,1,Asset Management,United States,,FALSE,Named
Professional and Business Service,The Accelerator Group,1,Accelerator,United Kingdom,,FALSE,Named
Professional and Business Service,The Autism Impact Fund,1,Private Investment Vehicle,United States,,FALSE,Named
Professional and Business Service,The Bill & Melinda Gates Foundation,1,Charity/Not-for-profit company,United Kingdom,,FALSE,Named
Professional and Business Service,The Column Group,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,The Dow Chemical Company,1,Corporate,United States,,FALSE,Named
Professional and Business Service,The Financial Times,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,The Gores Group,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,The New York Times Company,1,Corporate,United States,,FALSE,Named
Professional and Business Service,The Rise Fund,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,The Sandpit,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,TheFamily,1,Accelerator,France,,FALSE,Named
Professional and Business Service,Third Stream Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Thomson Reuters,1,Corporate,Canada,,FALSE,Named
Professional and Business Service,Threesixty,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Thrive Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Tifosy,1,Crowd funding,United Kingdom,,FALSE,Named
Professional and Business Service,Tikehau Capital,1,Asset Management,France,,FALSE,Named
Professional and Business Service,Torch Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Toshiba,1,Commercialisation Company,Japan,,FALSE,Named
Professional and Business Service,Tracsis,1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,TransUnion,1,Corporate,United States,,FALSE,Named
Professional and Business Service,Transition Level Investments,1,Private Equity and Venture Capital,Australia,,FALSE,Named
Professional and Business Service,Trend Investment Group,1,Private Investment Vehicle,United Kingdom,,FALSE,Named
Professional and Business Service,Tribe Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Tribeca Early Stage Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,Trillium International,1,Private Equity and Venture Capital,United Arab Emirates,,FALSE,Named
Professional and Business Service,Trimble Ventures,1,Corporate,United States,,FALSE,Named
Professional and Business Service,True Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Professional and Business Service,True.,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,Trusted Business Partner (TBP),1,Corporate,United Kingdom,,FALSE,Named
Professional and Business Service,Tudor Group,1,Asset Management,United States,,FALSE,Named
Professional and Business Service,Turn Sports Investments,1,Family Office,Singapore,,FALSE,Named
Professional and Business Service,Turner International,1,Corporate,United States,,FALSE,Named
Professional and Business Service,Turquoise International,1,Merchant Bank,United Kingdom,,FALSE,Named
Professional and Business Service,U-Start Club,1,Private Equity and Venture Capital,Italy,,FALSE,Named
Professional and Business Service,UBS,1,Bank,Switzerland,,FALSE,Bank/Loan
Professional and Business Service,UCL Business,1,Commercialisation Company,United Kingdom,,FALSE,Named
Professional and Business Service,UFP Fintech,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,UPMC Enterprises,1,Corporate,United States,,FALSE,Named
Professional and Business Service,UTokyo Innovation Platform Co.,1,University,Japan,,FALSE,Named
Professional and Business Service,Uberior Investments,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Professional and Business Service,United Ventures,1,Private Equity and Venture Capital,Italy,,FALSE,Named
Professional and Business Service,University of Chicago Medicine,1,University,United States,,FALSE,Named
