Sector,Investor,Latitude,Longitude,InvestorType,Country,PensionSWF,BBBBacked,CompaniesBackedInSector
Creative Industries,InMotion Ventures,51.52479,-0.089129,Corporate,United Kingdom,,FALSE,1
Creative Industries,Invest NI,54.594305,-5.93216,Devolved Government,United Kingdom,,FALSE,1
Creative Industries,JamJar Investments,51.501972,-0.119003,Private Investment Vehicle,United Kingdom,,TRUE,1
Creative Industries,Kartesia,51.51312,-0.142497,Asset Management,United Kingdom,,FALSE,1
Creative Industries,Kuvari Partners,51.511741,-0.146242,Asset Management,United Kingdom,,FALSE,1
Creative Industries,Lancashire County Council,53.753902,-2.366371,Local and Regional Government,United Kingdom,,FALSE,1
Creative Industries,Lansdowne Partners,51.506992,-0.142804,Asset Management,United Kingdom,,FALSE,1
Creative Industries,Lendahand Ethex,51.741736,-1.235695,Crowd funding,United Kingdom,,FALSE,1
Creative Industries,Liberty Global Ventures,51.509292,-0.141557,Corporate,United Kingdom,,FALSE,1
Creative Industries,Livingbridge EP,51.504963,-0.087625,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,London Venture Partners,51.518954,-0.135513,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,M&G,56.133866,-3.966186,Asset Management,United Kingdom,UK pension funds,FALSE,1
Creative Industries,MML Capital Partners,51.51522,-0.104001,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Creative Industries,Meyer Bergman,51.508224,-0.139972,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Mott Macdonald,52.482523,-1.899395,Corporate,United Kingdom,,FALSE,1
Creative Industries,NFU Mutual,51.016243,-3.0662,Corporate,United Kingdom,,FALSE,1
Creative Industries,Nauta Capital,51.514178,-0.093552,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Creative Industries,Newcastle City Council,54.980621,-1.595459,Local and Regional Government,United Kingdom,,FALSE,1
Creative Industries,Next,51.567782,0.703511,Corporate,United Kingdom,,FALSE,1
Creative Industries,NorthEdge Capital,52.482306,-1.897216,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Northern Gritstone,53.477441,-2.243173,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Creative Industries,Northstar Equity Investors,54.971327,-1.597505,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Northstar Ventures,54.971327,-1.597505,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Nottinghamshire Council,53.072193,-1.251299,Local and Regional Government,United Kingdom,,FALSE,1
Creative Industries,Oceanwood Capital Management,51.513001,-0.153166,Asset Management,United Kingdom,,FALSE,1
Creative Industries,Origin Capital Ltd,51.499973,-0.13345,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Outsized Ventures,51.525617,-0.083602,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Oxford Innovation Finance,51.731891,-1.204714,Angel Network,United Kingdom,,FALSE,1
Creative Industries,Oxx,51.512597,-0.13671,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Creative Industries,PNC Financial Services,51.514976,-0.091702,Specialist Lender,United Kingdom,,FALSE,1
Creative Industries,Palatine Private Equity,53.477441,-2.243173,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Passion Capital,51.521893,-0.109014,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Creative Industries,Pemberton Asset Management,51.508514,-0.133303,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Pentech Ventures,55.957523,-3.195097,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Permira,51.508654,-0.133066,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Perscitus Advisers,51.497689,-0.165369,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Phoenix Equity Partners,51.510762,-0.136698,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Praetura Group,53.47988,-2.250781,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Prelude Trust plc,52.148526,0.194195,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,QinetiQ plc,51.276054,-0.761524,Corporate,United Kingdom,,FALSE,1
Creative Industries,Redrice Ventures,51.512597,-0.13671,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Reed Elsevier Ventures,51.508357,-0.108335,Corporate,United Kingdom,,FALSE,1
Creative Industries,Rockpool Investments,51.506554,-0.135054,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Rockridge Investment Partners,51.507679,-0.133942,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Salica Investments,51.51621,-0.085208,Asset Management / Private Equity,United Kingdom,,TRUE,1
Creative Industries,Samos Investments,51.517518,-0.122196,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Santon Capital,51.509879,-0.14456,Family Office,United Kingdom,,FALSE,1
Creative Industries,Sapphire Capital Partners,54.598827,-5.92441,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Scottish EDGE,56.416609,-3.482055,Charity/Not-for-profit company,United Kingdom,,FALSE,1
Creative Industries,Scottish Equity Partners,55.862643,-4.257174,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Creative Industries,Secure Trust Commercial Finance,52.381977,-1.788743,Bank,United Kingdom,,FALSE,1
Creative Industries,Shackleton Ventures,51.516883,-0.112306,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Shawbrook Bank,51.513208,-0.079295,Bank,United Kingdom,,TRUE,1
Creative Industries,Sky,54.603919,-5.915391,Corporate,United Kingdom,,FALSE,1
Creative Industries,Soho Square Capital,51.516251,-0.126731,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Souter Investments LLP,55.952005,-3.198867,Family Office,United Kingdom,,FALSE,1
Creative Industries,South Yorkshire Investment Fund,53.383988,-1.461948,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Sports Investment Partners,51.509879,-0.14456,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Standard Chartered,51.517202,-0.089779,Bank,United Kingdom,,FALSE,1
Creative Industries,Stride.VC,51.522751,-0.103659,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Sussex Place Ventures,51.526583,-0.161353,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Creative Industries,SyndicateRoom,52.234909,0.153433,Crowd funding,United Kingdom,,TRUE,1
Creative Industries,Systemiq,51.510289,-0.125044,Corporate,United Kingdom,,FALSE,1
Creative Industries,TTP Ventures,52.088111,0.025697,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Talis Capital,51.456483,-0.193075,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Tenzing,51.874376,-0.4284,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,The Accelerator Group,51.512394,-0.157442,Accelerator,United Kingdom,,FALSE,1
Creative Industries,The Financial Times,51.51428,-0.101503,Corporate,United Kingdom,,FALSE,1
Creative Industries,Unilever,53.830245,-1.456816,Corporate,United Kingdom,,FALSE,1
Creative Industries,Volution,51.45695,-0.941386,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,West Hill Capital,51.511026,-0.099361,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,WestBridge Capital,51.489014,-3.179718,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,White Star Capital,51.51798,-0.138739,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,Wild Blue Cohort,51.52703,-0.128768,Angel Network,United Kingdom,,FALSE,1
Creative Industries,Zinal Growth,51.507514,-0.136571,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Creative Industries,aberdeen,51.519875,-0.07838,Asset Management,United Kingdom,,FALSE,1
Defence,British Business Bank,53.382174,-1.472389,Central Government,United Kingdom,,FALSE,7
Defence,HSBC,51.507627,-0.09714,Bank,United Kingdom,,TRUE,6
Defence,Albion Capital Group,51.520723,-0.103974,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Defence,BGF (formerly Business Growth Fund),51.508771,-0.122916,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Defence,IP Group,51.517285,-0.096031,Commercialisation Company,United Kingdom,,FALSE,4
Defence,Lloyds Banking Group,53.809305,-1.680548,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Defence,Cambridge Angels,52.234909,0.153433,Angel Network,United Kingdom,,FALSE,3
Defence,Dawn Capital,51.514539,-0.130476,Private Equity and Venture Capital,United Kingdom,,TRUE,3
Defence,NatWest Group,53.480414,-2.253286,Bank,United Kingdom,,TRUE,3
Defence,Amadeus Capital Partners,52.209941,0.117535,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Defence,Barclays,51.504924,-0.014381,Bank,United Kingdom,,TRUE,2
Defence,Crane Ventures,51.514867,-0.13643,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Defence,Gresham House,53.798,-1.551588,Asset Management,United Kingdom,,FALSE,2
Defence,Highland Europe,51.511746,-0.138085,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Defence,IQ Capital Partners,52.213917,0.113932,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Defence,Index Ventures,51.511035,-0.137451,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Defence,Invoke Capital Partners,51.511144,-0.15572,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Defence,Nesta,51.511348,-0.107548,Charity/Not-for-profit company,United Kingdom,,FALSE,2
Defence,Octopus Group,51.512038,-0.097431,Asset Management / Private Equity,United Kingdom,,FALSE,2
Defence,Seedcamp,51.516858,-0.142287,Private Equity and Venture Capital,United Kingdom,,TRUE,2
Defence,Talis Capital,51.456483,-0.193075,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Defence,UK Export Finance,51.501638,-0.126768,Central Government,United Kingdom,,FALSE,2
Defence,Winton Capital Management,51.515715,-0.10238,Asset Management,United Kingdom,,FALSE,2
Defence,2050 Capital,51.508051,-0.142098,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Defence,7Percent Ventures,51.511263,-0.12695,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Defence,Allied Irish Bank / AIB Group,51.515551,-0.079571,Family Office,United Kingdom,,FALSE,1
Defence,Bailie Group,53.792856,-1.550716,Corporate,United Kingdom,,FALSE,1
Defence,Balderton Capital,51.529874,-0.118818,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Defence,Cambridge Capital Group,52.234909,0.153433,Angel Network,United Kingdom,,FALSE,1
Defence,Close Brothers,51.520382,-0.083519,Merchant Bank,United Kingdom,,FALSE,1
Defence,Connectd,51.527304,-0.088894,Angel Network,United Kingdom,,FALSE,1
Defence,Cyber London (CyLon),51.494655,-0.214112,Accelerator,United Kingdom,,FALSE,1
Defence,Downing,51.503541,-0.12767,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Elixirr,51.514523,-0.094834,Corporate,United Kingdom,,FALSE,1
Defence,Entrepreneurs First,51.529269,-0.088062,Accelerator,United Kingdom,,FALSE,1
Defence,Eos Venture,51.521036,-0.081185,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Finance Yorkshire,53.381381,-1.48853,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Growth Capital Partners,51.506892,-0.138787,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Defence,Growth Lending Group,51.542808,-0.009977,Specialist Lender,United Kingdom,,FALSE,1
Defence,Hg,51.49336,-0.110195,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Hoxton Ventures,51.516679,-0.127074,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Defence,Inflexion Private Equity,51.517641,-0.148611,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Investec Bank,51.515643,-0.090132,Bank,United Kingdom,,FALSE,1
Defence,Legal & General,51.476116,-3.177297,Corporate,United Kingdom,UK pension funds,FALSE,1
Defence,London Venture Partners,51.518954,-0.135513,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,MMC Ventures,51.49454,-0.156088,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Defence,MML Capital Partners,51.51522,-0.104001,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Defence,Maven Capital Partners UK LLP,55.862675,-4.256424,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Mercia Asset Management,52.358937,-1.779514,Asset Management / Private Equity,United Kingdom,,TRUE,1
Defence,Mobeus,51.506229,-0.146279,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Defence,Molten Ventures,51.510289,-0.125044,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Mouro Capital,51.508514,-0.133303,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,NM Capital,51.509799,-0.147445,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,New Wave Ventures,51.519926,-0.107495,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,NorthEdge Capital,52.482306,-1.897216,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Notion Capital Partners LLP,51.524129,-0.106586,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Outsized Ventures,51.525617,-0.083602,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Oxford Innovation Finance,51.731891,-1.204714,Angel Network,United Kingdom,,FALSE,1
Defence,Oxford Science Enterprises,51.755299,-1.257415,Commercialisation Company,United Kingdom,,FALSE,1
Defence,Oxx,51.512597,-0.13671,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Defence,Par Equity,55.948296,-3.21342,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Phoenix Court Group,51.531187,-0.12952,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Phoenix Equity Partners,51.510762,-0.136698,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Quester Venture Partnership,51.512038,-0.097431,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Rockpool Investments,51.506554,-0.135054,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Rolls-Royce,52.911001,-1.430616,Corporate,United Kingdom,,FALSE,1
Defence,SFC Capital,53.263837,-2.536688,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Said Business School,51.753291,-1.268342,University,United Kingdom,,FALSE,1
Defence,Schroders,51.248506,-0.158924,Asset Management,United Kingdom,,FALSE,1
Defence,Scottish Enterprise,55.945754,-3.221459,Devolved Government,United Kingdom,,FALSE,1
Defence,Sulis Seedcorn Fund,51.379324,-2.327157,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,TempoCap,51.510623,-0.124569,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Tracsis,51.56851,-0.133125,Corporate,United Kingdom,,FALSE,1
Defence,Vitruvian Partners,51.506739,-0.148953,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Wealth Club,51.461031,-0.304332,Angel Network,United Kingdom,,FALSE,1
Defence,Welsh Government,51.488373,-3.182582,Central Government,United Kingdom,,FALSE,1
Defence,West Hill Capital,51.511026,-0.099361,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Winton Ventures,51.515715,-0.10238,Corporate,United Kingdom,,FALSE,1
Defence,World Gold Council,51.514778,-0.102246,Corporate,United Kingdom,,FALSE,1
Defence,Worldpay Group,51.512154,-0.090177,Corporate,United Kingdom,,FALSE,1
Defence,YFM Equity Partners,53.79721,-1.554253,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Defence,Zinal Growth,51.507514,-0.136571,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Digital and Technologies,British Business Bank,53.382174,-1.472389,Central Government,United Kingdom,,FALSE,81
Digital and Technologies,BGF (formerly Business Growth Fund),51.508771,-0.122916,Private Equity and Venture Capital,United Kingdom,,FALSE,39
Digital and Technologies,IP Group,51.517285,-0.096031,Commercialisation Company,United Kingdom,,FALSE,32
Digital and Technologies,Mercia Asset Management,52.358937,-1.779514,Asset Management / Private Equity,United Kingdom,,TRUE,23
Digital and Technologies,Phoenix Court Group,51.531187,-0.12952,Private Equity and Venture Capital,United Kingdom,,FALSE,23
Digital and Technologies,Octopus Group,51.512038,-0.097431,Asset Management / Private Equity,United Kingdom,,FALSE,22
Digital and Technologies,Crowdcube,51.523617,-0.083412,Crowd funding,United Kingdom,,FALSE,20
Digital and Technologies,HSBC,51.507627,-0.09714,Bank,United Kingdom,,TRUE,19
Digital and Technologies,Maven Capital Partners UK LLP,55.862675,-4.256424,Private Equity and Venture Capital,United Kingdom,,FALSE,16
Digital and Technologies,Albion Capital Group,51.520723,-0.103974,Private Equity and Venture Capital,United Kingdom,,FALSE,15
Digital and Technologies,Lloyds Banking Group,53.809305,-1.680548,Private Equity and Venture Capital,United Kingdom,,FALSE,15
Digital and Technologies,Molten Ventures,51.510289,-0.125044,Private Equity and Venture Capital,United Kingdom,,FALSE,15
Digital and Technologies,NatWest Group,53.480414,-2.253286,Bank,United Kingdom,,TRUE,15
Digital and Technologies,Scottish Enterprise,55.945754,-3.221459,Devolved Government,United Kingdom,,FALSE,15
Digital and Technologies,Index Ventures,51.511035,-0.137451,Private Equity and Venture Capital,United Kingdom,,FALSE,14
Digital and Technologies,Seedcamp,51.516858,-0.142287,Private Equity and Venture Capital,United Kingdom,,TRUE,14
Digital and Technologies,Amadeus Capital Partners,52.209941,0.117535,Private Equity and Venture Capital,United Kingdom,,FALSE,13
Digital and Technologies,Barclays,51.504924,-0.014381,Bank,United Kingdom,,TRUE,11
Digital and Technologies,Gresham House,53.798,-1.551588,Asset Management,United Kingdom,,FALSE,11
Digital and Technologies,MMC Ventures,51.49454,-0.156088,Private Equity and Venture Capital,United Kingdom,,TRUE,11
Digital and Technologies,Cambridge Angels,52.234909,0.153433,Angel Network,United Kingdom,,FALSE,10
Digital and Technologies,Future Planet Capital,53.47944,-2.250206,Private Equity and Venture Capital,United Kingdom,,FALSE,10
Digital and Technologies,Highland Europe,51.511746,-0.138085,Private Equity and Venture Capital,United Kingdom,,FALSE,10
Digital and Technologies,Oxford Science Enterprises,51.755299,-1.257415,Commercialisation Company,United Kingdom,,FALSE,10
Digital and Technologies,IQ Capital Partners,52.213917,0.113932,Private Equity and Venture Capital,United Kingdom,,FALSE,9
Digital and Technologies,Virgin Money UK,55.863326,-4.26009,Bank,United Kingdom,,FALSE,9
Digital and Technologies,YFM Equity Partners,53.79721,-1.554253,Private Equity and Venture Capital,United Kingdom,,FALSE,9
Digital and Technologies,Balderton Capital,51.529874,-0.118818,Private Equity and Venture Capital,United Kingdom,,TRUE,8
Digital and Technologies,Guinness Ventures,51.495577,-0.126758,Private Equity and Venture Capital,United Kingdom,,FALSE,8
Digital and Technologies,Legal & General,51.476116,-3.177297,Corporate,United Kingdom,UK pension funds,FALSE,8
Digital and Technologies,University of Oxford,51.751927,-1.215879,University,United Kingdom,,FALSE,8
Digital and Technologies,24Haymarket,51.509213,-0.13202,Angel Network,United Kingdom,,TRUE,7
Digital and Technologies,ACF Investors,51.519926,-0.107495,Private Equity and Venture Capital,United Kingdom,,FALSE,7
Digital and Technologies,Downing,51.503541,-0.12767,Private Equity and Venture Capital,United Kingdom,,FALSE,7
Digital and Technologies,Nesta,51.511348,-0.107548,Charity/Not-for-profit company,United Kingdom,,FALSE,7
Digital and Technologies,Notion Capital Partners LLP,51.524129,-0.106586,Private Equity and Venture Capital,United Kingdom,,FALSE,7
Digital and Technologies,Passion Capital,51.521893,-0.109014,Private Equity and Venture Capital,United Kingdom,,TRUE,7
Digital and Technologies,Cambridge Innovation Capital,52.248533,0.081223,Private Equity and Venture Capital,United Kingdom,,TRUE,6
Digital and Technologies,Entrepreneurs First,51.529269,-0.088062,Accelerator,United Kingdom,,FALSE,6
Digital and Technologies,JamJar Investments,51.501972,-0.119003,Private Investment Vehicle,United Kingdom,,TRUE,6
Digital and Technologies,Livingbridge EP,51.504963,-0.087625,Private Equity and Venture Capital,United Kingdom,,FALSE,6
Digital and Technologies,Mobeus,51.506229,-0.146279,Private Equity and Venture Capital,United Kingdom,,TRUE,6
Digital and Technologies,Praetura Group,53.47988,-2.250781,Private Equity and Venture Capital,United Kingdom,,FALSE,6
Digital and Technologies,Salica Investments,51.51621,-0.085208,Asset Management / Private Equity,United Kingdom,,TRUE,6
Digital and Technologies,Samos Investments,51.517518,-0.122196,Private Equity and Venture Capital,United Kingdom,,FALSE,6
Digital and Technologies,Talis Capital,51.456483,-0.193075,Private Equity and Venture Capital,United Kingdom,,FALSE,6
Digital and Technologies,Thompson Taraz,52.208207,0.11994,Asset Management,United Kingdom,,FALSE,6
Digital and Technologies,Triple Point,53.374425,-1.46808,Asset Management,United Kingdom,,FALSE,6
Digital and Technologies,Connect Ventures,51.517362,-0.125388,Private Equity and Venture Capital,United Kingdom,,FALSE,5
Digital and Technologies,Creative UK,53.473677,-2.301759,Accelerator,United Kingdom,,FALSE,5
Digital and Technologies,EMV Capital PLC,51.507905,-0.131757,Private Equity and Venture Capital,United Kingdom,,FALSE,5
Digital and Technologies,Fidelity International,51.512687,-0.096929,Asset Management,United Kingdom,,FALSE,5
Digital and Technologies,Growth Lending Group,51.542808,-0.009977,Specialist Lender,United Kingdom,,FALSE,5
Digital and Technologies,Kin Group,51.511741,-0.146242,Private Investment Vehicle,United Kingdom,,FALSE,5
Digital and Technologies,Oxford Capital Partners,51.752564,-1.265674,Private Equity and Venture Capital,United Kingdom,,FALSE,5
Digital and Technologies,Oxford Innovation Finance,51.731891,-1.204714,Angel Network,United Kingdom,,FALSE,5
Digital and Technologies,Par Equity,55.948296,-3.21342,Private Equity and Venture Capital,United Kingdom,,FALSE,5
Digital and Technologies,Rockpool Investments,51.506554,-0.135054,Private Equity and Venture Capital,United Kingdom,,FALSE,5
Digital and Technologies,Scottish EDGE,56.416609,-3.482055,Charity/Not-for-profit company,United Kingdom,,FALSE,5
Digital and Technologies,Smedvig Capital,51.506545,-0.140141,Family Office,United Kingdom,,FALSE,5
Digital and Technologies,University of Warwick Science Park,52.387015,-1.558093,University,United Kingdom,,FALSE,5
Digital and Technologies,Venrex Investment Management,51.494596,-0.156216,Private Equity and Venture Capital,United Kingdom,,FALSE,5
Digital and Technologies,Wealth Club,51.461031,-0.304332,Angel Network,United Kingdom,,FALSE,5
Digital and Technologies,Ascension,51.490425,0.295556,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,Atomico,51.518334,-0.135567,Private Equity and Venture Capital,United Kingdom,,TRUE,4
Digital and Technologies,Calculus Capital,51.512328,-0.154981,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,Dawn Capital,51.514539,-0.130476,Private Equity and Venture Capital,United Kingdom,,TRUE,4
Digital and Technologies,Deepbridge Capital,53.161686,-2.900117,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,Development Bank of Wales,51.483907,-3.191222,Devolved Government,United Kingdom,,FALSE,4
Digital and Technologies,Felix Capital,51.512314,-0.138134,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,Firstminute Capital,51.512087,-0.114406,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,Investec Bank,51.515643,-0.090132,Bank,United Kingdom,,FALSE,4
Digital and Technologies,Key Capital Partners,53.79721,-1.554253,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,Kindred Capital VC,51.516744,-0.151602,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,Lansdowne Partners,51.506992,-0.142804,Asset Management,United Kingdom,,FALSE,4
Digital and Technologies,Midven,52.45994,-2.100544,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,NVM Private Equity,54.971016,-1.612535,Private Equity and Venture Capital,United Kingdom,,TRUE,4
Digital and Technologies,Nationwide Building Society,51.57353,-0.423274,Bank,United Kingdom,,FALSE,4
Digital and Technologies,Northstar Ventures,54.971327,-1.597505,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,Pi Labs,51.520888,-0.072197,Accelerator,United Kingdom,,FALSE,4
Digital and Technologies,Playfair Capital,51.527304,-0.088894,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,Scottish Equity Partners,55.862643,-4.257174,Private Equity and Venture Capital,United Kingdom,,TRUE,4
Digital and Technologies,SyndicateRoom,52.234909,0.153433,Crowd funding,United Kingdom,,TRUE,4
Digital and Technologies,Vitruvian Partners,51.506739,-0.148953,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,Volution,51.45695,-0.941386,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Digital and Technologies,7Percent Ventures,51.511263,-0.12695,Private Equity and Venture Capital,United Kingdom,,TRUE,3
Digital and Technologies,Angels Den,51.535716,-0.190083,Angel Network,United Kingdom,,FALSE,3
Digital and Technologies,Anthemis Group,51.517578,-0.136636,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Digital and Technologies,Aviva,53.371149,-1.485676,Corporate,United Kingdom,UK pension funds,FALSE,3
Digital and Technologies,Blenheim Chalcot,51.513948,-0.22261,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Digital and Technologies,Channel 4,53.796354,-1.548888,State-owned enterprise (SOE) / Corporate strategic investor,United Kingdom,,FALSE,3
Digital and Technologies,Clarendon Fund Managers,54.597775,-5.931195,Private Equity and Venture Capital,United Kingdom,,TRUE,3
Digital and Technologies,ClearlySo,51.514178,-0.093552,Merchant Bank,United Kingdom,,FALSE,3
Digital and Technologies,Edge Investments Limited,51.51624,-0.152718,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Digital and Technologies,Envestors,51.505696,-0.105073,Angel Network,United Kingdom,,FALSE,3
Digital and Technologies,Equity Gap,55.950643,-3.208593,Angel Network,United Kingdom,,FALSE,3
Digital and Technologies,GP Bullhound,51.505461,-0.138716,Merchant Bank,United Kingdom,,FALSE,3
Digital and Technologies,Growth Capital Partners,51.506892,-0.138787,Private Equity and Venture Capital,United Kingdom,,TRUE,3
Digital and Technologies,HM Treasury,51.501638,-0.126768,Central Government,United Kingdom,,FALSE,3
Digital and Technologies,Hoxton Ventures,51.516679,-0.127074,Private Equity and Venture Capital,United Kingdom,,TRUE,3
Digital and Technologies,Inflexion Private Equity,51.517641,-0.148611,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Digital and Technologies,Innovate UK (IUK),51.566729,-1.784744,Central Government,United Kingdom,,FALSE,3
Digital and Technologies,Invest NI,54.594305,-5.93216,Devolved Government,United Kingdom,,FALSE,3
Digital and Technologies,Latitude Investment Management,51.499321,-0.157034,Asset Management,United Kingdom,,FALSE,3
Digital and Technologies,Longwall Venture Partners,51.817775,-1.306658,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Digital and Technologies,Mosaic Ventures,51.512314,-0.138134,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Digital and Technologies,Mouro Capital,51.508514,-0.133303,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Digital and Technologies,Oxx,51.512597,-0.13671,Private Equity and Venture Capital,United Kingdom,,TRUE,3
Digital and Technologies,Palatine Private Equity,53.477441,-2.243173,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Digital and Technologies,Schroders,51.248506,-0.158924,Asset Management,United Kingdom,,FALSE,3
Digital and Technologies,Scottish Government,55.978349,-3.173673,Devolved Government,United Kingdom,,FALSE,3
Digital and Technologies,Shawbrook Bank,51.513208,-0.079295,Bank,United Kingdom,,TRUE,3
