Sector,Investor,Latitude,Longitude,InvestorType,Country,PensionSWF,BBBBacked,CompaniesBackedInSector
Advanced Manufacturing,HSBC,51.507627,-0.09714,Bank,United Kingdom,,TRUE,31
Advanced Manufacturing,British Business Bank,53.382174,-1.472389,Central Government,United Kingdom,,FALSE,24
Advanced Manufacturing,IP Group,51.517285,-0.096031,Commercialisation Company,United Kingdom,,FALSE,14
Advanced Manufacturing,BGF (formerly Business Growth Fund),51.508771,-0.122916,Private Equity and Venture Capital,United Kingdom,,FALSE,12
Advanced Manufacturing,Lloyds Banking Group,53.809305,-1.680548,Private Equity and Venture Capital,United Kingdom,,FALSE,12
Advanced Manufacturing,Octopus Group,51.512038,-0.097431,Asset Management / Private Equity,United Kingdom,,FALSE,8
Advanced Manufacturing,Virgin Money UK,55.863326,-4.26009,Bank,United Kingdom,,FALSE,8
Advanced Manufacturing,Barclays,51.504924,-0.014381,Bank,United Kingdom,,TRUE,7
Advanced Manufacturing,NatWest Group,53.480414,-2.253286,Bank,United Kingdom,,TRUE,7
Advanced Manufacturing,Future Planet Capital,53.47944,-2.250206,Private Equity and Venture Capital,United Kingdom,,FALSE,6
Advanced Manufacturing,Phoenix Court Group,51.531187,-0.12952,Private Equity and Venture Capital,United Kingdom,,FALSE,6
Advanced Manufacturing,Mercia Asset Management,52.358937,-1.779514,Asset Management / Private Equity,United Kingdom,,TRUE,5
Advanced Manufacturing,Oxford Science Enterprises,51.755299,-1.257415,Commercialisation Company,United Kingdom,,FALSE,5
Advanced Manufacturing,Development Bank of Wales,51.483907,-3.191222,Devolved Government,United Kingdom,,FALSE,4
Advanced Manufacturing,Frontier Development Capital,52.482336,-1.900985,Private Equity and Venture Capital,United Kingdom,,TRUE,4
Advanced Manufacturing,Maven Capital Partners UK LLP,55.862675,-4.256424,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Advanced Manufacturing,Midven,52.45994,-2.100544,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Advanced Manufacturing,Molten Ventures,51.510289,-0.125044,Private Equity and Venture Capital,United Kingdom,,FALSE,4
Advanced Manufacturing,Scottish Enterprise,55.945754,-3.221459,Devolved Government,United Kingdom,,FALSE,4
Advanced Manufacturing,Thompson Taraz,52.208207,0.11994,Asset Management,United Kingdom,,FALSE,4
Advanced Manufacturing,Amadeus Capital Partners,52.209941,0.117535,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Advanced Manufacturing,BP,51.507733,-0.134545,Corporate,United Kingdom,,FALSE,3
Advanced Manufacturing,Cambridge Innovation Capital,52.248533,0.081223,Private Equity and Venture Capital,United Kingdom,,TRUE,3
Advanced Manufacturing,Downing,51.503541,-0.12767,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Advanced Manufacturing,EMV Capital PLC,51.507905,-0.131757,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Advanced Manufacturing,IQ Capital Partners,52.213917,0.113932,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Advanced Manufacturing,Lansdowne Partners,51.506992,-0.142804,Asset Management,United Kingdom,,FALSE,3
Advanced Manufacturing,Legal & General,51.476116,-3.177297,Corporate,United Kingdom,UK pension funds,FALSE,3
Advanced Manufacturing,Longwall Venture Partners,51.817775,-1.306658,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Advanced Manufacturing,Oxford Innovation Finance,51.731891,-1.204714,Angel Network,United Kingdom,,FALSE,3
Advanced Manufacturing,University of Oxford,51.751927,-1.215879,University,United Kingdom,,FALSE,3
Advanced Manufacturing,Whiterock Finance,54.596986,-5.924968,Specialist Lender,United Kingdom,,TRUE,3
Advanced Manufacturing,YFM Equity Partners,53.79721,-1.554253,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Advanced Manufacturing,3i,51.502202,-0.153257,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Advanced Manufacturing,Aioi Nissay Dowa Insurance,51.513208,-0.079295,Corporate,United Kingdom,,FALSE,2
Advanced Manufacturing,Albion Capital Group,51.520723,-0.103974,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Advanced Manufacturing,Allied Irish Bank / AIB Group,51.515551,-0.079571,Family Office,United Kingdom,,FALSE,2
Advanced Manufacturing,Backed VC,51.527736,-0.077386,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Advanced Manufacturing,Cambridge Angels,52.234909,0.153433,Angel Network,United Kingdom,,FALSE,2
Advanced Manufacturing,Capital for Colleagues,51.025282,-4.206337,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Advanced Manufacturing,Cibus Capital,51.511657,-0.14662,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Advanced Manufacturing,Crowdcube,51.523617,-0.083412,Crowd funding,United Kingdom,,FALSE,2
Advanced Manufacturing,Entrepreneurs First,51.529269,-0.088062,Accelerator,United Kingdom,,FALSE,2
Advanced Manufacturing,Felix Capital,51.512314,-0.138134,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Advanced Manufacturing,Lancashire County Council,53.753902,-2.366371,Local and Regional Government,United Kingdom,,FALSE,2
Advanced Manufacturing,Lightrock,51.507905,-0.131757,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Advanced Manufacturing,MMC Ventures,51.49454,-0.156088,Private Equity and Venture Capital,United Kingdom,,TRUE,2
Advanced Manufacturing,NEL Fund Managers,54.925643,-1.620569,Private Equity and Venture Capital,United Kingdom,,TRUE,2
Advanced Manufacturing,Northern Gritstone,53.477441,-2.243173,Private Equity and Venture Capital,United Kingdom,,TRUE,2
Advanced Manufacturing,Passion Capital,51.521893,-0.109014,Private Equity and Venture Capital,United Kingdom,,TRUE,2
Advanced Manufacturing,Quester Venture Partnership,51.512038,-0.097431,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Advanced Manufacturing,Scottish EDGE,56.416609,-3.482055,Charity/Not-for-profit company,United Kingdom,,FALSE,2
Advanced Manufacturing,Secure Trust Commercial Finance,52.381977,-1.788743,Bank,United Kingdom,,FALSE,2
Advanced Manufacturing,UCL Business,51.522324,-0.136529,Commercialisation Company,United Kingdom,,FALSE,2
Advanced Manufacturing,UK Export Finance,51.501638,-0.126768,Central Government,United Kingdom,,FALSE,2
Advanced Manufacturing,University of Warwick Science Park,52.387015,-1.558093,University,United Kingdom,,FALSE,2
Advanced Manufacturing,4J Studios,51.692673,-0.419468,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,ACF Investors,51.519926,-0.107495,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Acceleris,51.505396,-0.016249,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Active Partners,51.473852,-0.202728,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Advanced Manufacturing,Adjuvo,51.511866,-0.124706,Angel Network,United Kingdom,,FALSE,1
Advanced Manufacturing,Air Street Capital,51.548215,-0.198197,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Alpine Electronics,52.399811,-1.559097,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,Ananke Ventures,51.569124,-0.195336,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Angels in the City,51.511682,-0.08276,Angel Network,United Kingdom,,FALSE,1
Advanced Manufacturing,Apater Capital,53.797209,-1.546875,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Arini,51.508405,-0.153136,Asset Management,United Kingdom,,FALSE,1
Advanced Manufacturing,Arm,53.479603,-2.236435,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,Ascension,51.490425,0.295556,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Atomico,51.518334,-0.135567,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Advanced Manufacturing,Balderton Capital,51.529874,-0.118818,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Advanced Manufacturing,Ballpark Ventures,51.900681,-2.080624,Private Investment Vehicle,United Kingdom,,FALSE,1
Advanced Manufacturing,Bank of Ireland,51.550176,-0.086911,Bank,United Kingdom,,FALSE,1
Advanced Manufacturing,Bank of Scotland,55.789595,-4.277033,Bank,United Kingdom,,TRUE,1
Advanced Manufacturing,Bibby Financial Services,52.060139,-1.339541,Specialist Lender,United Kingdom,,FALSE,1
Advanced Manufacturing,Cambridge Enterprise,52.248533,0.081223,Commercialisation Company,United Kingdom,,FALSE,1
Advanced Manufacturing,Caple,51.516385,-0.077792,Specialist Lender,United Kingdom,,FALSE,1
Advanced Manufacturing,Channel 4,53.796354,-1.548888,State-owned enterprise (SOE) / Corporate strategic investor,United Kingdom,,FALSE,1
Advanced Manufacturing,Chimera Partners,51.509799,-0.147445,Merchant Bank,United Kingdom,,FALSE,1
Advanced Manufacturing,Circularity Capital,55.952353,-3.206485,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Clean Growth Investment Management,51.508514,-0.133303,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,ClearlySo,51.514178,-0.093552,Merchant Bank,United Kingdom,,FALSE,1
Advanced Manufacturing,Close Brothers,51.520382,-0.083519,Merchant Bank,United Kingdom,,FALSE,1
Advanced Manufacturing,Connect Ventures,51.517362,-0.125388,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Cow Corner,53.786096,-1.609661,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Doxa Partners,51.513921,-0.143069,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Drax,53.730605,-0.994677,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,EPIC Investment Partners,51.519096,-0.107371,Asset Management,United Kingdom,,FALSE,1
Advanced Manufacturing,Earth Capital,51.507986,-0.137417,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,East Alpha,51.795506,1.038723,Asset Management,United Kingdom,,FALSE,1
Advanced Manufacturing,EcoMachines Ventures,51.507905,-0.131757,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Edge Investments Limited,51.51624,-0.152718,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Envestors,51.505696,-0.105073,Angel Network,United Kingdom,,FALSE,1
Advanced Manufacturing,Equity Gap,55.950643,-3.208593,Angel Network,United Kingdom,,FALSE,1
Advanced Manufacturing,Erna Low Consultants,50.880103,-1.23946,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,Fig,51.457945,-0.304849,Angel Network,United Kingdom,,FALSE,1
Advanced Manufacturing,Finance Yorkshire,53.381381,-1.48853,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Finance for Enterprise,53.511227,-1.130901,Specialist Lender,United Kingdom,,TRUE,1
Advanced Manufacturing,Firstminute Capital,51.512087,-0.114406,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Fjord Capital,51.610936,-0.178282,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,GIA Surveyors,51.505484,-0.114823,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,Green Angel Ventures,51.463955,-0.220681,Angel Network,United Kingdom,,TRUE,1
Advanced Manufacturing,Greenwood Way Capital,51.516112,-0.173839,Angel Network,United Kingdom,,FALSE,1
Advanced Manufacturing,Gresham House,53.798,-1.551588,Asset Management,United Kingdom,,FALSE,1
Advanced Manufacturing,Grosvenor Hill Ventures,51.516537,-0.143064,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Growth Capital Partners,51.506892,-0.138787,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Advanced Manufacturing,Growth Lending Group,51.542808,-0.009977,Specialist Lender,United Kingdom,,FALSE,1
Advanced Manufacturing,HM Treasury,51.501638,-0.126768,Central Government,United Kingdom,,FALSE,1
Advanced Manufacturing,Halma,51.667444,-0.615764,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,Harrock Investments,53.606104,-2.745138,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Highlands and Islands Enterprise,58.208102,-6.38326,Local and Regional Government,United Kingdom,,FALSE,1
Advanced Manufacturing,Innovation SuperNetwork,54.974867,-1.594657,Accelerator,United Kingdom,,FALSE,1
Advanced Manufacturing,Invest NI,54.594305,-5.93216,Devolved Government,United Kingdom,,FALSE,1
Advanced Manufacturing,Isomer Capital,51.525617,-0.083602,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Advanced Manufacturing,JamJar Investments,51.501972,-0.119003,Private Investment Vehicle,United Kingdom,,TRUE,1
Advanced Manufacturing,Kero Limited,52.236792,0.140372,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Kindred Capital VC,51.516744,-0.151602,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Longbow,51.415827,-0.186682,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,M&G,56.133866,-3.966186,Asset Management,United Kingdom,UK pension funds,FALSE,1
Advanced Manufacturing,Mobeus,51.506229,-0.146279,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Advanced Manufacturing,NFU Mutual,51.016243,-3.0662,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,Nesta,51.511348,-0.107548,Charity/Not-for-profit company,United Kingdom,,FALSE,1
Advanced Manufacturing,New Wave Ventures,51.519926,-0.107495,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,NorthInvest,53.795472,-1.555729,Angel Network,United Kingdom,,FALSE,1
Advanced Manufacturing,Northstar Ventures,54.971327,-1.597505,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Oil & Gas Technology Centre,57.139045,-2.095492,Charity/Not-for-profit company,United Kingdom,,FALSE,1
Advanced Manufacturing,Ombu Group,51.517395,-0.149515,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Origin Capital Ltd,51.499973,-0.13345,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Oxford Instruments,51.695371,-1.353309,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,Oxford Technology,51.763364,-1.260195,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Oxx,51.512597,-0.13671,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Advanced Manufacturing,Par Equity,55.948296,-3.21342,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Partners Investment Company,51.513371,-0.092548,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Partnerships UK,52.922548,-1.478746,Government,United Kingdom,,FALSE,1
Advanced Manufacturing,Pearson,51.516766,-0.122948,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,Phoenix Equity Partners,51.510762,-0.136698,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Playfair Capital,51.527304,-0.088894,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Praetura Group,53.47988,-2.250781,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Prelude Trust plc,52.148526,0.194195,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,QinetiQ plc,51.276054,-0.761524,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,RAB Capital,51.507986,-0.137417,Asset Management,United Kingdom,,FALSE,1
Advanced Manufacturing,Railpen,51.512305,-0.07524,Asset Management,United Kingdom,,FALSE,1
Advanced Manufacturing,Redrice Ventures,51.512597,-0.13671,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Risk Capital Partners,51.50231,-0.154406,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Rockpool Investments,51.506554,-0.135054,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Rolls-Royce,52.911001,-1.430616,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,SSE Ventures,56.417342,-3.464187,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,SWAIN,51.457731,-2.60719,Angel Network,United Kingdom,,FALSE,1
Advanced Manufacturing,ScaleUp Capital,51.515985,-0.150235,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Schroders,51.248506,-0.158924,Asset Management,United Kingdom,,FALSE,1
Advanced Manufacturing,Scottish Government,55.978349,-3.173673,Devolved Government,United Kingdom,,FALSE,1
Advanced Manufacturing,SilverRock Financial Services,51.512314,-0.149519,Bank,United Kingdom,,FALSE,1
Advanced Manufacturing,Social Investment Scotland (SIS),55.957314,-3.18878,Charity/Not-for-profit company,United Kingdom,,FALSE,1
Advanced Manufacturing,South Yorkshire Investment Fund,53.383988,-1.461948,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Sulis Seedcorn Fund,51.379324,-2.327157,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Sussex Place Ventures,51.526583,-0.161353,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Advanced Manufacturing,SyndicateRoom,52.234909,0.153433,Crowd funding,United Kingdom,,TRUE,1
Advanced Manufacturing,T J Morris (Investments) Ltd,53.464194,-2.895312,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,TTP Ventures,52.088111,0.025697,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Tern PLC,51.516416,-0.077488,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,The University of Derby,52.938473,-1.496678,University,United Kingdom,,FALSE,1
Advanced Manufacturing,ThinCats,52.758356,-1.477058,Specialist Lender,United Kingdom,,TRUE,1
Advanced Manufacturing,Toscafund Asset Management,51.506992,-0.142804,Specialist Lender,United Kingdom,,FALSE,1
Advanced Manufacturing,Tracsis,51.56851,-0.133125,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,Triple Point,53.374425,-1.46808,Asset Management,United Kingdom,,FALSE,1
Advanced Manufacturing,Turquoise International,51.526359,-0.080053,Merchant Bank,United Kingdom,,FALSE,1
Advanced Manufacturing,University of Edinburgh,55.943737,-3.184186,University,United Kingdom,,FALSE,1
Advanced Manufacturing,VentureFounders,51.514178,-0.093552,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,Wealth Club,51.461031,-0.304332,Angel Network,United Kingdom,,FALSE,1
Advanced Manufacturing,Welsh Government,51.488373,-3.182582,Central Government,United Kingdom,,FALSE,1
Advanced Manufacturing,West Yorkshire Business and Skills,53.77576,-1.54099,Local and Regional Government,United Kingdom,,FALSE,1
Advanced Manufacturing,Woodford Investment Management,51.731891,-1.204714,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Advanced Manufacturing,World Gold Council,51.514778,-0.102246,Corporate,United Kingdom,,FALSE,1
Advanced Manufacturing,Wren Capital LLP,51.553152,-0.19881,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,HSBC,51.507627,-0.09714,Bank,United Kingdom,,TRUE,12
Clean Energy Industries,British Business Bank,53.382174,-1.472389,Central Government,United Kingdom,,FALSE,10
Clean Energy Industries,Barclays,51.504924,-0.014381,Bank,United Kingdom,,TRUE,9
Clean Energy Industries,NatWest Group,53.480414,-2.253286,Bank,United Kingdom,,TRUE,9
Clean Energy Industries,IP Group,51.517285,-0.096031,Commercialisation Company,United Kingdom,,FALSE,8
Clean Energy Industries,BGF (formerly Business Growth Fund),51.508771,-0.122916,Private Equity and Venture Capital,United Kingdom,,FALSE,7
Clean Energy Industries,Legal & General,51.476116,-3.177297,Corporate,United Kingdom,UK pension funds,FALSE,6
Clean Energy Industries,Lloyds Banking Group,53.809305,-1.680548,Private Equity and Venture Capital,United Kingdom,,FALSE,6
Clean Energy Industries,Mercia Asset Management,52.358937,-1.779514,Asset Management / Private Equity,United Kingdom,,TRUE,4
Clean Energy Industries,Scottish Enterprise,55.945754,-3.221459,Devolved Government,United Kingdom,,FALSE,4
Clean Energy Industries,BP,51.507733,-0.134545,Corporate,United Kingdom,,FALSE,3
Clean Energy Industries,Clean Growth Investment Management,51.508514,-0.133303,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Clean Energy Industries,Maven Capital Partners UK LLP,55.862675,-4.256424,Private Equity and Venture Capital,United Kingdom,,FALSE,3
Clean Energy Industries,Oxford Science Enterprises,51.755299,-1.257415,Commercialisation Company,United Kingdom,,FALSE,3
Clean Energy Industries,Caple,51.516385,-0.077792,Specialist Lender,United Kingdom,,FALSE,2
Clean Energy Industries,Centrica Energy,51.485661,-0.639614,Corporate,United Kingdom,,FALSE,2
Clean Energy Industries,Development Bank of Wales,51.483907,-3.191222,Devolved Government,United Kingdom,,FALSE,2
Clean Energy Industries,Equity Gap,55.950643,-3.208593,Angel Network,United Kingdom,,FALSE,2
Clean Energy Industries,Future Planet Capital,53.47944,-2.250206,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Clean Energy Industries,Green Angel Ventures,51.463955,-0.220681,Angel Network,United Kingdom,,TRUE,2
Clean Energy Industries,IW Capital,51.514156,-0.143189,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Clean Energy Industries,Infracapital,51.518469,-0.14238,Corporate,United Kingdom,,FALSE,2
Clean Energy Industries,Midven,52.45994,-2.100544,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Clean Energy Industries,Northern Gritstone,53.477441,-2.243173,Private Equity and Venture Capital,United Kingdom,,TRUE,2
Clean Energy Industries,Octopus Group,51.512038,-0.097431,Asset Management / Private Equity,United Kingdom,,FALSE,2
Clean Energy Industries,Ombu Group,51.517395,-0.149515,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Clean Energy Industries,Par Equity,55.948296,-3.21342,Private Equity and Venture Capital,United Kingdom,,FALSE,2
Clean Energy Industries,Turquoise International,51.526359,-0.080053,Merchant Bank,United Kingdom,,FALSE,2
Clean Energy Industries,2150 VC,52.488037,-0.704488,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,3i,51.502202,-0.153257,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,4J Studios,51.692673,-0.419468,Corporate,United Kingdom,,FALSE,1
Clean Energy Industries,AS Capital,51.525647,0.102024,Asset Management,United Kingdom,,FALSE,1
Clean Energy Industries,Acceleris,51.505396,-0.016249,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Adjuvo,51.511866,-0.124706,Angel Network,United Kingdom,,FALSE,1
Clean Energy Industries,Amati Global Investors,55.949086,-3.211667,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Amber Infrastructure Group,51.50416,-0.079748,Asset Management / Private Equity,United Kingdom,,FALSE,1
Clean Energy Industries,Angels in the City,51.511682,-0.08276,Angel Network,United Kingdom,,FALSE,1
Clean Energy Industries,Anthemis Group,51.517578,-0.136636,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Aston University,52.489323,-1.883165,University,United Kingdom,,FALSE,1
Clean Energy Industries,Aviva,53.371149,-1.485676,Corporate,United Kingdom,UK pension funds,FALSE,1
Clean Energy Industries,Berti Investments,51.516948,-0.144027,Charity/Not-for-profit company,United Kingdom,,FALSE,1
Clean Energy Industries,Calculus Capital,51.512328,-0.154981,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Capricorn Fund Managers,51.509879,-0.14456,Asset Management,United Kingdom,,FALSE,1
Clean Energy Industries,Circularity Capital,55.952353,-3.206485,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,ClearlySo,51.514178,-0.093552,Merchant Bank,United Kingdom,,FALSE,1
Clean Energy Industries,Close Brothers,51.520382,-0.083519,Merchant Bank,United Kingdom,,FALSE,1
Clean Energy Industries,Crowdcube,51.523617,-0.083412,Crowd funding,United Kingdom,,FALSE,1
Clean Energy Industries,DN Capital,51.520571,-0.15593,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Deepbridge Capital,53.161686,-2.900117,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Downing,51.503541,-0.12767,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Drax,53.730605,-0.994677,Corporate,United Kingdom,,FALSE,1
Clean Energy Industries,EMV Capital PLC,51.507905,-0.131757,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Earth Capital,51.507986,-0.137417,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,East Alpha,51.795506,1.038723,Asset Management,United Kingdom,,FALSE,1
Clean Energy Industries,EcoMachines Ventures,51.507905,-0.131757,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Eurovestech,51.578136,-0.399445,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Fidelity International,51.512687,-0.096929,Asset Management,United Kingdom,,FALSE,1
Clean Energy Industries,Fjord Capital,51.610936,-0.178282,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,GRIDSERVE,51.379884,-0.123854,Corporate,United Kingdom,,FALSE,1
Clean Energy Industries,Greenwood Way Capital,51.516112,-0.173839,Angel Network,United Kingdom,,FALSE,1
Clean Energy Industries,Gresham House,53.798,-1.551588,Asset Management,United Kingdom,,FALSE,1
Clean Energy Industries,Growth Capital Partners,51.506892,-0.138787,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Clean Energy Industries,HM Treasury,51.501638,-0.126768,Central Government,United Kingdom,,FALSE,1
Clean Energy Industries,Highland Venture Capital,56.465977,-2.873762,Angel Network,United Kingdom,,FALSE,1
Clean Energy Industries,Inflexion Private Equity,51.517641,-0.148611,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Innovation SuperNetwork,54.974867,-1.594657,Accelerator,United Kingdom,,FALSE,1
Clean Energy Industries,Investec Bank,51.515643,-0.090132,Bank,United Kingdom,,FALSE,1
Clean Energy Industries,Kanadevia Inova Capital,51.296546,-0.754591,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Kero Limited,52.236792,0.140372,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Key Capital Partners,53.79721,-1.554253,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Lansdowne Partners,51.506992,-0.142804,Asset Management,United Kingdom,,FALSE,1
Clean Energy Industries,Lendahand Ethex,51.741736,-1.235695,Crowd funding,United Kingdom,,FALSE,1
Clean Energy Industries,Lightrock,51.507905,-0.131757,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Literacy Capital,51.506609,-0.130585,Private Investment Vehicle,United Kingdom,,FALSE,1
Clean Energy Industries,Longwall Venture Partners,51.817775,-1.306658,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Megger Group,51.115559,1.305629,Corporate,United Kingdom,,FALSE,1
Clean Energy Industries,Mobeus,51.506229,-0.146279,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Clean Energy Industries,Mosaic Ventures,51.512314,-0.138134,Private Equity and Venture Capital,United Kingdom,,FALSE,1
Clean Energy Industries,Mott Macdonald,52.482523,-1.899395,Corporate,United Kingdom,,FALSE,1
Clean Energy Industries,NVM Private Equity,54.971016,-1.612535,Private Equity and Venture Capital,United Kingdom,,TRUE,1
Clean Energy Industries,Nesta,51.511348,-0.107548,Charity/Not-for-profit company,United Kingdom,,FALSE,1
