Sector,Investor,Country,ISO2,InvestorType,PensionSWF,BBBBacked,CompaniesBackedInSector
Financial Services,Base Partners,Brazil,br,Private Equity and Venture Capital,,FALSE,1
Financial Services,Battery,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Beacon Equity Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Beringea,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Birchal,Australia,au,Crowd funding,,FALSE,1
Financial Services,BnkToTheFuture,Cayman Islands,ky,Crowd funding,,FALSE,1
Financial Services,Britannia,India,in,Corporate,,FALSE,1
Financial Services,CFFI UK Ventures,Barbados,bb,Private Investment Vehicle,,FALSE,1
Financial Services,CNP Assurances,France,fr,Corporate,,FALSE,1
Financial Services,CTC Venture Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,CVentures,Egypt,eg,Corporate,,FALSE,1
Financial Services,CapitalG (formerly Google Capital),United States,us,Corporate,,FALSE,1
Financial Services,Cartesian Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Centerbridge Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Cercano Management,United States,us,Family Office,,FALSE,1
Financial Services,Circle,United States,us,Corporate,,FALSE,1
Financial Services,Clocktower Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Club Changer,Monaco / UAE,mc,Family Office,,FALSE,1
Financial Services,Cohen Circle,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Coinbase Ventures,United States,us,Corporate,,FALSE,1
Financial Services,Collector Bank,Sweden,se,Bank,,FALSE,1
Financial Services,Contour Venture Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Convoy Global Holdings,Hong Kong,hk,Asset Management,,FALSE,1
Financial Services,Crossfin Holdings,South Africa,za,Private Equity and Venture Capital,,FALSE,1
Financial Services,DB1 Ventures,,,,,,1
Financial Services,DNB,Norway,no,Bank,,FALSE,1
Financial Services,Da Vinci Capital,Russian Federation,ru,Private Equity and Venture Capital,,FALSE,1
Financial Services,Dai-ichi Life Insurance,Japan,jp,Corporate,,FALSE,1
Financial Services,Digital Currency Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Dragoneer Investment Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Drake Capital Advisors LLC,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Dubai Investments,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Financial Services,E& Investment,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Financial Services,East Capital Group,Sweden,se,Asset Management,,FALSE,1
Financial Services,Elbrus Capital,Russian Federation,ru,Private Equity and Venture Capital,,FALSE,1
Financial Services,Elkstone,Ireland,ie,Family Office,,FALSE,1
Financial Services,Elliott Management Corporation,United States,us,Asset Management,,FALSE,1
Financial Services,Emery Capital,Russian Federation,ru,Private Equity and Venture Capital,,FALSE,1
Financial Services,Enstar,Bermuda,bm,Corporate,,FALSE,1
Financial Services,Estancia Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,FINTOP Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,FIS,United States,us,Corporate,,FALSE,1
Financial Services,FJ Labs,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,FMZ Ventures,United States,us,Private Investment Vehicle,,FALSE,1
Financial Services,FactSet,United States,us,Corporate,,FALSE,1
Financial Services,Farallon Capital Management,United States,us,Asset Management,,FALSE,1
Financial Services,Fifth Era,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Fin Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Fin Venture Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,FinTech Collective,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,FirstCape,New Zealand,nz,Private Equity and Venture Capital,,FALSE,1
Financial Services,Flow Capital,Canada,ca,Private Equity and Venture Capital,,FALSE,1
Financial Services,Fondazione di Sardegna,Italy,it,Corporate,,FALSE,1
Financial Services,Fortress Investment Group,United States,us,Asset Management / Private Equity,,FALSE,1
Financial Services,Framework Venture Partners,Canada,ca,Private Equity and Venture Capital,,FALSE,1
Financial Services,Franklin Templeton,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Fuel Venture Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Goldacre,,,,,,1
Financial Services,Goodwater Capital LLC,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Greenoaks Capital Management,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Groupon,United States,us,Corporate,,FALSE,1
Financial Services,Guan Quan Investments,China,cn,Private Investment Vehicle,,FALSE,1
Financial Services,Guanqun Chi Cheng,China,cn,Specialist Lender,,FALSE,1
Financial Services,HB Investments,United Arab Emirates,ae,Private Investment Vehicle,,FALSE,1
Financial Services,HDI,Germany,de,Corporate,,FALSE,1
Financial Services,Hamiton Holdings,United States,us,Corporate,,FALSE,1
Financial Services,Hanaco Ventures,Israel,il,Private Equity and Venture Capital,,FALSE,1
Financial Services,Hannover Digital Investments,Germany,de,Private Equity and Venture Capital,,FALSE,1
Financial Services,Hard Yaka,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Hartford Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,HongShan,China,cn,Private Equity and Venture Capital,,FALSE,1
Financial Services,ICONIQ Capital,United States,us,Family Office,,FALSE,1
Financial Services,IDC Ventures,Spain,es,Private Equity and Venture Capital,,FALSE,1
Financial Services,ING Bank,Netherlands,nl,Bank,,FALSE,1
Financial Services,Indigo IP Holdings,Antigua & Barbuda,ag,Private Investment Vehicle,,FALSE,1
Financial Services,Ingka Group,Netherlands,nl,Corporate,,FALSE,1
Financial Services,Insight Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Intel,United States,us,Corporate,,FALSE,1
Financial Services,Intesa Sanpaolo,Italy,it,Bank,,FALSE,1
Financial Services,Invus,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,JC Flowers,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Jefferies,United States,us,Merchant Bank,,FALSE,1
Financial Services,Jigsaw VC,Jersey,je,Private Equity and Venture Capital,,FALSE,1
Financial Services,KKCG,Switzerland,ch,Asset Management,,FALSE,1
Financial Services,KRW Schindler Private Ventures,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,1
Financial Services,KV Management,United States,us,Private Investment Vehicle,,FALSE,1
Financial Services,Kaiser Permanente Ventures,United States,us,Corporate,,FALSE,1
Financial Services,Kernel Capital,Ireland,ie,Private Equity and Venture Capital,,FALSE,1
Financial Services,Kima Ventures,France,fr,Private Investment Vehicle,,FALSE,1
Financial Services,Kinnevik,Sweden,se,Private Equity and Venture Capital,,FALSE,1
Financial Services,Korea Investment Partners (KIP),"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Financial Services,L Catterton,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,La Famiglia,Germany,de,Private Equity and Venture Capital,,FALSE,1
Financial Services,LeapFrog Ventures,Mauritius,mu,Private Equity and Venture Capital,,FALSE,1
Financial Services,Left Lane Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Lerer Hippeau Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Leucadia National Corporation,United States,us,Merchant Bank,,FALSE,1
Financial Services,Leumi Partners,Israel,il,Merchant Bank,,FALSE,1
Financial Services,Life.SREDA,Singapore,sg,Private Equity and Venture Capital,,FALSE,1
Financial Services,Lightbank,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Lightspeed Management,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Link Group,Australia,au,Corporate,,FALSE,1
Financial Services,Liquidity Group,United States,us,Specialist Lender,,FALSE,1
Financial Services,Long Ridge Equity Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Loric Ventures,Germany,de,Private Equity and Venture Capital,,FALSE,1
Financial Services,Lugard Road Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Lumia Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,M&F Fund,Regional / EU,eu,Private Equity and Venture Capital,,FALSE,1
Financial Services,MCI.TechVentures,Poland,pl,Private Equity and Venture Capital,,FALSE,1
Financial Services,MMI,South Africa,za,Corporate,,FALSE,1
Financial Services,MS&AD,Japan,jp,Corporate,,FALSE,1
Financial Services,Marlin Equity Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Marqeta,United States,us,Corporate,,FALSE,1
Financial Services,Marubeni Ventures,Japan,jp,Corporate,,FALSE,1
Financial Services,MassMutual Ventures,United States,us,Corporate,,FALSE,1
Financial Services,Microsoft,United States,us,Corporate,,FALSE,1
Financial Services,Middle East Venture Partners (MEVP),United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Financial Services,Milano Investment Partners,Italy,it,Private Equity and Venture Capital,,FALSE,1
Financial Services,MissionOG,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Mithril,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Mojo Capital,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,1
Financial Services,Mosaik Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Motive Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Mubadala Investment Company,United Arab Emirates,ae,Sovereign Wealth Fund,SW Fund,FALSE,1
Financial Services,Mundi Ventures,Spain,es,Private Equity and Venture Capital,,FALSE,1
Financial Services,NFT Ventures,Sweden,se,Private Equity and Venture Capital,,FALSE,1
Financial Services,NIBC Bank,Netherlands,nl,Bank,,FALSE,1
Financial Services,Nasdaq,United States,us,Corporate,,FALSE,1
Financial Services,National Australia Bank,Australia,au,Bank,,FALSE,1
Financial Services,Natixis,France,fr,Merchant Bank,,FALSE,1
Financial Services,NextLaw Labs,United States,us,Corporate,,FALSE,1
Financial Services,Nire Capital,South Africa,za,Private Equity and Venture Capital,,FALSE,1
Financial Services,Nomura,Japan,jp,Bank,,FALSE,1
Financial Services,NordicNinja,Finland,fi,Private Equity and Venture Capital,,FALSE,1
Financial Services,Novator Partners,Switzerland,ch,Private Investment Vehicle,,FALSE,1
Financial Services,Novum Capital,Germany,de,Private Equity and Venture Capital,,FALSE,1
Financial Services,OMERS Ventures,Canada,ca,Private Equity and Venture Capital,,FALSE,1
Financial Services,Oak HC/FT,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Oak Hill Advisors,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Octahedron Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Oliver Wyman,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Omidyar Network,United States,us,Charity/Not-for-profit company,,FALSE,1
Financial Services,OneMain Financial,United States,us,Specialist Lender,,FALSE,1
Financial Services,Optiver,Netherlands,nl,Asset Management,,FALSE,1
Financial Services,Orange,France,fr,Corporate,,FALSE,1
Financial Services,OurCrowd,Israel,il,Crowd funding,,FALSE,1
Financial Services,Oxford Finance,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,PPF Group,Czech Republic,cz,Private Investment Vehicle,,FALSE,1
Financial Services,Paladin Capital Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Partech Partners,France,fr,Private Equity and Venture Capital,,FALSE,1
Financial Services,Partnership Fund for New York City,United States,us,Charity/Not-for-profit company,,FALSE,1
Financial Services,Ping An Ventures,China,cn,Private Equity and Venture Capital,,FALSE,1
Financial Services,Pinorena Capital,Estonia,ee,Private Equity and Venture Capital,,FALSE,1
Financial Services,Pivot Investment Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Plaid,United States,us,Corporate,,FALSE,1
Financial Services,Point Nine Management,Germany,de,Private Equity and Venture Capital,,FALSE,1
Financial Services,Point72,United States,us,Asset Management,,FALSE,1
Financial Services,Poste Italiane,Italy,it,State-owned enterprise (SOE) / Corporate strategic investor,,FALSE,1
Financial Services,Practica Capital,Lithuania,lt,Private Equity and Venture Capital,,FALSE,1
Financial Services,Prudence Holdings,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,QBN Capital,Hong Kong,hk,Private Equity and Venture Capital,,FALSE,1
Financial Services,R204 Partners,Italy,it,Private Equity and Venture Capital,,FALSE,1
Financial Services,RGAX,United States,us,Corporate,,FALSE,1
Financial Services,Rabobank,Netherlands,nl,Bank,,FALSE,1
Financial Services,Rakuten,Japan,jp,Corporate,,FALSE,1
Financial Services,Recurring Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Reference Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Revo Capital,Netherlands,nl,Private Equity and Venture Capital,,FALSE,1
Financial Services,Rocket Internet,Germany,de,Corporate,,FALSE,1
Financial Services,Route 66 Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Rovida Advisors,United States,us,Asset Management,,FALSE,1
Financial Services,Rubicon Venture Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,STE Capital,United States,us,Family Office,,FALSE,1
Financial Services,Santander,Spain,es,Bank,,TRUE,1
Financial Services,Saudi Aramco,Saudi Arabia,sa,Corporate,,FALSE,1
Financial Services,Sentinel Dome Partners,United States,us,Asset Management,,FALSE,1
Financial Services,Seventure Partners,France,fr,Private Equity and Venture Capital,,FALSE,1
Financial Services,Shopify,Canada,ca,Corporate,,FALSE,1
Financial Services,Shortcut Ventures,Germany,de,Private Equity and Venture Capital,,FALSE,1
Financial Services,SignalFire,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Simcah Management,United States,us,Asset Management,,FALSE,1
Financial Services,SixThirty Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Sixth Street Growth,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,SmartCap,Estonia,ee,Private Equity and Venture Capital,,FALSE,1
Financial Services,SmartHub,Brazil,br,Corporate,,FALSE,1
Financial Services,Smash Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Snowflake,United States,us,Corporate,,FALSE,1
Financial Services,Sofina,Belgium,be,Private Equity and Venture Capital,,FALSE,1
Financial Services,Spark Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Spearhead Capital,United States,us,Asset Management,,FALSE,1
Financial Services,Spring Partners,Japan,jp,Private Equity and Venture Capital,,FALSE,1
Financial Services,Stone Point Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Stripe,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Sunley House Capital Management,United States,us,Asset Management,,FALSE,1
Financial Services,Surplus,Germany,de,Private Equity and Venture Capital,,FALSE,1
Financial Services,Swiss Post,Switzerland,ch,State-owned enterprise (SOE) / Corporate strategic investor,,FALSE,1
Financial Services,Söderberg & Partners,,,,,,1
Financial Services,TED Global,United States,us,Charity/Not-for-profit company,,FALSE,1
Financial Services,TOMS Capital,United States,us,Asset Management,,FALSE,1
Financial Services,TPG,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,TSG Consumer Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,TTV Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Taiwania Capital,Taiwan,tw,Private Equity and Venture Capital,,FALSE,1
Financial Services,Tencent,China,cn,Corporate,,FALSE,1
Financial Services,Tengelmann Ventures,Germany,de,Private Equity and Venture Capital,,FALSE,1
Financial Services,Tera Ventures,Estonia,ee,Private Equity and Venture Capital,,FALSE,1
Financial Services,The Rise Fund,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,The Riverside Company,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,TheFamily,France,fr,Accelerator,,FALSE,1
Financial Services,Third Kind VC,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Third Stream Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Thomson Reuters,Canada,ca,Corporate,,FALSE,1
Financial Services,Thomvest Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Thrive Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Thule Investments,Iceland,is,Private Equity and Venture Capital,,FALSE,1
Financial Services,TransUnion,United States,us,Corporate,,FALSE,1
Financial Services,Tribe Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Tribeca Early Stage Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Tuesday Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,UBS,Switzerland,ch,Bank,,FALSE,1
Financial Services,United Ventures,Italy,it,Private Equity and Venture Capital,,FALSE,1
Financial Services,Unlimint,Russian Federation,ru,Corporate,,FALSE,1
Financial Services,Vanderbilt University,United States,us,University,,FALSE,1
Financial Services,Ventura Capital,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Financial Services,Venture Incubator,Switzerland,ch,Charity/Not-for-profit company,,FALSE,1
Financial Services,VilCap,United States,us,Accelerator,,FALSE,1
Financial Services,Village Global,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Visa,United States,us,Corporate,,FALSE,1
Financial Services,Vista Credit Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Vostok Emerging Finance,Bermuda,bm,Private Equity and Venture Capital,,FALSE,1
Financial Services,Vulcan Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Vy Capital,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Financial Services,Wafra,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Wellington Partners,Germany,de,Private Equity and Venture Capital,,FALSE,1
Financial Services,Wells Fargo,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Westpac,Australia,au,Bank,,FALSE,1
Financial Services,Wicklow Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,WndrCo,United States,us,Private Equity and Venture Capital,,FALSE,1
Financial Services,Y Combinator,United States,us,Accelerator,,FALSE,1
Financial Services,ZAIS Group,United States,us,Asset Management,,FALSE,1
Financial Services,b-to-v Partners (Brain-to-Ventures),Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Financial Services,b2venture,Germany,de,Private Equity and Venture Capital,,FALSE,1
Financial Services,eBay Ventures,United States,us,Corporate,,FALSE,1
Financial Services,eVentures,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Business Angel(s),,,Business Angel(s),,FALSE,18
Life Sciences,Tencent,China,cn,Corporate,,FALSE,5
Life Sciences,Invesco,United States,us,Asset Management,,FALSE,4
Life Sciences,Puhua Capital,China,cn,Private Equity and Venture Capital,,FALSE,4
Life Sciences,Sofinnova Partners,France,fr,Private Equity and Venture Capital,,FALSE,4
Life Sciences,Astellas Pharma,Japan,jp,Corporate,,FALSE,3
Life Sciences,Foresite Capital,United States,us,Private Equity and Venture Capital,,FALSE,3
Life Sciences,Google,United States,us,Corporate,,FALSE,3
Life Sciences,Merck Group,Germany,de,Private Equity and Venture Capital,,FALSE,3
Life Sciences,Morningside Group,Hong Kong,hk,Family Office,,FALSE,3
Life Sciences,Temasek Holdings,Singapore,sg,Sovereign Wealth Fund,SW Fund,FALSE,3
Life Sciences,5Y Capital,China,cn,Family Office,,FALSE,2
Life Sciences,ABB,Switzerland,ch,Corporate,,FALSE,2
Life Sciences,Andera Partners,France,fr,Private Equity and Venture Capital,,FALSE,2
Life Sciences,Bits x Bites,China,cn,Private Equity and Venture Capital,,FALSE,2
Life Sciences,Blue Venture Fund,United States,us,Private Equity and Venture Capital,,FALSE,2
Life Sciences,Cowen Healthcare Investments,United States,us,Bank,,FALSE,2
Life Sciences,Eli Lilly & Co,United States,us,Corporate,,FALSE,2
Life Sciences,Horizons Ventures,Hong Kong,hk,Private Equity and Venture Capital,,FALSE,2
Life Sciences,IQT,United States,us,Private Equity and Venture Capital,,FALSE,2
Life Sciences,Invus,United States,us,Private Equity and Venture Capital,,FALSE,2
Life Sciences,M&G ­Investments,,,,,,2
Life Sciences,Northpond Ventures,United States,us,Private Equity and Venture Capital,,FALSE,2
Life Sciences,Novartis,Switzerland,ch,Corporate,,FALSE,2
Life Sciences,Novo,Denmark,dk,Private Investment Vehicle,,FALSE,2
Life Sciences,Pfizer,United States,us,Corporate,,FALSE,2
Life Sciences,SoftBank Group,Japan,jp,Corporate,,FALSE,2
Life Sciences,Takeda Pharmaceutical Company,Japan,jp,Corporate,,FALSE,2
Life Sciences,Tanarra,Australia,au,Asset Management / Private Equity,,FALSE,2
Life Sciences,11.2 Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,3B Future Health Fund,Monaco,mc,Private Equity and Venture Capital,,FALSE,1
Life Sciences,500 Global,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,A.P. Moller Holding,Denmark,dk,Corporate,,FALSE,1
Life Sciences,ABC Impact,Singapore,sg,Private Equity and Venture Capital,,FALSE,1
Life Sciences,ADQ,United Arab Emirates,ae,Central Government,,FALSE,1
Life Sciences,AMR Action Fund,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,ARCH Venture Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,AbbVie Ventures,United States,us,Corporate,,FALSE,1
Life Sciences,Acequia Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Agronomics,Isle Of Man,im,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Aisling Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Aldea Ventures,Spain,es,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Allegis Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Ally Bridge Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Andreessen Horowitz,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Applied Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Ares Management,United States,us,Asset Management,,FALSE,1
Life Sciences,Avidity Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,BGI Genomics,China,cn,Corporate,,FALSE,1
Life Sciences,BNW Investment Co,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Life Sciences,BankInvest Group,Denmark,dk,Asset Management,,FALSE,1
Life Sciences,Bayer,Germany,de,Corporate,,FALSE,1
Life Sciences,Bayland Capital,China,cn,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Berggruen Holdings,United States,us,Family Office,,FALSE,1
Life Sciences,Bio-Rad Laboratories,United States,us,Corporate,,FALSE,1
Life Sciences,Bioeconomy Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,BlackRock,United States,us,Asset Management,,FALSE,1
Life Sciences,Blue Horizon Group,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Blue Owl Capital,United States,us,Asset Management / Private Equity,,FALSE,1
Life Sciences,BlueYard Capital,Germany,de,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Boehringer Ingelheim,Germany,de,Corporate,,FALSE,1
Life Sciences,Borealis Ventures,Germany,de,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Brace Pharma Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Brighteye,France,fr,Private Equity and Venture Capital,,FALSE,1
Life Sciences,CITIC Securities,China,cn,Merchant Bank,,FALSE,1
Life Sciences,CN Innovations Holdings,Hong Kong,hk,Corporate,,FALSE,1
Life Sciences,CVC Capital Partners,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,1
Life Sciences,CaaS Capital Management,United States,us,Asset Management,,FALSE,1
Life Sciences,Canaccord Genuity Group,Canada,ca,Merchant Bank,,FALSE,1
Life Sciences,Capricorn Investment Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Carbon Direct Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Charles River Labs,United States,us,Commercialisation Company,,FALSE,1
Life Sciences,Civilization Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Clay Capital,Singapore,sg,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Company K Partners,South Korea,kr,Private Equity and Venture Capital,,FALSE,1
Life Sciences,DCVC,United States,us,Corporate,,FALSE,1
Life Sciences,Daishin Private Equity,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Deep Track Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Digital China Health Technologies Corporation (DCHealth),China,cn,Corporate,,FALSE,1
Life Sciences,Digital Currency Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Dimension,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Dorilton Ventures,United States,us,Private Investment Vehicle,,FALSE,1
Life Sciences,EMBL Ventures,Germany,de,Private Equity and Venture Capital,,FALSE,1
Life Sciences,EQT Group,Sweden,se,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Eckuity Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Emerald Technology Ventures,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Escala Capital,Spain,es,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Ethereal Ventures,"Virgin Islands, British",vg,Private Equity and Venture Capital,,FALSE,1
Life Sciences,F-Prime Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Felicis Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Fidelity Investments,United States,us,Asset Management,,FALSE,1
Life Sciences,First Capital Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Five Seasons Ventures,France,fr,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Flerie Invest,Sweden,se,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Forbion Capital Partners,Netherlands,nl,Private Equity and Venture Capital,,FALSE,1
Life Sciences,GE Healthcare,United States,us,Corporate,,FALSE,1
Life Sciences,GLy Capital Management,Hong Kong,hk,Private Equity and Venture Capital,,FALSE,1
Life Sciences,GenZero,Singapore,sg,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Generation Ventures,Canada,ca,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Genoa Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Goldman Sachs,United States,us,Merchant Bank,,FALSE,1
Life Sciences,H2 Equity Partners,Netherlands,nl,Private Equity and Venture Capital,,FALSE,1
Life Sciences,HAT Technology & Innovation Fund,Italy,it,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Hardware Club,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,HealthQuest Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Healthbox,United States,us,Accelerator,,FALSE,1
Life Sciences,Healthlink Capital,China,cn,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Helsinn Investment Fund S.A.,Monaco,mc,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Hillhouse Capital Group,China,cn,Private Equity and Venture Capital,,FALSE,1
Life Sciences,Hitachi Group,Japan,jp,Corporate,,FALSE,1
Life Sciences,Hostplus,Australia,au,Asset Management,,FALSE,1
Life Sciences,Hummingbird Ventures,Belgium,be,Private Equity and Venture Capital,,FALSE,1
