Sector,Investor,Country,ISO2,InvestorType,PensionSWF,BBBBacked,CompaniesBackedInSector
Advanced Manufacturing,Business Angel(s),,,Business Angel(s),,FALSE,30
Advanced Manufacturing,Santander,Spain,es,Bank,,TRUE,8
Advanced Manufacturing,Deutsche Bank,Germany,cn,Private Equity and Venture Capital,,FALSE,4
Advanced Manufacturing,Hostplus,Australia,au,Asset Management,,FALSE,4
Advanced Manufacturing,Tencent,China,cn,Corporate,,FALSE,4
Advanced Manufacturing,Goldman Sachs,United States,us,Merchant Bank,,FALSE,3
Advanced Manufacturing,IQT,United States,us,Private Equity and Venture Capital,,FALSE,3
Advanced Manufacturing,A.P. Moller Holding,Denmark,dk,Corporate,,FALSE,2
Advanced Manufacturing,ABB,Switzerland,ch,Corporate,,FALSE,2
Advanced Manufacturing,ABC Impact,Singapore,sg,Private Equity and Venture Capital,,FALSE,2
Advanced Manufacturing,Atlantic Bridge,Ireland,ie,Private Equity and Venture Capital,,TRUE,2
Advanced Manufacturing,Bits x Bites,China,cn,Private Equity and Venture Capital,,FALSE,2
Advanced Manufacturing,Citigroup,United States,us,Bank,,FALSE,2
Advanced Manufacturing,Clay Capital,Singapore,sg,Private Equity and Venture Capital,,FALSE,2
Advanced Manufacturing,Ingka Group,Netherlands,nl,Corporate,,FALSE,2
Advanced Manufacturing,Invesco,United States,us,Asset Management,,FALSE,2
Advanced Manufacturing,SoftBank Group,Japan,jp,Corporate,,FALSE,2
Advanced Manufacturing,Tata Steel,India,in,Corporate,,FALSE,2
Advanced Manufacturing,Temasek Holdings,Singapore,sg,Sovereign Wealth Fund,SW Fund,FALSE,2
Advanced Manufacturing,ADM Capital,Hong Kong,hk,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,ADM Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,ADQ,United Arab Emirates,ae,Central Government,,FALSE,1
Advanced Manufacturing,AIB,Ireland,ie,Bank,,FALSE,1
Advanced Manufacturing,AXA,France,fr,Corporate,,FALSE,1
Advanced Manufacturing,Accel Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Accion Frontier Investments Group,United States,us,Charity/Not-for-profit company,,FALSE,1
Advanced Manufacturing,Acequia Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Agronomics,Isle Of Man,im,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Aldea Ventures,Spain,es,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Alliance Bernstein (AB),United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Ally Bridge Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Amcor,Switzerland,ch,Corporate,,FALSE,1
Advanced Manufacturing,American Airlines,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,American Express,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Apollo Global Management,United States,us,Asset Management,,FALSE,1
Advanced Manufacturing,Applied Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Aqua-Spark,Netherlands,nl,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Aramex,United Arab Emirates,ae,Corporate,,FALSE,1
Advanced Manufacturing,ArcTern Ventures,Canada,ca,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Archean Chemical Industries,India,in,Corporate,,FALSE,1
Advanced Manufacturing,Avery Dennison,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Avolon,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Axel Johnson (D: Ax),Sweden,se,Corporate,,FALSE,1
Advanced Manufacturing,Axel Johnson Group,Sweden,se,Corporate,,FALSE,1
Advanced Manufacturing,BBVA,Spain,es,Bank,,FALSE,1
Advanced Manufacturing,BNW Investment Co,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,BW Group,Singapore,sg,Corporate,,FALSE,1
Advanced Manufacturing,Bain Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Battery,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Bayland Capital,China,cn,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Berggruen Holdings,United States,us,Family Office,,FALSE,1
Advanced Manufacturing,Bio-Rad Laboratories,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,BlackRock,United States,us,Asset Management,,FALSE,1
Advanced Manufacturing,Blue Horizon Group,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Borski Fund,Netherlands,nl,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Bosch,Germany,de,Corporate,,FALSE,1
Advanced Manufacturing,Brand Capital,India,in,Corporate,,FALSE,1
Advanced Manufacturing,Bridge Nine Capital Partners,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Brighteye,France,fr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Broadlake Capital,Ireland,ie,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Brookfield,Canada,ca,Asset Management / Private Equity,,FALSE,1
Advanced Manufacturing,C4 Ventures,France,fr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,CITIC Securities,China,cn,Merchant Bank,,FALSE,1
Advanced Manufacturing,CN Innovations Holdings,Hong Kong,hk,Corporate,,FALSE,1
Advanced Manufacturing,CVC Capital Partners,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Canaccord Genuity Group,Canada,ca,Merchant Bank,,FALSE,1
Advanced Manufacturing,Carbon Direct Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Centerbridge Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Chicago Booth Angels,United States,us,Angel Network,,FALSE,1
Advanced Manufacturing,Colle Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Company K Partners,South Korea,kr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Crestline Investors,United States,us,Asset Management,,FALSE,1
Advanced Manufacturing,Curious Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,DFJ,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Daishin Private Equity,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Danish Green Futures Fund,Denmark,dk,Government,,FALSE,1
Advanced Manufacturing,Databricks,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Digital Alpha Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Dimension,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,ENEOS Innovation Partners,Japan,jp,Corporate,,FALSE,1
Advanced Manufacturing,EQT Group,Sweden,se,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Elecnor Deimos Space,Spain,es,Corporate,,FALSE,1
Advanced Manufacturing,Emerald Technology Ventures,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,EnBW,Germany,de,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Equinor,Norway,no,State-owned enterprise (SOE) / Corporate strategic investor,,FALSE,1
Advanced Manufacturing,Escala Capital,Spain,es,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,European Investment Bank (EIB),Luxembourg,lu,Bank,,FALSE,1
Advanced Manufacturing,Export & Investment Fund of Denmark,Denmark,dk,Central Government,,FALSE,1
Advanced Manufacturing,FINTOP Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Felicis Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Fin Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Five Seasons Ventures,France,fr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Fortress Investment Group,United States,us,Asset Management / Private Equity,,FALSE,1
Advanced Manufacturing,Foundamental,Germany,de,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Foundation Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Frontline Ventures,Ireland,ie,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Furukawa Electric,Japan,jp,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,GE Healthcare,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,GLy Capital Management,Hong Kong,hk,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,GenZero,Singapore,sg,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,General Atlantic,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,General Electric,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Genoa Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,German Media Pool,Germany,de,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Goldwind,China,cn,Corporate,,FALSE,1
Advanced Manufacturing,Google,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Groupe Atlantic,France,fr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Groupon,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,GuoGuang Electric Co,China,cn,Corporate,,FALSE,1
Advanced Manufacturing,H2 Equity Partners,Netherlands,nl,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,HICO Investment Group,Singapore / United Kingdom,sg,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Hanaco Ventures,Israel,il,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Harbert Management Capital,United States,us,Asset Management / Private Equity,,FALSE,1
Advanced Manufacturing,Hardware Club,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Heartcore Capital,Denmark,dk,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Henkel,Germany,de,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,High-Tech Gründerfonds (HTGF),,,,,,1
Advanced Manufacturing,Hillhouse Capital Group,China,cn,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Honeywell,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Horizons Ventures,Hong Kong,hk,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Huawei Technologies,China,cn,Corporate,,FALSE,1
Advanced Manufacturing,Hummingbird Ventures,Belgium,be,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,IMM Investment,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,ING Bank,Netherlands,nl,Bank,,FALSE,1
Advanced Manufacturing,Indorama Ventures,Thailand,th,Corporate,,FALSE,1
Advanced Manufacturing,Infineon,Germany,de,Corporate,,FALSE,1
Advanced Manufacturing,Infocomm Investments,Singapore,sg,Accelerator,,FALSE,1
Advanced Manufacturing,Ingevity,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Inovia Capital,Canada,ca,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Insight Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Intel,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Jacobs,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Kibo Invest,Singapore,sg,Family Office,,FALSE,1
Advanced Manufacturing,Kineticos Life Sciences,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Kiwoom,"Korea, Republic Of (South Korea)",kr,Merchant Bank,,FALSE,1
Advanced Manufacturing,Kouros,France,fr,Family Office,,FALSE,1
Advanced Manufacturing,LAUNCHub Ventures,Bulgaria,bg,Accelerator,,FALSE,1
Advanced Manufacturing,LG Technology Ventures,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,LGT Capital Partners,Switzerland,ch,Asset Management,,TRUE,1
Advanced Manufacturing,LSP Health Economics Fund,Netherlands,nl,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Levy-Weiss,Israel,il,Business Angel(s),,FALSE,1
Advanced Manufacturing,Life.SREDA,Singapore,sg,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Lightspeed Management,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Lingotto,Netherlands,nl,Asset Management,,FALSE,1
Advanced Manufacturing,Liquidity Group,United States,us,Specialist Lender,,FALSE,1
Advanced Manufacturing,Lux Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,M&G ­Investments,,,,,,1
Advanced Manufacturing,MVM Life Science Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,MVolution Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Magnetar,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Mandatum Life,Finland,fi,Asset Management,,FALSE,1
Advanced Manufacturing,Mangrove Capital Partners,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Marketech International,Taiwan,tw,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Mayo Clinic,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Mazda,Japan,jp,Corporate,,FALSE,1
Advanced Manufacturing,Mercedes-Benz Group,Germany,de,Corporate,,FALSE,1
Advanced Manufacturing,Merck Group,Germany,de,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Meyer Burger,Switzerland,ch,Corporate,,FALSE,1
Advanced Manufacturing,Microsoft,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Moreira Salles,Brazil,br,Family Office,,FALSE,1
Advanced Manufacturing,Mubadala Investment Company,United Arab Emirates,ae,Sovereign Wealth Fund,SW Fund,FALSE,1
Advanced Manufacturing,Mudrick Capital Management,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,New Science Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Norrsken Foundation,Sweden,se,Charity/Not-for-profit company,,FALSE,1
Advanced Manufacturing,Novax,Sweden,se,Corporate,,FALSE,1
Advanced Manufacturing,OPG Ventures,Isle Of Man,im,Corporate,,FALSE,1
Advanced Manufacturing,Oaktree,United States,us,Asset Management,,FALSE,1
Advanced Manufacturing,Obvious Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Ocado,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Oyster Capital,Ireland,ie,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,PFM Health Sciences,United States,us,Asset Management,,FALSE,1
Advanced Manufacturing,Partech Partners,France,fr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Planet First Partners,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Pontifax,Israel,il,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Possible Ventures,Germany,de,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Prosperity7 Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,RB Capital,Singapore,sg,Property Lender,,FALSE,1
Advanced Manufacturing,Rabobank,Netherlands,nl,Bank,,FALSE,1
Advanced Manufacturing,Ramboll,Denmark,dk,Corporate,,FALSE,1
Advanced Manufacturing,ReefKNoT Investments,Singapore,sg,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Republic,United States,us,Crowd funding,,FALSE,1
Advanced Manufacturing,SAIC Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,SAP,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,SBI Holdings,Japan,jp,Corporate,,FALSE,1
Advanced Manufacturing,SGInnovate,Singapore,sg,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,SJL Partners,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,SKC Co,"Korea, Republic Of (South Korea)",kr,Corporate,,FALSE,1
Advanced Manufacturing,SLB Ventures,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,SWEN Blue Ocean,France,fr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Sabanci,Turkey,tr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Saker Capital,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Sana Kliniken AG,Germany,de,Corporate,,FALSE,1
Advanced Manufacturing,Saudi Aramco,Saudi Arabia,sa,Corporate,,FALSE,1
Advanced Manufacturing,Scale Venture Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Schneider,France,fr,Corporate,,FALSE,1
Advanced Manufacturing,Sentinel Dome Partners,United States,us,Asset Management,,FALSE,1
Advanced Manufacturing,Shinhan Investment Private Equity,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Shortcut Ventures,Germany,de,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Silicon Valley Bank,United States,us,Bank,,FALSE,1
Advanced Manufacturing,Singapore Power,Singapore,sg,Corporate,,FALSE,1
Advanced Manufacturing,Sixth Street Growth,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Skyviews Life Science,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Sofina,Belgium,be,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Sony Corporation,Japan,jp,Corporate,,FALSE,1
Advanced Manufacturing,Space Angels,United States,us,Angel Network,,FALSE,1
Advanced Manufacturing,Sucden Ventures,France,fr,Corporate,,FALSE,1
Advanced Manufacturing,Sumitomo Corporation,Japan,jp,Corporate,,FALSE,1
Advanced Manufacturing,Suntory,Japan,jp,Corporate,,FALSE,1
Advanced Manufacturing,Swisscom,Switzerland,ch,State-owned enterprise (SOE) / Corporate strategic investor,,FALSE,1
Advanced Manufacturing,System.One,Germany,de,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,TELUS Corporation,Canada,ca,Corporate,,FALSE,1
Advanced Manufacturing,Takeda Pharmaceutical Company,Japan,jp,Corporate,,FALSE,1
Advanced Manufacturing,Technology Venture Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Techstars,United States,us,Accelerator,,FALSE,1
Advanced Manufacturing,Tekfen Ventures,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Tengelmann Ventures,Germany,de,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,The Brandtech Group,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,The Dow Chemical Company,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,The Raine Group,United States,us,Merchant Bank,,FALSE,1
Advanced Manufacturing,The Riverside Company,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Tikehau Capital,France,fr,Asset Management,,FALSE,1
Advanced Manufacturing,Trillium International,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Trimble Ventures,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Trinity Capital,United States,us,Specialist Lender,,FALSE,1
Advanced Manufacturing,Tudor Group,United States,us,Asset Management,,FALSE,1
Advanced Manufacturing,UPSA,France,fr,Corporate,,FALSE,1
Advanced Manufacturing,VNV Global (Vostok New Ventures),Bermuda,bm,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Various,,,Business Angel(s),,FALSE,1
Advanced Manufacturing,Venture Incubator,Switzerland,ch,Charity/Not-for-profit company,,FALSE,1
Advanced Manufacturing,Venture Science,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Verve Ventures,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Vista Credit Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,WACKER Chemie AG,Germany,de,Corporate,,FALSE,1
Advanced Manufacturing,Wallenius Wilhelmsen,Norway,no,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Watrium,Norway,no,Family Office,,FALSE,1
Advanced Manufacturing,Whitehelm Capital,Australia,au,Asset Management,,FALSE,1
Advanced Manufacturing,Wonik Investments,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Xilinx,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,ZF,Germany,de,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,Zebra Technologies,United States,us,Corporate,,FALSE,1
Advanced Manufacturing,Zhejiang Silk Road Fund,China,cn,Asset Management,,FALSE,1
Advanced Manufacturing,b-to-v Partners (Brain-to-Ventures),Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,b2venture,Germany,de,Private Equity and Venture Capital,,FALSE,1
Advanced Manufacturing,iDreamSky,China,cn,Corporate,,FALSE,1
Clean Energy Industries,Business Angel(s),,,Business Angel(s),,FALSE,15
Clean Energy Industries,CIBC (Canadian Imperial Bank of Commerce),Canada,ca,Bank,,FALSE,3
Clean Energy Industries,ABC Impact,Singapore,sg,Private Equity and Venture Capital,,FALSE,2
Clean Energy Industries,Bits x Bites,China,cn,Private Equity and Venture Capital,,FALSE,2
Clean Energy Industries,EDP Ventures,Portugal,pt,Corporate,,FALSE,2
Clean Energy Industries,Equinor,Norway,no,State-owned enterprise (SOE) / Corporate strategic investor,,FALSE,2
Clean Energy Industries,FJ Labs,United States,us,Private Equity and Venture Capital,,FALSE,2
Clean Energy Industries,Invesco,United States,us,Asset Management,,FALSE,2
Clean Energy Industries,Macquarie Group,Australia,au,Merchant Bank,,FALSE,2
Clean Energy Industries,Marubeni Ventures,Japan,jp,Corporate,,FALSE,2
Clean Energy Industries,Natixis,France,fr,Merchant Bank,,FALSE,2
Clean Energy Industries,Santander,Spain,es,Bank,,TRUE,2
Clean Energy Industries,ADQ,United Arab Emirates,ae,Central Government,,FALSE,1
Clean Energy Industries,AENU,Germany,de,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,AIB,Ireland,ie,Bank,,FALSE,1
Clean Energy Industries,AV8 Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,ae,State-owned enterprise (SOE) / Corporate strategic investor,,FALSE,1
Clean Energy Industries,Agronomics,Isle Of Man,im,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Aqua-Spark,Netherlands,nl,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Aquiline Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Ara Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,ArcTern Ventures,Canada,ca,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Ares Management,United States,us,Asset Management,,FALSE,1
Clean Energy Industries,Aster Capital,France,fr,Corporate,,FALSE,1
Clean Energy Industries,Aurus Capital,Chile,cl,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Axel Johnson (D: Ax),Sweden,se,Corporate,,FALSE,1
Clean Energy Industries,Axel Johnson Group,Sweden,se,Corporate,,FALSE,1
Clean Energy Industries,BNW Investment Co,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,BW Group,Singapore,sg,Corporate,,FALSE,1
Clean Energy Industries,Blue Horizon Group,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Bridge Nine Capital Partners,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Brookfield,Canada,ca,Asset Management / Private Equity,,FALSE,1
Clean Energy Industries,Capricorn Investment Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Carbon Direct Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Chicago Booth Angels,United States,us,Angel Network,,FALSE,1
Clean Energy Industries,Chief Financial Capital,United States,us,Private Investment Vehicle,,FALSE,1
Clean Energy Industries,Communitas Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Credit Agricole,France,fr,Bank,,FALSE,1
Clean Energy Industries,Curious Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Daishin Private Equity,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Deutsche Bank,China,cn,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Digital Alpha Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,ElectriFI initiative,Belgium,be,European,,FALSE,1
Clean Energy Industries,Emerald Technology Ventures,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,EnBW,Germany,de,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Energy Impact Partners LP,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,European Investment Bank (EIB),Luxembourg,lu,Bank,,FALSE,1
Clean Energy Industries,Five Seasons Ventures,France,fr,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Foundamental,Germany,de,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Frontline Ventures,Ireland,ie,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Furukawa Electric,Japan,jp,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Future Energy Ventures Management,Germany,de,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,GLy Capital Management,Hong Kong,hk,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,GenZero,Singapore,sg,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,General Electric,United States,us,Corporate,,FALSE,1
Clean Energy Industries,Genoa Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Goldacre,,,,,,1
Clean Energy Industries,Goldwind,China,cn,Corporate,,FALSE,1
Clean Energy Industries,Government of Singapore Investment Corporation (GIC Private Limited),Singapore,sg,Sovereign Wealth Fund,SW Fund,FALSE,1
Clean Energy Industries,Groupe Atlantic,France,fr,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Gulf Oil International,Cayman Islands,ky,Corporate,,FALSE,1
Clean Energy Industries,HCOB,Germany,de,Bank,,FALSE,1
Clean Energy Industries,HICO Investment Group,Singapore / United Kingdom,sg,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Hostplus,Australia,au,Asset Management,,FALSE,1
Clean Energy Industries,ING Bank,Netherlands,nl,Bank,,FALSE,1
Clean Energy Industries,ITOCHU Corporation,Japan,jp,Corporate,,FALSE,1
Clean Energy Industries,Ingevity,United States,us,Corporate,,FALSE,1
Clean Energy Industries,Ingka Group,Netherlands,nl,Corporate,,FALSE,1
Clean Energy Industries,Inven Capital,Czech Republic,cz,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,JPMorgan Chase & Co,United States,us,Asset Management,,FALSE,1
Clean Energy Industries,Japan Energy Fund,Japan,jp,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Jera,Japan,jp,Corporate,,FALSE,1
Clean Energy Industries,KKR,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,KfW IPEX,Germany,de,European,,FALSE,1
Clean Energy Industries,Kibo Invest,Singapore,sg,Family Office,,FALSE,1
Clean Energy Industries,Kiwoom,"Korea, Republic Of (South Korea)",kr,Merchant Bank,,FALSE,1
Clean Energy Industries,Kommunal Credit,Austria,at,Bank,,FALSE,1
