CompanyNumber,CompanyName,BestEstimateEmployees,BestEstimateTurnover,WomenLed,IUK_GBP,Investment_GBP,RegisteredPostcode,Homepage_domain,financials_source
NI666958,Comfizone Group,3.0,,0,0.0,,,,BH
NI668659,Dontaur,65.0,20011067.0,0,0.0,,,,BH
NI671787,McAdam Design,169.0,23748198.0,0,0.0,,,,BH
NI673165,Total Care Recruitment,,,0,0.0,,,,BH
NI674782,Dickson & Co,124.0,5690729.0,1,0.0,,,,BH
NI676305,Gen Tech Specialist Recruitment Solutions,,,0,0.0,,,,BH
NI676559,The Haven,1.0,,0,0.0,,,,BH
NI687638,Shelbourne Motors,158.0,122933031.0,0,0.0,,,,BH
NI689841,Western Ambulance Service,,,0,0.0,,,,BH
NI709241,Flynn Bros Rent a Car,,,0,0.0,,,,BH
NI710899,Mcquillan Companies,208.0,64715595.0,0,0.0,,,,BH
NI712411,DMAC Engineering,103.0,10422273.0,0,0.0,,,,BH
NI716661,Kestrel Foods,,,0,0.0,60000.0,,,BH
NI717537,Hutchinson,,,1,250457.0,,,,BH
NI726864,Copas Technologies,,,0,0.0,300000.0,,,BH
NI730786,Sperrin Metal Storage Solutions,,,0,0.0,,,,BH
SC500177,C.D.S,45.0,,0,0.0,,,,BH
SC500189,Diamond UK,78.0,,0,0.0,,,,BH
SC504238,JE Restaurants Limited,934.0,39575744.0,0,0.0,,,,BH
SC504356,Specialist Resource Solutions,243.0,,0,0.0,,,,BH
SC504612,Pest Solutions,55.0,,0,0.0,,,,BH
SC508883,Care Solutions Homecare Ltd,177.0,,0,0.0,,,,BH
SC510786,Meloosha Homecare,78.0,,1,0.0,,,,BH
SC514140,Global,79.0,,1,0.0,,,,BH
SC515316,Almond Blossom Care,93.0,,0,0.0,,,,BH
SC516343,Straub Foods,400.0,,0,0.0,,,,BH
SC516736,Howat Capital,115.0,21703854.0,0,0.0,,,,BH
SC518630,Contrast Care,30.0,199213.0,1,0.0,,,,BH
SC519879,Grasshoppers Nursery,36.0,,0,0.0,,,,BH
SC522837,Polished Scot Cleaning,10.0,,1,0.0,,,,BH
SC523044,M & D Green,667.0,71167082.0,1,0.0,,,,BH
SC526453,Stellar Restaurants,395.0,16139307.0,0,0.0,,,,BH
SC527586,Flying Colours Nurseries Limited,38.0,,1,0.0,,,,BH
SC527831,McLeans Coaches,20.0,5330595.0,0,0.0,,,,BH
SC530251,Care4U 247,43.0,3038792.0,0,0.0,,,,BH
SC530336,Mills Milk,120.0,20260595.0,0,0.0,,,,BH
SC530813,Venesky-Brown,860.0,95395632.0,0,0.0,,,,BH
SC530980,Douneside House,35.0,2007405.0,0,0.0,,,,BH
SC532073,FreshMex,55.0,,0,0.0,46000.0,,,BH
SC534738,CPC Largs Ltd,11.0,434879.0,0,0.0,,,,BH
SC536774,Umega,2.0,,0,0.0,,,,BH
SC537252,Build A Rocket Boy,448.0,11463.0,0,0.0,246034580.6,,,BH
SC538101,Harper McDermott,59.0,8718968.0,0,0.0,,,,BH
SC538133,Home Instead South Lanarkshire,29.0,,0,0.0,,,,BH
SC538947,QA Vehicle Solutions Limited,47.0,,0,0.0,,,,BH
SC541468,Boxmove,98.0,,0,0.0,,,,BH
SC542049,GSR Nursing,78.0,,1,0.0,,,,BH
SC544372,Nith Valley Cleaning Services,41.0,290337.0,0,0.0,,,,BH
SC544670,MiAlgae,59.0,0.0,0,164450.0,20402538.0,,,BH
SC546503,The Furnishing Service,199.0,48174435.0,0,0.0,3200000.0,,,BH
SC547521,Harper,67.0,11157947.0,0,0.0,,,,BH
SC547789,Bella & Duke,134.0,27706003.0,0,0.0,12195000.4,,,BH
SC548555,Recruitment Solutions Alba,120.0,,1,0.0,,,,BH
SC549627,1st Focus Homecare,71.0,,1,0.0,,,,BH
SC551633,Dos Holdings Ltd,46.0,,0,0.0,,,,BH
SC554182,No. 1 Healthcare,90.0,,0,0.0,,,,BH
SC554922,HK&Son Construction,17.0,2424033.0,0,0.0,,,,BH
SC556284,Edwards Bar and Eatery,35.0,,0,0.0,,,,BH
SC556936,Well-Safe Solutions,419.0,90924000.0,0,0.0,145823159.0,,,BH
SC557942,The Fox & Willow,46.0,,0,0.0,,,,BH
SC558038,Markie Dans,18.0,2076089.0,0,0.0,,,,BH
SC559836,Robertson,2890.0,792892000.0,0,0.0,,,,BH
SC560114,K&P DB Ltd,30.0,,0,0.0,,,,BH
SC561247,RTS Forestry,51.0,0.0,0,0.0,45900.0,,,BH
SC561869,Huber and Richardson Limited,36.0,,1,0.0,,,,BH
SC562197,Forrit,61.0,3377104.0,0,0.0,5999975.0,,,BH
SC563077,Gourlay Events Limited,62.0,,1,0.0,,,,BH
SC563146,Local Lanarkshire Care,160.0,5518118.0,1,0.0,,,,BH
SC569032,Clas-SiC Wafer Fab,76.0,8351170.0,0,1673829.0,39161504.0,,,BH
SC572530,Tabla FOODS Ltd,14.0,,1,0.0,,,,BH
SC574352,TW Recruitment Solutions,64.0,,0,0.0,,,,BH
SC574898,Morar Highland Ltd,80.0,,0,0.0,,,,BH
SC575365,Care Response 24/7,170.0,,1,0.0,,,,BH
SC576969,Fanfare Restaurants,630.0,31643000.0,0,0.0,,,,BH
SC577237,K.E.N.E Landscape Services,64.0,244337.0,0,0.0,,,,BH
SC578050,Craig Group,180.0,189875185.0,0,0.0,,,,BH
SC580139,Alpha Projects,71.0,16219969.0,0,0.0,,,,BH
SC580680,St Andrews Executive Travel,4.0,,0,0.0,,,,BH
SC585188,Wood Leisure,86.0,8275539.0,1,0.0,,,,BH
SC586554,Omnitel Communications,64.0,,0,0.0,,,,BH
SC588310,Duncan and Todd Group,403.0,29488357.0,1,0.0,25400000.0,,,BH
SC590627,Caprice Restaurant Musselburgh Ltd.,24.0,,1,0.0,,,,BH
SC590738,The Aberdeen Altens Hotel,114.0,6892812.0,0,0.0,,,,BH
SC591054,M & G Healthcare Services,180.0,,1,0.0,,,,BH
SC591736,Pacson Valves,87.0,13803701.0,0,0.0,110000.0,,,BH
SC592603,Corton Plants Limited,40.0,,1,0.0,,,,BH
SC592825,AC Gold Electrical Services,,,0,0.0,,,,BH
SC592846,LHSL 1 Limited,57.0,12195584.0,0,0.0,,,,BH
SC598159,Quin Global,69.0,20210154.0,1,0.0,,,,BH
SC598244,Poa Restaurants,594.0,24152904.0,0,0.0,,,,BH
SC599400,Mr Basrai's World Cuisines,52.0,,0,0.0,,,,BH
SC599871,Stack and Still,96.0,,0,0.0,,,,BH
SC600655,Moness Resort,61.0,3885436.0,0,0.0,,,,BH
SC603452,The Fife Arms,44.0,,1,0.0,,,,BH
SC604838,Dean Park Hotel,88.0,2976925.0,1,0.0,,,,BH
SC609082,The Avenue Bar & Restaurant,40.0,,0,0.0,,,,BH
SC609319,DIMA Group,94.0,,0,0.0,,,,BH
SC611308,Beijing Renfrew Ltd,48.0,,0,0.0,,,,BH
SC612137,The Ben Nevis Bar and Restaurant,15.0,2570535.0,0,0.0,,,,BH
SC613673,Probe Test Solutions,77.0,15831167.0,0,0.0,27776377.98,,,BH
SC614765,Easterton Holdings Limited,111.0,22502243.0,0,0.0,,,,BH
SC615256,Window Supply Company,182.0,27409970.0,0,0.0,2100000.0,,,BH
SC615681,Amati Global Investors,23.0,6761429.0,0,0.0,,,,BH
SC616058,Juniper Partners,37.0,4343006.0,0,0.0,809109.89,,,BH
SC617833,Pacific Building,,,0,0.0,,,,BH
SC618686,Groves-Raines Architects Studios Ltd,44.0,,0,0.0,,,,BH
SC620253,Ting Thai,83.0,,0,0.0,,,,BH
SC621145,Oh Polly,332.0,81533824.0,1,0.0,,,,BH
SC626131,Nimah Solutions Limited,52.0,,0,0.0,,,,BH
SC626437,Pict Offshore Limited,25.0,,0,0.0,,,,BH
SC627479,Wilson Street Pantry Ltd,29.0,,0,0.0,,,,BH
SC627929,Loop & Scoop,,,0,0.0,,,,BH
SC629482,Daisy Trading Ltd,61.0,,0,0.0,,,,BH
SC630590,JKL Care Service,51.0,,1,0.0,,,,BH
SC633734,Connected Care Services,68.0,,0,0.0,,,,BH
SC634505,Weatherproofing Advisors,144.0,34237923.0,0,0.0,,,,BH
SC636916,George Leslie,430.0,134369000.0,0,0.0,,,,BH
SC637335,Charwood Taverns Limited,34.0,,1,0.0,,,,BH
SC638852,Ageless Companions,172.0,,1,0.0,,,,BH
SC645106,3DReid,,,0,75000.0,912200.0,,,BH
SC645181,18 Investments Ltd,29.0,,0,0.0,,,,BH
SC646388,Langfields Group Limited,306.0,38609000.0,0,0.0,,,,BH
SC646646,Patons Group,134.0,19363058.0,0,0.0,,,,BH
SC647911,Union Technical,106.0,39231285.0,0,0.0,,,,BH
SC648943,Had-Fab Holdings Limited,146.0,19990462.0,1,0.0,,,,BH
SC650798,Easterfield Investments Ltd,2.0,,1,0.0,,,,BH
SC653010,Melville Independent,21.0,3431297.0,0,0.0,,,,BH
SC653890,Allied Vehicles,787.0,320394030.0,0,49102.0,7000000.0,,,BH
SC654516,Cosmos Projects,4.0,,0,0.0,,,,BH
SC662295,Cadham Pharmacy,1.0,,1,0.0,299970.0,,,BH
SC662472,Scotia Homecare Solutions,36.0,,0,0.0,,,,BH
SC664050,Gibson Kerr Limited,33.0,,1,0.0,,,,BH
SC672315,Tempura,50.0,,0,0.0,,,,BH
SC679029,PIZZA Cake (Prestwick) Ltd,32.0,,1,0.0,,,,BH
SC680884,KDM Group,97.0,51418612.0,0,0.0,,,,BH
SC683292,Jubilo (Holdings) Limited,1.0,,0,0.0,,,,BH
SC685656,Parsley Box,43.0,12089000.0,0,0.0,10034999.96,,,BH
SC687746,Synergy,68.0,17650179.0,0,0.0,,,,BH
SC689485,Virtual Services Group,171.0,5244646.0,0,0.0,,,,BH
SC714053,Ooni,243.0,120437502.0,1,0.0,1666949.38,,,BH
SC714218,Strathberry,104.0,36365260.0,1,0.0,8000000.0,,,BH
SC717684,Thomas Johnstone,214.0,84383372.0,0,0.0,,,,BH
SC718109,Allanwater Homes,28.0,19943849.0,0,0.0,,,,BH
SC742554,MacColl & Stokes Landscaping,,,0,0.0,,,,BH
SC764457,Cawley Hotel Group,280.0,16551091.0,1,0.0,,,,BH
SC770983,RSE,1726.0,307001000.0,0,0.0,,,,BH
SC787913,Pegasus Couriers,26.0,10226381.0,0,0.0,,,,BH
SC799527,2i,153.0,17672114.0,0,0.0,8009858.97,,,BH
SC809154,Hunted Cow Games,2.0,,0,0.0,,,,BH
SC809797,Shiel Buses,,,0,0.0,,,,BH
SC812387,QAPM,114.0,6942001.0,1,0.0,,,,BH
SC819454,CCG,662.0,122903739.0,0,0.0,,,,BH
SC821066,Parks Motor Group,2198.0,1148761871.0,0,0.0,5000000.0,,,BH
SC827025,Lindemann Healthcare,138.0,8184021.0,0,0.0,,,,BH
07118169,4BG Group,255.0,76845554.0,0,0.0,,,,BH
07118434,"Home Instead Harrogate, Ripon and Thirsk",72.0,,1,0.0,,,,BH
07118522,Portfolio 2008,40.0,41091822.0,0,0.0,150000.0,,,BH
07119584,1st Homecare,86.0,,1,0.0,,,,BH
07121508,Special People,230.0,,1,0.0,,,,BH
07123465,Crawley Down Group,203.0,42136623.0,0,0.0,,,,BH
07147919,Key2Support,65.0,,0,0.0,,,,BH
07150569,Nteractive,71.0,46212378.0,0,0.0,,,,BH
07151311,Topor & Co.,15.0,4092327.0,0,0.0,294196.25,,,BH
07153381,M C D Manchester Limited,926.0,41582278.0,0,0.0,,,,BH
07153977,Live-in Guardians,38.0,,0,0.0,,,,BH
07154767,Beale's Hotels,102.0,4760624.0,0,0.0,,,,BH
07156128,JBT Training,57.0,,1,0.0,,,,BH
07179157,Acculabs Diagnostics,50.0,,0,0.0,390000.0,,,BH
07180998,Zed 1 Enterprises,253.0,11952294.0,0,0.0,,,,BH
07181523,Innovative Trials,63.0,7981868.0,1,0.0,,,,BH
07183445,field&flower,42.0,13246000.0,0,0.0,962030.0,,,BH
07186391,Caremark Worthing & Adur,100.0,,0,0.0,,,,BH
07187983,Comfy Pub Co.,4.0,,1,0.0,,,,BH
07188234,Partnerize,336.0,62208.0,0,97153.0,75796557.15,,,BH
07188398,Dynamic Metals,66.0,34261968.0,0,0.0,,,,BH
07188670,Healycare,79.0,,0,0.0,,,,BH
07216055,Brayford Hotels Holdings,271.0,15760526.0,0,0.0,,,,BH
07220280,Autocraft Solutions Group,401.0,67584000.0,0,5123088.0,,,,BH
07228797,Sustainable Advantage,81.0,17344237.0,0,0.0,,,,BH
07230467,Davisons Law,392.0,29313084.0,0,0.0,,,,BH
07233043,The Answer Facilities Support,22.0,,0,0.0,,,,BH
07233782,Recycling With Skips,49.0,,1,0.0,,,,BH
07236303,Craft Buddy,36.0,11562687.0,0,0.0,,,,BH
07236610,Busby & Fox,5.0,50000.0,1,0.0,225000.0,,,BH
07237701,Golden Crown Security,77.0,,0,0.0,,,,BH
07240672,Brookworth Homes,49.0,28076978.0,0,0.0,,,,BH
07243615,Camino Healthcare,118.0,7129786.0,0,0.0,,,,BH
07244024,Three Gables Nursery & Pre-School,44.0,,0,0.0,,,,BH
07244251,Metropolis Capital,14.0,16514229.0,0,0.0,250020.0,,,BH
07248432,The Climbing Hangar,217.0,10393684.0,0,0.0,11621676.0,,,BH
07248943,Quattro FOODS Limited,37.0,,1,0.0,,,,BH
07250929,Specialist Care Team,150.0,,0,0.0,,,,BH
07252218,Keto Plastics,7.0,1866559.0,1,0.0,,,,BH
07252278,Phoenix ME,458.0,322577000.0,0,0.0,,,,BH
07252443,Wright Start DAY Nurseries Limited,32.0,,1,0.0,,,,BH
07257502,Terraces Menswear,94.0,18323104.0,0,0.0,,,,BH
07257545,Knights Lowe,85.0,,0,0.0,505900.0,,,BH
07261356,Family Assessment and Support Services,56.0,,0,0.0,,,,BH
07262087,2 Fore Street Limited,32.0,,1,0.0,,,,BH
07262423,Green Facilities Management,201.0,,0,0.0,,,,BH
07262491,Land Recovery,85.0,84763651.0,0,0.0,,,,BH
07263541,ecoSense Cleaning,1129.0,14899824.0,1,0.0,,,,BH
07263566,Kingston Barnes,202.0,,0,0.0,,,,BH
07265073,Waves,147.0,,1,0.0,,,,BH
07265774,Jackson's Garden Centre Limited,54.0,,1,0.0,,,,BH
07267159,Momentum Broker Solutions,91.0,20594485.0,0,0.0,,,,BH
07267226,Laptop Outlet,45.0,46183270.0,0,0.0,,,,BH
07268087,Doriana Limited,275.0,13404586.0,1,0.0,,,,BH
07268492,Solo Support Services Ltd,562.0,,0,0.0,,,,BH
07275849,Action Sustainability,54.0,5175769.0,0,82083.0,,,,BH
07278594,Thakeham,253.0,42665721.0,0,0.0,,,,BH
07282079,Late Stop,178.0,13084733.0,0,0.0,,,,BH
07283892,The Wrightington,107.0,5336007.0,0,0.0,499997.31,,,BH
07284420,Roundham Court Limited,51.0,,0,0.0,,,,BH
07284730,Miers Construction Products,122.0,52073844.0,0,0.0,,,,BH
07285494,Fisco,184.0,40965456.0,0,0.0,,,,BH
07285506,Pharmadent,64.0,33993670.0,0,0.0,,,,BH
07286694,Tees Components,57.0,4930406.0,0,0.0,,,,BH
07288457,Sans Soucie Home Care,54.0,,1,0.0,,,,BH
07289761,Scanman UK,64.0,,0,0.0,,,,BH
07290924,AML Analytics,66.0,,0,0.0,,,,BH
07291125,Thinks Insight & Strategy,78.0,,1,442053.0,,,,BH
07291374,CMT Equipment,129.0,75425516.0,0,0.0,,,,BH
07292655,Cocoba,61.0,,0,0.0,100000.0,,,BH
07293648,Createc,56.0,,0,4109478.0,,,,BH
07294894,Prism Network,33.0,3233092.0,0,0.0,2078322.0,,,BH
07295250,Althea Healthcare (Holdings) Limited,118.0,4995629.0,0,0.0,,,,BH
07295602,Praetorian Connections Ltd,119.0,14072445.0,0,0.0,,,,BH
07297044,Dine Contract Catering,728.0,42120849.0,0,0.0,,,,BH
07298396,Star Pacific,17.0,35185780.0,0,0.0,,,,BH
07298774,Sunbeam Fostering Agency,131.0,29405566.0,0,0.0,,,,BH
07298807,Westhome Care Services,59.0,,0,0.0,,,,BH
07299105,Parogon Group,669.0,26650899.0,0,0.0,2000000.0,,,BH
07306136,RVS,87.0,31919729.0,0,0.0,1550000.2,,,BH
07306327,Chroda,189.0,3470963.0,0,0.0,,,,BH
07308260,Ecocare,100.0,,0,0.0,,,,BH
07308805,YouView,189.0,23189000.0,0,0.0,,,,BH
07310345,Hattingley Valley,,,0,0.0,10499984.47,,,BH
07311129,Clarasys,194.0,21661056.0,0,0.0,,,,BH
07311921,Strategic Blue,37.0,26898676.0,0,0.0,10885581.76,,,BH
07312969,Beauhurst,128.0,9986824.0,0,0.0,6510901.84,,,BH
07313572,SASH-Fitrite,145.0,15939028.0,0,0.0,,,,BH
07314988,Halesworth Golf Limited,28.0,,0,0.0,,,,BH
07315963,Boulangerie Bon Matin Ltd,44.0,,0,0.0,,,,BH
07316258,Lifetime Legal,159.0,,0,0.0,,,,BH
07316323,Greenlite Group,65.0,,0,0.0,,,,BH
07316511,VesselsValue,69.0,14865728.0,0,0.0,4000000.0,,,BH
07316854,Roberts Transport,51.0,,0,0.0,,,,BH
07317156,Churchill Group,14353.0,406429997.0,0,0.0,,,,BH
07317718,B4 Parking,2.0,703443.0,0,0.0,,,,BH
07318751,The Fairlie Healthcare Group,458.0,25374083.0,0,0.0,,,,BH
07319016,Krinvest Care Group Ltd.,548.0,27110307.0,0,0.0,,,,BH
07321758,Exwick Ark Nursery,69.0,,1,0.0,,,,BH
07322124,Technical Asset Management,83.0,11558020.0,0,0.0,,,,BH
07322381,Ciklum,24.0,52249000.0,0,0.0,,,,BH
07322498,Premier Agents,124.0,,0,0.0,,,,BH
07326823,Happy Futures,139.0,,1,0.0,,,,BH
07327018,JDD Furniture Ltd,85.0,8394580.0,0,0.0,,,,BH
07327553,The Ryles Arms,10.0,,0,0.0,,,,BH
07327885,Woodsford,24.0,28418000.0,0,0.0,15379731.69,,,BH
07327954,Verwood DAY Nursery Limited,34.0,,0,0.0,,,,BH
07328002,brown & green,85.0,,1,0.0,,,,BH
07328455,ARL Services,350.0,,0,0.0,,,,BH
07328710,PetShop.co.uk,69.0,23954000.0,1,0.0,79990.0,,,BH
07328785,Prestons,107.0,74883932.0,0,0.0,,,,BH
07329022,Salveo Care,50.0,1397132.0,1,0.0,,,,BH
07329573,On Device,50.0,,0,0.0,1038862.89,,,BH
07330525,Kriya,59.0,12598777.0,0,0.0,192958855.3,,,BH
07330652,ESL,148.0,44653560.0,1,0.0,302095.6,,,BH
07338685,Falcon Coaches,,0.0,1,0.0,,,,BH
07341609,Stowe Building Contractors,34.0,5401052.0,0,0.0,,,,BH
07341636,La Petite Concierge,59.0,,1,0.0,,,,BH
07343246,Retford Dental Care Limited,32.0,,1,0.0,,,,BH
07343392,Fleet Street Clinic,33.0,,1,0.0,,,,BH
07344228,Care 4 You,109.0,1056351.0,0,0.0,,,,BH
07344853,Carrington West Limited,196.0,84350668.0,0,0.0,,,,BH
07345928,CSE Industrial Electrical Distributors,26.0,,0,0.0,,,,BH
07346382,District Enforcement,42.0,,0,0.0,,,,BH
07346666,Pulman Group,264.0,153088000.0,0,0.0,,,,BH
07347102,PM Connect,36.0,10517188.0,0,0.0,,,,BH
07347818,OSL Global,4.0,17103000.0,0,0.0,,,,BH
07348053,Ison Nursing Agency & Care Services,49.0,1348358.0,0,0.0,,,,BH
07348400,Orthene,76.0,43471475.0,0,0.0,,,,BH
07348890,Caremark Bromley,110.0,,1,0.0,,,,BH
07349753,Suits Me,76.0,,0,0.0,,,,BH
07349835,MBKB Training,121.0,,0,0.0,,,,BH
07353571,Hartshead Meats,62.0,75209296.0,0,0.0,,,,BH
07353937,The Burrows DAY Care Nursery (Porthcawl) Limited,36.0,,0,0.0,,,,BH
07354583,S4YC,328.0,,0,0.0,,,,BH
07355206,Little Legs Limited,36.0,,1,0.0,,,,BH
07355346,GUG2 Limited,41.0,,1,0.0,,,,BH
07356057,Vistech Services,236.0,,0,0.0,,,,BH
07356249,CUTTSY and CUTTSY Limited,49.0,,1,0.0,,,,BH
07357468,Veetec Motor Group,160.0,27884614.0,0,0.0,,,,BH
07358938,SureCare Reading & East Berkshire,9.0,,0,0.0,,,,BH
07360187,Swagelok,71.0,20728790.0,0,39627.0,,,,BH
07360769,Abbeydale Food Group,190.0,23011403.0,0,0.0,1350000.0,,,BH
07361080,Dext,138.0,56444472.0,0,0.0,129304252.7,,,BH
07361099,Adopstar,24.0,405021.0,0,0.0,,,,BH
07367704,Black Diamond Security,87.0,,0,0.0,185000.0,,,BH
07368004,Caledonian Finance,36.0,4351481.0,0,0.0,,,,BH
07371154,AKD Facilities Management,40.0,16351763.0,0,0.0,,,,BH
07372003,Preferred Management Solutions,125.0,0.0,0,0.0,175000.0,,,BH
07373126,Nurseries For Children Limited,26.0,,0,0.0,,,,BH
07373908,Hopscotch Care Limited,107.0,,0,0.0,,,,BH
07375192,Imperial Bricks,63.0,27687705.0,0,0.0,,,,BH
07375380,Ridley's Coaches,75.0,9099087.0,0,0.0,,,,BH
07376479,Green IT Disposal Limited,28.0,,0,0.0,,,,BH
07377955,New Era Energy,159.0,227545832.0,0,0.0,,,,BH
07378428,Colourbox Montessori School,135.0,,1,0.0,,,,BH
07379981,First Steps Nursery (MAXEY) Limited,29.0,,0,0.0,,,,BH
07380035,FundApps,135.0,26875265.0,0,0.0,,,,BH
07382307,TradingHub,136.0,31025634.0,0,0.0,17403.58,,,BH
07382422,Pulse-Eight,28.0,2409862.0,0,0.0,,,,BH
07383812,ClubsComplete,74.0,,1,0.0,,,,BH
07384595,The Islington GP Federation,289.0,2287982.0,0,0.0,,,,BH
07384599,Rave Coffee,61.0,,1,0.0,20000.0,,,BH
07387325,Workpays,113.0,,0,0.0,,,,BH
07387517,Touch Building Services,18.0,,0,0.0,,,,BH
07389230,Bramley Health,491.0,35681813.0,0,0.0,,,,BH
07389833,The Information Lab,162.0,39620890.0,0,0.0,,,,BH
07395001,Poonia Care Limited,241.0,10527785.0,0,0.0,,,,BH
07396283,Tablebook.me,54.0,,0,0.0,50000.0,,,BH
07396728,Options Resourcing,52.0,44241363.0,0,0.0,,,,BH
07396855,Ambicorp Ltd,119.0,,0,0.0,,,,BH
07398357,Solomon Commercials,408.0,78663525.0,0,0.0,,,,BH
07398660,Bourne Retail Limited,36.0,1517287.0,0,0.0,,,,BH
07398706,Your Quality Care,88.0,,1,0.0,,,,BH
07399345,RBH,744.0,31351000.0,0,0.0,,,,BH
07401211,Design Fire Consultants Ltd,48.0,,0,0.0,,,,BH
07401733,Impact Independent School,49.0,,1,0.0,,,,BH
07402173,Caritas Care Solutions,50.0,,0,0.0,,,,BH
07403791,Spectrum Service Solutions,1369.0,,0,0.0,,,,BH
07404194,Dowgate Capital,52.0,14707399.0,0,0.0,4881612.15,,,BH
07404797,Bond Bryan,171.0,13174168.0,0,0.0,362432.66,,,BH
07405214,Antoinette Group,85.0,4550802.0,0,0.0,,,,BH
07405953,Landstruction,73.0,,0,0.0,,,,BH
07406226,Next Generation Travel,94.0,30663879.0,1,0.0,,,,BH
07406721,Doctor Cost Limited,29.0,,0,0.0,,,,BH
07407310,Overdales,359.0,33500000.0,0,0.0,66500.0,,,BH
07407815,Perfect Data Solutions Limited,48.0,6480727.0,0,0.0,,,,BH
07408649,DCBL,120.0,21440872.0,0,0.0,,,,BH
07409722,Enabling Futures,109.0,,0,0.0,,,,BH
07410806,Whisper,292.0,92300621.0,0,0.0,468732.05,,,BH
07410965,Wattbike,58.0,12544567.0,0,0.0,14785500.0,,,BH
07411452,177 Mortgages,22.0,,0,0.0,,,,BH
07412099,Concept Q Ltd,43.0,,0,0.0,,,,BH
07412300,InVentry,113.0,10385853.0,0,0.0,,,,BH
07412395,Sea Capital,64.0,7471454.0,0,0.0,,,,BH
07413237,Milan Chemist,57.0,,0,0.0,,,,BH
07413288,Community Fibre,737.0,76011000.0,0,0.0,313095922.9,,,BH
07413339,Rick Bestwick,80.0,14620718.0,0,500564.0,,,,BH
07416305,Clwydian Group Limited,87.0,18931281.0,0,0.0,,,,BH
07417446,Aspen Place,58.0,5192225.0,0,0.0,,,,BH
07417758,Miles & Miles Group,53.0,9858743.0,0,0.0,,,,BH
07418664,Leigh Arms (Cheshire) Ltd,40.0,,1,0.0,,,,BH
07419500,PGR,194.0,75157779.0,0,0.0,,,,BH
07419927,Allcool,38.0,,1,0.0,,,,BH
07420585,Thomas of Rhondda,80.0,,0,0.0,,,,BH
07421322,Oakbridge,26.0,11020617.0,0,0.0,,,,BH
07422326,Competence Development,37.0,1449254.0,0,0.0,,,,BH
07423677,United Steels,5.0,27133519.0,0,0.0,,,,BH
07423954,Pragmatic,307.0,1693000.0,0,7924337.0,305105641.3,,,BH
07425707,Upton Specialised Tree Services Ltd,41.0,,0,0.0,,,,BH
07427833,Eco Drift Limited,50.0,,0,0.0,,,,BH
07427941,Saltash Enterprises,46.0,18777513.0,0,0.0,,,,BH
07429652,Sphere Solutions,49.0,40048751.0,0,0.0,,,,BH
07429785,Motivations Every Sensation Limited,55.0,,0,0.0,,,,BH
07431215,Toaster,62.0,7898314.0,0,0.0,,,,BH
07431828,Mokoko,111.0,,0,0.0,,,,BH
07433139,Welcome To The Fold Limited,61.0,18511066.0,1,0.0,14029091.53,,,BH
07434168,Tailored Contract Services,70.0,,1,0.0,,,,BH
07434888,Sutaka UK Limited,34.0,15066000.0,0,0.0,,,,BH
07436654,Eden Brook Home Care,87.0,,1,0.0,,,,BH
07437959,Heera Foods,231.0,110749000.0,0,0.0,,,,BH
07438979,Debut Academy,24.0,1989392.0,0,0.0,,,,BH
07440442,The Stuffing Plant,16.0,1006937.0,0,0.0,,,,BH
07441516,Kinase,70.0,,1,0.0,,,,BH
07443090,Granger & Co.,333.0,19328000.0,0,0.0,,,,BH
07445563,LDN Apprenticeships,56.0,2058069.0,0,0.0,99992.0,,,BH
07445671,Club Excel,77.0,,0,0.0,,,,BH
07445901,Giles Smith (Shoreham) Limited,30.0,,0,0.0,,,,BH
07447067,BGL,1175.0,65457280.0,0,0.0,,,,BH
07447526,Purple Granite Ltd,39.0,,0,0.0,,,,BH
07448674,Les Caves de Pyrene,80.0,32691642.0,0,0.0,,,,BH
07448910,Paynes Dairies,389.0,154165757.0,0,0.0,,,,BH
07448931,Force24,62.0,,0,0.0,7030000.96,,,BH
07450172,Hambledon Vineyard,40.0,2557717.0,0,0.0,9892112.33,,,BH
07450817,Medstar,128.0,,1,0.0,,,,BH
07451156,Property Legal (Manchester) Limited,216.0,18847000.0,0,0.0,,,,BH
07452520,Nissi Business Solutions Ltd,41.0,,0,0.0,,,,BH
07453589,Paton Developments,23.0,17102504.0,0,0.0,,,,BH
07457537,Trevornick Holiday Park Limited,33.0,,0,0.0,,,,BH
07458632,Gelder,256.0,46117062.0,0,0.0,,,,BH
07462040,Global Support Services,80.0,3256473.0,0,0.0,,,,BH
07462140,Verity Healthcare,202.0,4988880.0,0,0.0,,,,BH
07462262,Shard Capital Limited,36.0,961310.0,0,0.0,,,,BH
07462310,Utelize,28.0,7654293.0,0,0.0,35003.02,,,BH
07462517,CP Media,60.0,12728875.0,0,0.0,,,,BH
07463216,Oren Construction,1.0,,0,0.0,,,,BH
07469777,Imperial London Hotels,882.0,147128363.0,0,0.0,,,,BH
07469872,CGN Restaurants,1137.0,50969931.0,0,0.0,,,,BH
07470374,The Coffee House,263.0,,0,0.0,4449905.92,,,BH
07473613,Bidoo,7.0,15285000.0,0,0.0,,,,BH
07474948,Matillion,460.0,74708000.0,0,0.0,226811192.6,,,BH
07476627,Panel UK,1.0,,0,0.0,,,,BH
07477228,Juventa 4 Care,250.0,,1,0.0,,,,BH
07477316,Agemco Ltd,93.0,,0,0.0,,,,BH
07477648,ADS,65.0,,0,0.0,,,,BH
07478932,BGN Security Services,199.0,,0,0.0,,,,BH
