CompanyNumber,CompanyName,BestEstimateEmployees,BestEstimateTurnover,WomenLed,IUK_GBP,Investment_GBP,RegisteredPostcode,Homepage_domain,financials_source
09382572,Nason Davis,69.0,56285900.0,0,0.0,,,,BH
09383897,Agile Applications,49.0,3184332.0,0,0.0,153213.85,,,BH
09384380,South Manchester Senior Care,85.0,,0,0.0,,,,BH
09384597,Automata,145.0,6147398.0,0,240402.0,81412471.73,,,BH
09384953,Habito,80.0,6891418.0,0,0.0,71813646.75,,,BH
09385162,Godfrey Group Facilities,192.0,,0,0.0,,,,BH
09430964,Apollo Home Healthcare,160.0,0.0,0,0.0,,,,BH
09431562,FeedCo,37.0,47715125.0,0,0.0,,,,BH
09433773,Highbury Recruitment,64.0,,0,0.0,,,,BH
09435167,Big Bus Tours,1182.0,219820090.0,0,0.0,24640582.37,,,BH
09435170,SunShine Co.,119.0,,0,0.0,,,,BH
09437056,Pensionhelp,37.0,3559752.0,0,0.0,,,,BH
09480268,Banana Moon Bridgend,53.0,,1,0.0,,,,BH
09480860,RPG Chartered Financial Planners,102.0,8659142.0,0,0.0,,,,BH
09482842,Care 4 Care,85.0,,0,0.0,,,,BH
09482990,The Old Kent Barn,82.0,,1,0.0,,,,BH
09484935,Evergreen Life,471.0,35475.0,0,707710.0,33336273.15,,,BH
09535061,Edge Restaurants,2069.0,84124190.0,0,0.0,,,,BH
09535144,ScreenCloud,115.0,18190458.0,0,0.0,6475823.85,,,BH
09535522,Kinderview Children's Day Nursery,54.0,,1,0.0,,,,BH
09536934,Pure Technology Group,159.0,62230268.0,0,0.0,,,,BH
09537047,Yoti,403.0,20269643.0,0,0.0,70682530.2,,,BH
09548683,Motor Fuel Group,1174.0,7034300000.0,0,0.0,,,,BH
09552547,Burger & Beyond,23.0,,0,0.0,300000.25,,,BH
09553255,Moneyfarm,236.0,24387000.0,0,0.0,164687877.7,,,BH
09555467,Karmad Limited,92.0,,0,0.0,,,,BH
09555915,Brand Healthcare Services,41.0,,1,0.0,,,,BH
09556834,FT FOODS Limited,571.0,38547931.0,0,0.0,,,,BH
09556990,CLP Group FS,99.0,,0,0.0,,,,BH
09557283,One Agency Media,51.0,,1,0.0,,,,BH
09557401,Minton Care Hotels,89.0,,0,0.0,,,,BH
09558540,MCP,150.0,21107125.0,0,0.0,,,,BH
09559628,City Health Practice,45.0,1941644.0,0,0.0,,,,BH
09560186,Pacific Support Services,63.0,,0,0.0,,,,BH
09560618,Claire's School Solutions,80.0,,1,0.0,,,,BH
09563626,Caremark Broxtowe & Erewash,60.0,,0,0.0,,,,BH
09564631,Founders Factory,8.0,39344.0,0,726895.0,47300000.0,,,BH
09564906,KAS Metal Trading,22.0,76311006.0,0,0.0,,,,BH
09565202,Vertical Travel Group,75.0,17520982.0,0,0.0,,,,BH
09566846,Blyth Group,111.0,20940443.0,1,0.0,,,,BH
09566888,J Rose Care,30.0,,1,0.0,,,,BH
09585686,MedGen Healthcare,45.0,12180548.0,0,0.0,,,,BH
09587905,Saranac Partners,55.0,13675159.0,0,0.0,32974830.66,,,BH
09587927,Kbeverage,676.0,36191910.0,1,0.0,,,,BH
09588207,Everoze,124.0,15628281.0,1,0.0,377888.0,,,BH
09588264,Southern Counties Leisure,10.0,9429610.0,1,0.0,,,,BH
09588685,TCS Group,78.0,29638094.0,0,0.0,,,,BH
09588978,Shine Wraparound Care Limited,144.0,,0,0.0,,,,BH
09591459,Gri Libra Limited,73.0,39525726.0,0,0.0,,,,BH
09591546,Shields,201.0,26905000.0,0,0.0,,,,BH
09592690,Complete Co-Packing Services,35.0,3903416.0,1,0.0,,,,BH
09593166,Caremark Watford & Hertsmere,42.0,,1,0.0,,,,BH
09593429,Search4Local,71.0,,0,0.0,,,,BH
09593533,Sova,47.0,5626603.0,0,0.0,13186647.37,,,BH
09593554,Tom Dixon,130.0,26753687.0,0,0.0,,,,BH
09594759,3 Line Electrical,129.0,32248600.0,0,0.0,,,,BH
09595581,Home from Home,55.0,,1,0.0,,,,BH
09596061,Omega Life,127.0,,0,0.0,,,,BH
09597086,Emplas,545.0,68542792.0,0,0.0,,,,BH
09597755,Moneybox,410.0,63347803.0,0,0.0,99846288.6,,,BH
09597951,Green Days Day Care,31.0,,1,0.0,,,,BH
09598332,Avenue Tennis,53.0,96026.0,0,0.0,,,,BH
09602565,Iglu,379.0,77268510.0,0,0.0,60000000.0,,,BH
09603083,Key Currency,58.0,11713224.0,0,0.0,,,,BH
09604448,Chattermill,58.0,4721768.0,0,0.0,34675399.78,,,BH
09604613,Greek On The Docks,44.0,,1,0.0,,,,BH
09605400,Magnitude Surveys,54.0,,1,0.0,,,,BH
09605688,Joseph Joseph,213.0,129557000.0,0,0.0,,,,BH
09606235,Blackpool Pier Company,200.0,13890582.0,1,0.0,,,,BH
09606726,Tomorrow,196.0,63159000.0,0,0.0,,,,BH
09606831,Vine Hotels,115.0,6527276.0,0,0.0,,,,BH
09608912,Alfa Leisureplex Group,1017.0,77075000.0,0,0.0,17000000.0,,,BH
09610441,Blue Array,29.0,,0,0.0,,,,BH
09611033,Merton Health,34.0,,0,0.0,,,,BH
09611104,A & J Holdings (Spalding) Limited,83.0,11064702.0,0,0.0,,,,BH
09611416,Tecknuovo,56.0,45287437.0,0,0.0,,,,BH
09612197,Boxcar,46.0,0.0,0,0.0,7894.73,,,BH
09612205,Coqfighter,3.0,,0,0.0,,,,BH
09631875,Engineius,70.0,18467543.0,0,0.0,6911382.02,,,BH
09632305,The Old Hall Ely,64.0,,1,0.0,,,,BH
09633343,Potter Ventures,112.0,5462866.0,0,0.0,250000.0,,,BH
09634738,EdgePetrol,16.0,,0,0.0,16312263.84,,,BH
09636223,Profad Care Agency,350.0,8033659.0,0,0.0,,,,BH
09636263,The Affinity Group,678.0,77941179.0,0,0.0,,,,BH
09636352,Eventguard Security Services,82.0,,0,0.0,,,,BH
09638976,Oddbox,59.0,27680131.0,1,0.0,13824758.0,,,BH
09638995,GO Falafel (UK) Limited,51.0,,0,0.0,,,,BH
09640358,USAirTours,80.0,42395865.0,0,0.0,,,,BH
09640551,Nowthen Cleaners Ltd.,74.0,,0,0.0,,,,BH
09641071,Gordon Care Services Limited,52.0,151086.0,1,0.0,,,,BH
09641971,Arbour Companions & Care,52.0,,1,0.0,,,,BH
09643966,Blossoms Day Nursery,51.0,,0,0.0,,,,BH
09644017,Patchworks,4.0,,0,0.0,15850000.0,,,BH
09644379,Kyloe Partners,62.0,,1,0.0,,,,BH
09644525,All Seasons Care Services,52.0,1932089.0,1,0.0,,,,BH
09644698,The Wiggett Group,115.0,18199282.0,0,0.0,,,,BH
09645673,Redemption Roasters,130.0,,0,0.0,3946758.52,,,BH
09646728,Nucleus Commercial Finance,39.0,0.0,0,0.0,25000000.0,,,BH
09647306,VSP8 Limited,65.0,,0,0.0,,,,BH
09647432,Four,246.0,51762718.0,0,0.0,10051424.56,,,BH
09647981,Beauty Pie,193.0,72711025.0,1,0.0,126425505.4,,,BH
09648624,DB Pixelhouse,82.0,12169862.0,0,0.0,4000000.0,,,BH
09651089,Ripe Thinking,128.0,20563425.0,0,0.0,,,,BH
09654155,Fenmarc Produce,503.0,79854000.0,1,0.0,1900000.0,,,BH
09654220,Utility Aid,5.0,,0,0.0,1334999.58,,,BH
09655330,Glow,71.0,,0,0.0,714910.62,,,BH
09656732,Robson Laidler,97.0,,0,0.0,,,,BH
09656884,Oracle Security Services,26.0,,0,0.0,,,,BH
09657715,Kennet Landscape Solutions,51.0,,0,0.0,,,,BH
09658620,Nine Group,728.0,41656780.0,0,0.0,,,,BH
09658825,Achievement Training & Skills Ltd,69.0,,0,0.0,,,,BH
09660934,The Reindeer Inn,31.0,,0,0.0,,,,BH
09680315,Right at Home Havant & Petersfield,62.0,,0,0.0,,,,BH
09680499,Oak Security Services,120.0,,0,0.0,,,,BH
09680802,Lollo Rosso,63.0,,0,0.0,,,,BH
09680966,Clements Healthcare,125.0,,0,0.0,,,,BH
09682289,Black Cat Building Consultancy,69.0,,0,0.0,,,,BH
09683024,Talentful,163.0,19371252.0,0,0.0,,,,BH
09684032,Finch Support Services,76.0,,1,0.0,,,,BH
09684955,Media Zoo,120.0,9812524.0,0,0.0,,,,BH
09685365,EDGE,128.0,18230360.0,0,0.0,,,,BH
09686176,STN Security Services,88.0,,0,0.0,,,,BH
09686970,WealthKernel,36.0,850374.0,0,0.0,17298819.58,,,BH
09687167,New Forest Water Park,3.0,,0,0.0,,,,BH
09687256,BJF Group,333.0,68486214.0,0,0.0,,,,BH
09687480,Steadplan Group,85.0,28019097.0,0,0.0,,,,BH
09687594,B&H Worldwide,109.0,59451337.0,0,0.0,,,,BH
09687883,Nebula,45.0,9387031.0,0,0.0,4899999.81,,,BH
09689473,BenX,108.0,35061954.0,0,0.0,,,,BH
09689612,Inductosense,39.0,,0,819130.0,10735915.52,,,BH
09692304,Education Placement Group,183.0,53928000.0,0,0.0,,,,BH
09695572,Pub Invest Group,74.0,,0,0.0,,,,BH
09696207,ICare Coventry,94.0,,0,0.0,,,,BH
09696263,CoreLegal,35.0,,0,0.0,,,,BH
09699031,McNulty & Ellis,29.0,,0,0.0,,,,BH
09699675,The Athenian,45.0,,0,0.0,,,,BH
09700577,Paultons Park,736.0,36916884.0,1,0.0,,,,BH
09701392,Quantum TM,114.0,,0,0.0,,,,BH
09703301,Pure Cremation Limited,174.0,18849908.0,1,0.0,,,,BH
09703422,Simba,74.0,82923000.0,0,0.0,90142547.08,,,BH
09704328,Pro Sentry Ltd,61.0,,0,0.0,,,,BH
09704818,Paragon Traffic Management,65.0,,0,0.0,,,,BH
09705583,Gold Giraffe Enterprises Ltd,42.0,,0,0.0,,,,BH
09706030,HGS (Leicester) Limited,81.0,36910627.0,0,0.0,,,,BH
09706927,St Michael's Manor Hotel,46.0,2830964.0,0,0.0,,,,BH
09707577,Midway Transitional Solutions,92.0,,0,0.0,,,,BH
09709380,MD Group,410.0,52691950.0,0,0.0,,,,BH
09724417,Pamfa Sports,43.0,,0,0.0,,,,BH
09725796,Cherry Specialised Transport,102.0,,0,0.0,,,,BH
09725997,Raging Bull,6.0,,0,0.0,,,,BH
09726659,KDC Cleaning,78.0,,0,0.0,,,,BH
09727452,Home Instead Salford and Worsley,1.0,,1,0.0,,,,BH
09727660,MCSE,149.0,,0,0.0,,,,BH
09729671,Omni Recycling,81.0,,0,0.0,,,,BH
09730423,Silco,16.0,,0,0.0,,,,BH
09731332,Beech Restaurants,513.0,21065157.0,0,0.0,,,,BH
09731446,BAP Pharma,93.0,181175435.0,1,0.0,,,,BH
09732010,Cmap Software Limited,108.0,11389115.0,0,0.0,,,,BH
09732369,AC Goatham & Son,473.0,69718589.0,0,35463.0,,,,BH
09732476,Total Legal Solutions Ltd,31.0,,0,0.0,,,,BH
09732799,One Call 24 Limited,342.0,32666249.0,0,0.0,84999.33,,,BH
09732885,Hidden Talents Homes,187.0,13105906.0,0,0.0,,,,BH
09734578,Huyton Asphalt Civils Ltd,112.0,33942463.0,0,0.0,,,,BH
09734885,Eleanor Healthcare Group,1529.0,67251811.0,0,0.0,,,,BH
09736376,ClearBank,537.0,128407000.0,0,0.0,348474786.9,,,BH
09737455,A Million Ads,5.0,0.0,0,0.0,2983900.0,,,BH
09738008,Albert's,467.0,23613377.0,0,0.0,,,,BH
09740198,Love In Care Limited,59.0,,1,0.0,,,,BH
09742902,Adarga,110.0,,0,0.0,45920159.3,,,BH
09744031,Taylor Rose MW,575.0,123979000.0,0,0.0,,,,BH
09744363,Hegarty Care,47.0,,1,0.0,,,,BH
09745318,Iconichem Widnes,61.0,39615095.0,0,837210.0,,,,BH
09747163,Evoo Health Care,171.0,,0,0.0,,,,BH
09747874,NH Trading,45.0,,1,0.0,,,,BH
09749682,Orbis Group,59.0,17504015.0,0,0.0,,,,BH
09752165,Think For The Future,81.0,,1,0.0,,,,BH
09754288,Ace Pro Services,81.0,,0,0.0,,,,BH
09771730,Dwell Homecare,73.0,,0,0.0,,,,BH
09772435,Nexudus,49.0,,0,0.0,,,,BH
09773366,Carpenters Nursery Ltd,50.0,,0,0.0,,,,BH
09774149,Vivid Community Care,144.0,,0,0.0,,,,BH
09775617,Prep Kitchen,112.0,26606981.0,0,0.0,,,,BH
09775652,Peel Solutions,65.0,,0,0.0,,,,BH
09775671,20i,59.0,,0,0.0,,,,BH
09777459,The York Roast Co,60.0,2493440.0,0,0.0,,,,BH
09779579,Thomson Tyndall,16.0,6388062.0,0,0.0,49999.95,,,BH
09779766,Jolly Nice Limited,88.0,,1,0.0,,,,BH
09779939,Aroma Care,160.0,,0,0.0,,,,BH
09781594,Smartway Healthcare,47.0,,0,0.0,,,,BH
09781714,Metro Care,88.0,,0,0.0,,,,BH
09781806,BenevolentAI,221.0,5242000.0,0,0.0,253047803.1,,,BH
09782148,Lanigans Group,18.0,,0,0.0,,,,BH
09784124,Alternative Centre of Education Limited,50.0,,0,0.0,,,,BH
09785739,LUCKY Bean,51.0,,1,0.0,,,,BH
09785763,Swan London,149.0,8704055.0,0,0.0,,,,BH
09785788,Rogers Wholesale Foods,35.0,,0,0.0,,,,BH
09786572,Brooks & Wood,84.0,33342061.0,0,0.0,,,,BH
09787368,Fusco Browne Healthcare,167.0,,1,0.0,,,,BH
09787589,CharlieHR,4.0,,0,0.0,2475000.98,,,BH
09790070,TransferGo,308.0,44670573.0,0,0.0,93794207.65,,,BH
09790120,FAE grp,29.0,5976754.0,0,0.0,7500000.0,,,BH
09790390,Blue Bay Home Care,88.0,,0,0.0,,,,BH
09791612,Active Security Solutions,219.0,,0,0.0,,,,BH
09793629,Equifinance,72.0,45029855.0,0,0.0,,,,BH
09794429,Heart Teaching,86.0,,0,0.0,,,,BH
09795506,Monkey Puzzle Day Nursery,62.0,,1,0.0,,,,BH
09797043,HS Components,93.0,16557292.0,0,0.0,,,,BH
09797821,Freetrade,206.0,30956000.0,0,0.0,120139600.4,,,BH
09797844,Staffing Connect,41.0,,1,0.0,,,,BH
09798825,HFLC Restaurants Ltd,863.0,38976000.0,0,0.0,,,,BH
09810882,Lost and Grounded Brewers,37.0,,0,0.0,1389819.27,,,BH
09815447,CPD Direct Limited,42.0,18885327.0,0,0.0,,,,BH
09819483,Ziflow,31.0,,0,0.0,21758660.73,,,BH
09821044,Greater Peterborough Network,125.0,8982751.0,0,0.0,,,,BH
09822749,YU Xiang Limited,42.0,,0,0.0,,,,BH
09823895,Blok,51.0,,0,0.0,7993251.82,,,BH
09826635,Urban Fresh Burgers & Fries,87.0,,1,0.0,,,,BH
09826773,Blighter Surveillance Systems,32.0,4216442.0,0,0.0,,,,BH
09827673,Capital Group London,18.0,10541773.0,0,0.0,,,,BH
09828160,Thriva,43.0,5618387.0,0,12140.0,13649796.38,,,BH
09829434,The Norfolk Cleaning Group,,,1,0.0,,,,BH
09829915,SH Pratt,426.0,307456000.0,0,0.0,,,,BH
09830405,Infinity Care Services,181.0,,0,0.0,,,,BH
09830870,Young At Heart Care Homes,74.0,,0,0.0,,,,BH
09833474,Bluebell Support Services Limited,33.0,,1,0.0,,,,BH
09834914,We-Care,46.0,440681.0,0,0.0,,,,BH
09834972,Fawkes & Reece,132.0,65676376.0,0,0.0,,,,BH
09835541,Nicholas & Co Solicitors Limited,42.0,,0,0.0,,,,BH
09836993,Pendennis House Ltd,39.0,,1,0.0,,,,BH
09837526,FARR BREW,97.0,,0,0.0,,,,BH
09839234,Brighteyes Childcare Cornwall,54.0,,0,0.0,,,,BH
09840244,Affinity Fragrances,50.0,120402975.0,0,0.0,,,,BH
09840367,Homes for Students,834.0,93335867.0,0,0.0,306000.0,,,BH
09843144,Rascals Playtime Childcare Limited,53.0,,1,0.0,,,,BH
09845382,Distinct Recruitment,46.0,,0,0.0,,,,BH
09845565,Navenio,45.0,1517301.0,0,1317855.0,38291499.19,,,BH
09845675,Keltbray,2082.0,624499763.0,0,225059.0,,,,BH
09845982,Core,62.0,,1,0.0,,,,BH
09849141,Shado Services,192.0,,1,0.0,,,,BH
09849743,MTM (Bham) Ltd,36.0,,0,0.0,,,,BH
09857384,Spitfire Audio,79.0,13478923.0,0,0.0,6666.0,,,BH
09857523,First Response Group,1130.0,61618067.0,0,0.0,,,,BH
09857706,Camargue Group,108.0,12923295.0,0,0.0,,,,BH
09858632,Didsbury Childminding Limited,37.0,,1,0.0,,,,BH
09860707,GPS Locums,68.0,24303653.0,0,0.0,,,,BH
09861678,Nationwide Engineering Group,57.0,22867898.0,0,245093.0,3499970.46,,,BH
09862147,Care Givers Direct,144.0,84231.0,1,0.0,,,,BH
09863607,OXBOW Partners Limited,37.0,,0,0.0,,,,BH
09864205,Cleo,294.0,108377985.0,0,0.0,137922526.9,,,BH
09866922,McCrory Holdings,93.0,15897430.0,0,0.0,,,,BH
09866989,Map of Ag,68.0,5258006.0,0,2648.0,21754916.83,,,BH
09867339,Senso.cloud,45.0,,0,0.0,210000.0,,,BH
09868392,Smithills Open Farm,136.0,,0,0.0,,,,BH
09869218,SO Legal,57.0,,0,0.0,,,,BH
09870302,DSG Finance,204.0,43747403.0,0,0.0,750000.0,,,BH
09870619,MTX,81.0,113525978.0,0,0.0,,,,BH
09872466,Bright Sky Contracting,343.0,37563224.0,0,0.0,,,,BH
09873002,Welbeck Health Partners,385.0,85156196.0,0,0.0,121946249.1,,,BH
09874278,Cera,9344.0,273265000.0,0,0.0,479569725.8,,,BH
09875556,PolyMateria,24.0,1794554.0,0,868941.0,63056096.22,,,BH
09876231,Armaflo Ltd,37.0,,0,0.0,,,,BH
09877015,Manak Solicitors,52.0,,0,0.0,,,,BH
09877671,Rhino Interiors Group,124.0,39256527.0,0,0.0,,,,BH
09878552,Complesso,394.0,,0,0.0,,,,BH
09880829,Eight Financial Advice,113.0,17867539.0,0,0.0,,,,BH
09880905,Brecks,60.0,14079788.0,0,0.0,,,,BH
09881508,The Consumer Helpline,264.0,,0,0.0,,,,BH
09881595,Popsy Clothing,48.0,20091.0,1,0.0,,,,BH
09882159,Mind Foundry,85.0,7598964.0,0,3053816.0,40119919.06,,,BH
09882722,Cast,91.0,15401861.0,0,0.0,,,,BH
09885252,Atomic,,0.0,0,0.0,,,,BH
09885894,Kellars,115.0,47705215.0,0,0.0,21810.32,,,BH
09886522,Adventures In Learning,88.0,,1,0.0,,,,BH
09887460,Oaklands Support,115.0,,0,0.0,,,,BH
09887775,Blakehill Healthcare Limited,33.0,1328490.0,0,0.0,,,,BH
09888099,Xelix,59.0,,0,0.0,122961315.0,,,BH
09889095,Instant Security Limited,52.0,,0,0.0,,,,BH
09889100,Clean For Good,85.0,1161626.0,0,0.0,,,,BH
09889191,Direct Cleaning Services,508.0,,0,0.0,,,,BH
09889431,Paragraf,115.0,1111161.0,0,3252058.0,119500000.0,,,BH
09889784,Popsa,55.0,33416253.0,0,0.0,12981211.72,,,BH
09890153,Webbs,38.0,24262049.0,1,0.0,,,,BH
09891007,Baba-Boom,38.0,,0,0.0,1810958.53,,,BH
09891014,The Travel Network Group,142.0,12681774.0,0,0.0,,,,BH
09893219,Reesink UK Ltd,109.0,65027721.0,0,0.0,,,,BH
09894604,TKC,185.0,32045000.0,0,0.0,,,,BH
09894779,Blueboard Care Service,100.0,,0,0.0,,,,BH
09894842,Reynolds,1193.0,285089000.0,0,0.0,,,,BH
09898822,Secheron Hasler (UK) Ltd,49.0,10578932.0,0,0.0,,,,BH
09906229,Quality of Life Services Ltd,49.0,,0,0.0,,,,BH
09907154,Caremark Rotherham & Sheffield,120.0,,0,0.0,,,,BH
09907826,Eisler Capital,324.0,395706115.0,0,0.0,,,,BH
09908076,Galago Group,250.0,56255395.0,0,0.0,7000000.0,,,BH
09908148,CI Group,45.0,11630617.0,0,0.0,,,,BH
09908359,Audley Travel,970.0,482010000.0,0,0.0,,,,BH
09909853,2015 Security Services Ltd,33.0,,1,0.0,,,,BH
09909943,Casa Brasil,1.0,,1,0.0,,,,BH
09910351,Aspire Care and Education Services,75.0,,1,0.0,,,,BH
09911823,ModSafe,4.0,,0,0.0,,,,BH
09913140,Impact Retail,105.0,13195038.0,0,0.0,,,,BH
09913351,Tailored Transitions,100.0,3635287.0,1,0.0,,,,BH
09913469,Pilot IMS,2.0,,0,0.0,,,,BH
09914912,British Medical Auctions,33.0,,0,0.0,,,,BH
09915590,BDL Fire Protection,30.0,,0,0.0,,,,BH
09916003,CM Agriculture,1.0,,0,0.0,,,,BH
09917444,True Potential,616.0,498894000.0,0,0.0,,,,BH
09917505,The Syston Day Nursery,40.0,1128474.0,0,0.0,,,,BH
09921189,Bablake House Limited,39.0,,1,0.0,,,,BH
09921245,Greensafe IT,195.0,15060257.0,0,0.0,,,,BH
09924044,LightGraphix,103.0,10319673.0,0,0.0,,,,BH
09924346,W.A.M Hospitality,207.0,,0,0.0,,,,BH
09924516,VivaCity,103.0,6572022.0,0,6416378.0,16665019.89,,,BH
09926112,Embrace Healthcare,18.0,,1,0.0,,,,BH
09926126,Funtastic Kids,124.0,,1,0.0,,,,BH
09926315,Dixon Dunn Care Solihull,48.0,,0,0.0,,,,BH
09928851,Fairstone Group,8.0,2377000.0,0,0.0,3312854.0,,,BH
09929054,Shannonside Civil Engineering,26.0,33475000.0,0,0.0,,,,BH
09929727,Sapphire Balconies,97.0,62183115.0,0,0.0,,,,BH
09930334,MaxiPower Security,309.0,,0,0.0,,,,BH
09931309,Artios Pharma,107.0,6161000.0,0,0.0,332738672.7,,,BH
09932398,Sai Nursery,43.0,,1,0.0,,,,BH
09932588,CON-VEND LTD,39.0,35863.0,0,0.0,,,,BH
09935721,Hall Brown Family Law,66.0,,0,0.0,,,,BH
09935841,Panificio Italiano,109.0,12328569.0,0,0.0,,,,BH
09936357,The Cheeky Panda,31.0,13291000.0,1,0.0,18286006.9,,,BH
09939052,Total Staffing Solutions,131.0,,0,0.0,,,,BH
09942128,Sensitive Care Solutions,92.0,,0,0.0,,,,BH
09943100,Polyco Healthline,219.0,146922000.0,0,0.0,,,,BH
09943759,OBG,182.0,61702663.0,0,0.0,43300000.0,,,BH
09943807,Ready10,42.0,,0,0.0,19998.0,,,BH
09946763,Graffins Services,184.0,,0,0.0,,,,BH
09949360,GreenTech Distribution,106.0,331969621.0,0,0.0,,,,BH
09949437,T Manners,85.0,27550955.0,1,0.0,,,,BH
09949504,"Baguettes, Bakes and Cakes",10.0,542278.0,0,0.0,,,,BH
09951550,DBC Training,2.0,,0,0.0,,,,BH
09952390,Seeclear Services Group,244.0,,0,0.0,,,,BH
09952391,Marlowe,3616.0,373000000.0,0,0.0,,,,BH
09954663,mdgroup,95.0,20224236.0,1,0.0,,,,BH
09954672,Arion Investment Management,11.0,1877398.0,0,0.0,,,,BH
09955541,Sidoli Desserts,234.0,31770743.0,0,0.0,,,,BH
09956206,Heneghans,79.0,41678822.0,0,0.0,,,,BH
09958102,DiffBlue,44.0,975000.0,0,723932.0,34072534.0,,,BH
09958602,My3,116.0,,1,0.0,,,,BH
09958740,Jump Jam Trampoline Park,38.0,,0,0.0,,,,BH
09959071,AWMC Restaurants,79.0,,0,0.0,,,,BH
09959704,Workerbee Recruitment,174.0,,0,0.0,,,,BH
09959844,BDT Care Solutions,41.0,,0,0.0,,,,BH
09960870,Laurus,58.0,,0,0.0,48037.91,,,BH
09961061,My Homecare Leeds & North Yorkshire,58.0,,1,0.0,,,,BH
09962502,M4 Security Group,166.0,,0,0.0,,,,BH
09962699,Adara Healthcare,261.0,13786665.0,1,0.0,,,,BH
09962909,Rochmills Group,328.0,12839917.0,0,0.0,,,,BH
09963873,Nation Security UK,150.0,,0,0.0,,,,BH
09964973,Podpak,57.0,,0,0.0,,,,BH
09966213,Vortexa,157.0,9319353.0,0,0.0,69762243.7,,,BH
09966815,Optibac,103.0,24469342.0,1,0.0,,,,BH
09973282,Secondmind,53.0,4050555.0,0,0.0,51364365.2,,,BH
09973494,New Barn School,93.0,7298648.0,0,0.0,,,,BH
09973996,Chandlers Ford & Boyatt Wood,41.0,,0,0.0,,,,BH
09975109,HM Legal,69.0,,0,0.0,,,,BH
09975503,El Pastor,236.0,15079107.0,0,0.0,2557611.39,,,BH
09975623,Sauce Shop,42.0,,1,0.0,1238605.06,,,BH
09977001,The JEH Group,,,0,0.0,,,,BH
09977314,Polished Home Cleaning Services Limited,27.0,,1,0.0,,,,BH
09977747,Stepping Stones Childrens Homes,65.0,,0,0.0,,,,BH
09978378,Stark,527.0,73897984.0,0,0.0,875670.64,,,BH
09979404,Thomas Mawer,27.0,151769337.0,0,0.0,,,,BH
09980752,LoopUp,120.0,15603000.0,0,0.0,12000000.0,,,BH
09985446,Connolly & Callaghan Group,39.0,8374124.0,1,0.0,,,,BH
09987495,Plymouth Albion RFC,52.0,1067827.0,0,0.0,,,,BH
09988870,SEP2,77.0,,0,0.0,,,,BH
09989015,Southport and Formby Health,98.0,,1,0.0,,,,BH
09990976,Brother Marcus,7.0,,0,0.0,,,,BH
09992286,Tiger Rock,33.0,,1,0.0,,,,BH
09997606,Packaging Services Europe,67.0,,0,0.0,,,,BH
09997998,BoilerJuice,82.0,12516000.0,0,0.0,,,,BH
09998136,Triton Construction,69.0,60529275.0,0,0.0,,,,BH
09999589,Bennett Opie,141.0,52678279.0,0,0.0,,,,BH
09999993,Active Recruitment SEN,197.0,,0,0.0,,,,BH
10000690,3PL,,,0,0.0,,,,BH
10001467,Osler Diagnostics,153.0,0.0,0,2002519.0,144281079.4,,,BH
10002188,Lime Tree Nursery,11.0,,0,0.0,,,,BH
10002410,Air Marketing,76.0,,0,0.0,,,,BH
10004772,Amber,170.0,13655873.0,0,0.0,1000000.0,,,BH
10004916,Mosaic Pub & Dining,109.0,6376730.0,0,0.0,18398184.26,,,BH
10004999,Heroic Care,235.0,,1,0.0,,,,BH
10009178,Castle Kindergarten,57.0,,1,0.0,,,,BH
10010945,Sigma Precision Components,465.0,45083000.0,0,0.0,1011399.58,,,BH
10011178,Wenrit Global Limited,67.0,,1,0.0,,,,BH
10011832,Hewitson Limited,183.0,52803148.0,0,0.0,,,,BH
10011883,APJ Solicitors,20.0,6597173.0,0,0.0,,,,BH
10013007,Spin Brands Limited,44.0,,0,0.0,,,,BH
10015845,Per Tutti Limited,21.0,,0,0.0,,,,BH
10016288,Frogmore,22.0,6399026.0,0,0.0,38300000.0,,,BH
10016458,Cornwall Staff Agency,148.0,,1,0.0,,,,BH
10016920,Weston Support Services,155.0,0.0,1,0.0,,,,BH
10018343,The Riverside Restaurant,46.0,,0,0.0,,,,BH
10020748,Bradley & Co,72.0,,0,0.0,,,,BH
10020791,Climb Quest,66.0,,0,0.0,,,,BH
10021562,Glenelly Infrastructure Solutions,74.0,24753097.0,0,0.0,,,,BH
10023973,Simpson Catering,41.0,,1,0.0,,,,BH
10024801,Got You Covered,79.0,,0,0.0,,,,BH
10024943,Lionel Hitchen,141.0,82844000.0,0,0.0,,,,BH
10026392,Home Instead West Leicestershire & Market Bosworth,80.0,,0,0.0,,,,BH
10026751,Doddington Care Ltd,43.0,,0,0.0,,,,BH
10027274,Hautecaters,335.0,21998110.0,0,0.0,,,,BH
10027360,Elecro Engineering,,,0,0.0,,,,BH
10027474,Multiverse,813.0,79572474.0,0,0.0,318531378.9,,,BH
10028228,OMass,60.0,2347135.0,0,461624.0,162200000.0,,,BH
10028534,Dino,34.0,262379.0,0,0.0,,,,BH
10028595,Crafty Pub Group,25.0,,1,0.0,,,,BH
10029620,Dyball Associates,4.0,,0,0.0,,,,BH
10030551,Happy At Home,56.0,,1,0.0,,,,BH
10031037,Rostercare,263.0,,0,0.0,,,,BH
10035080,Animal Friends,462.0,4000000.0,0,0.0,,,,BH
10036243,Redmill Restaurants,872.0,39843059.0,0,0.0,,,,BH
10038855,Enterfries,550.0,23177952.0,0,0.0,,,,BH
