Companynumber,Companyname,Latitude,Longitude,Sector,cluster,Region
05655022,Paragon Projection,52.769428,-1.930455,Creative Industries,0,Stoke-on-Trent and Staffordshire
05661036,CTS Wholesale,52.760081,-1.797785,Creative Industries,0,Stoke-on-Trent and Staffordshire
05665780,MIS Conversions,53.557395,-1.081816,Creative Industries,0,South Yorkshire CA
05672642,Virtue Technologies,53.537259,-2.791563,Creative Industries,0,Lancashire
05674751,Sterling Solutions,52.37382,-0.709564,Creative Industries,0,South East Midlands
05681465,Prestwold Hall,52.788936,-1.143482,Creative Industries,0,Leicester and Leicestershire
05681975,Equafleece,50.650898,-4.142867,Creative Industries,0,Devon
05682240,Brampton Recruitment Limited,53.012892,-2.220297,Creative Industries,0,Stoke-on-Trent and Staffordshire
05686460,ME+EM,51.514142,-0.227099,Creative Industries,39,London
05688116,Skiddle,53.841319,-2.626739,Creative Industries,0,Lancashire
05697423,Speechmatics,52.235577,0.14295,Creative Industries,0,Cambridgeshire and Peterborough
05720362,Great Run,54.961927,-1.640546,Creative Industries,25,North East CA
05727004,Gift Republic,51.412933,-0.185028,Creative Industries,39,London
05727006,Dnco Limited,51.500868,-0.08248,Creative Industries,39,London
05748517,YMD Boon,52.465059,-0.913597,Creative Industries,0,Leicester and Leicestershire
05749351,Gtechniq,52.230619,-1.026901,Creative Industries,33,South East Midlands
05750083,Bryden Wood Technology,51.528541,-0.127106,Creative Industries,39,London
05759775,Boutique Hotel Group,53.108034,-2.691027,Creative Industries,0,Cheshire and Warrington
05760765,Polar Events,52.152194,-0.701537,Creative Industries,0,South East Midlands
05760869,Fit Out,51.533476,-0.274174,Creative Industries,39,London
NI028041,Brunswick Moviebowl,55.013548,-7.32409,Creative Industries,0,Northern Ireland
NI036860,Leitrim Holdings Limited,54.787866,-6.507445,Creative Industries,0,Northern Ireland
NI038611,Intelesens,54.629322,-5.867057,Creative Industries,20,Northern Ireland
NI039738,Oasis Retail Services,54.670499,-5.980129,Creative Industries,20,Northern Ireland
NI040558,Mammoth,54.601674,-5.931152,Creative Industries,20,Northern Ireland
NI045638,Pentagon Solutions,54.627209,-5.875143,Creative Industries,20,Northern Ireland
SC151456,Integrated Environmental Solutions Limited,55.858091,-4.262327,Creative Industries,22,Scotland
SC152259,Canongate,55.950231,-3.184416,Creative Industries,21,Scotland
SC155728,Highland Industrial Supplies,57.487786,-4.213664,Creative Industries,0,Scotland
SC175001,Kiltane Retail,55.953675,-3.198054,Creative Industries,21,Scotland
SC175256,Nice N Sleazy,55.865952,-4.269289,Creative Industries,22,Scotland
SC175703,Singula Decisions,56.137137,-3.142011,Creative Industries,0,Scotland
SC182332,Hamilton & Inches,55.95291,-3.201938,Creative Industries,21,Scotland
SC198148,Equator,55.86177,-4.279161,Creative Industries,22,Scotland
SC216070,Storm ID,55.97483,-3.166772,Creative Industries,21,Scotland
SC221952,hyble,55.943786,-3.207803,Creative Industries,21,Scotland
SC237904,Narro,55.955366,-3.223507,Creative Industries,21,Scotland
SC241155,Blyth & Blyth,55.930765,-3.300505,Creative Industries,21,Scotland
SC242901,The Anderson Group,55.834336,-3.981152,Creative Industries,22,Scotland
SC245245,Davidsons Marine and Industrial Painters,57.506279,-1.775732,Creative Industries,0,Unknown
SC248731,Tom Grant Plant,55.639,-4.277992,Creative Industries,0,Scotland
SC252573,GW Food Consultancy,55.598942,-2.433519,Creative Industries,0,Scotland
SC257059,B&G S Landa,55.949785,-3.18871,Creative Industries,21,Scotland
09564446,Unknown,53.47532,-2.24211,Creative Industries,19,Greater Manchester CA
12807501,Unknown,53.42848,-2.5271,Creative Industries,19,Greater Manchester CA
12930998,Unknown,53.42848,-2.5271,Creative Industries,19,Greater Manchester CA
11717417,Unknown,53.38416,-2.35191,Creative Industries,19,Greater Manchester CA
08075989,Unknown,53.40293,-2.66651,Creative Industries,19,Greater Manchester CA
12500354,Unknown,53.42993,-2.68013,Creative Industries,19,Greater Manchester CA
05771207,Unknown,53.47598,-2.25487,Creative Industries,19,Greater Manchester CA
12154582,Unknown,53.47504,-2.28756,Creative Industries,19,Greater Manchester CA
10906718,Unknown,53.47795,-2.25642,Creative Industries,19,Greater Manchester CA
10147744,Unknown,53.42714,-2.53136,Creative Industries,19,Greater Manchester CA
01900841,Unknown,53.48174,-2.32677,Creative Industries,19,Greater Manchester CA
06207784,Unknown,53.4567,-2.28968,Creative Industries,19,Greater Manchester CA
09774109,Unknown,53.48214,-2.23322,Creative Industries,19,Greater Manchester CA
12579618,Unknown,53.38416,-2.35191,Creative Industries,19,Greater Manchester CA
12578918,Unknown,53.48123,-2.23286,Creative Industries,19,Greater Manchester CA
05916811,Unknown,53.47377,-2.25062,Creative Industries,19,Greater Manchester CA
08815227,Unknown,53.47884,-2.25599,Creative Industries,19,Greater Manchester CA
13649608,Unknown,53.38913,-2.34882,Creative Industries,19,Greater Manchester CA
03642172,Unknown,53.30063,-2.36711,Creative Industries,19,Greater Manchester CA
10668549,Unknown,53.48233,-2.24896,Creative Industries,19,Greater Manchester CA
05887016,Unknown,53.36407,-2.2397,Creative Industries,19,Greater Manchester CA
05379931,Unknown,53.32656,-2.23589,Creative Industries,19,Greater Manchester CA
03118924,Unknown,53.42532,-2.52375,Creative Industries,19,Greater Manchester CA
05292793,Unknown,53.4788,-2.25599,Creative Industries,19,Greater Manchester CA
10377645,Unknown,53.40556,-2.15782,Creative Industries,19,Greater Manchester CA
09313122,Unknown,53.42532,-2.52375,Creative Industries,19,Greater Manchester CA
11794737,Unknown,53.48204,-2.23342,Creative Industries,19,Greater Manchester CA
07909232,Unknown,53.47401,-2.28635,Creative Industries,19,Greater Manchester CA
11952362,Unknown,53.47795,-2.25642,Creative Industries,19,Greater Manchester CA
13499752,Unknown,53.47328,-2.25133,Creative Industries,19,Greater Manchester CA
11938544,Unknown,53.48016,-2.23972,Creative Industries,19,Greater Manchester CA
09489484,Unknown,53.468,-2.27686,Creative Industries,19,Greater Manchester CA
09689854,Unknown,53.48069,-2.24693,Creative Industries,19,Greater Manchester CA
09030539,Unknown,53.43175,-2.5098,Creative Industries,19,Greater Manchester CA
12073609,Unknown,53.47618,-2.24063,Creative Industries,19,Greater Manchester CA
10280960,Unknown,53.4757,-2.2975,Creative Industries,19,Greater Manchester CA
04009390,Unknown,53.48471,-2.23217,Creative Industries,19,Greater Manchester CA
00927203,Unknown,53.4829,-2.2445,Creative Industries,19,Greater Manchester CA
11274984,Unknown,53.4842,-2.22855,Creative Industries,19,Greater Manchester CA
12251773,Unknown,53.47984,-2.24566,Creative Industries,19,Greater Manchester CA
06824088,Unknown,53.4802,-2.23222,Creative Industries,19,Greater Manchester CA
12820369,Unknown,53.47287,-2.29968,Creative Industries,19,Greater Manchester CA
06161539,Unknown,53.47224,-2.24816,Creative Industries,19,Greater Manchester CA
06877734,Unknown,53.35589,-2.2925,Creative Industries,19,Greater Manchester CA
09751817,Unknown,53.48201,-2.23566,Creative Industries,19,Greater Manchester CA
05911975,Unknown,53.48006,-2.23838,Creative Industries,19,Greater Manchester CA
06851780,Unknown,53.49592,-2.51446,Creative Industries,19,Greater Manchester CA
03156739,Unknown,53.47287,-2.29968,Creative Industries,19,Greater Manchester CA
09581016,Unknown,53.41308,-2.53395,Creative Industries,19,Greater Manchester CA
07843843,Unknown,53.468,-2.27686,Creative Industries,19,Greater Manchester CA
09582960,Unknown,53.3985,-2.36233,Creative Industries,19,Greater Manchester CA
01798783,Unknown,53.46858,-2.35561,Creative Industries,19,Greater Manchester CA
06608845,Unknown,53.47224,-2.24816,Creative Industries,19,Greater Manchester CA
11340111,Unknown,53.45481,-2.12525,Creative Industries,19,Greater Manchester CA
06655970,Unknown,53.4842,-2.22855,Creative Industries,19,Greater Manchester CA
07482791,Unknown,53.38676,-2.34834,Creative Industries,19,Greater Manchester CA
06246084,Unknown,53.36575,-2.34686,Creative Industries,19,Greater Manchester CA
08772384,Unknown,53.45766,-2.62416,Creative Industries,19,Greater Manchester CA
05923469,Unknown,53.42913,-2.80572,Creative Industries,18,Liverpool City Region CA
10608324,Unknown,53.53713,-2.11623,Creative Industries,19,Greater Manchester CA
09817343,Unknown,53.48427,-2.22617,Creative Industries,19,Greater Manchester CA
04240717,Unknown,53.47224,-2.24816,Creative Industries,19,Greater Manchester CA
10622253,Unknown,53.48308,-2.2477,Creative Industries,19,Greater Manchester CA
11778284,Unknown,53.47406,-2.28632,Creative Industries,19,Greater Manchester CA
09023403,Unknown,53.43893,-2.42084,Creative Industries,19,Greater Manchester CA
13238317,Unknown,53.47539,-2.29641,Creative Industries,19,Greater Manchester CA
11854338,Unknown,53.47286,-2.22086,Creative Industries,19,Greater Manchester CA
09259583,Unknown,53.48116,-2.25074,Creative Industries,19,Greater Manchester CA
09803321,Unknown,53.47254,-2.22687,Creative Industries,19,Greater Manchester CA
08072284,Unknown,53.48116,-2.25074,Creative Industries,19,Greater Manchester CA
03492068,Unknown,53.3563,-2.53328,Creative Industries,19,Greater Manchester CA
08561166,Unknown,53.46046,-2.29061,Creative Industries,19,Greater Manchester CA
09209151,Unknown,53.48622,-2.22766,Creative Industries,19,Greater Manchester CA
OC436575,Unknown,53.47988,-2.24007,Creative Industries,19,Greater Manchester CA
12490027,Unknown,53.47369,-2.25076,Creative Industries,19,Greater Manchester CA
09361701,Unknown,53.47628,-2.2418,Creative Industries,19,Greater Manchester CA
11603314,Unknown,53.4208,-2.15988,Creative Industries,19,Greater Manchester CA
11959094,Unknown,53.4771,-2.24261,Creative Industries,19,Greater Manchester CA
08589377,Unknown,53.48069,-2.24693,Creative Industries,19,Greater Manchester CA
07080629,Unknown,53.48072,-2.24441,Creative Industries,19,Greater Manchester CA
10882245,Unknown,53.48114,-2.24366,Creative Industries,19,Greater Manchester CA
08619029,Unknown,53.47224,-2.24816,Creative Industries,19,Greater Manchester CA
12830685,Unknown,53.33745,-2.25766,Creative Industries,19,Greater Manchester CA
12339531,Unknown,53.38416,-2.35191,Creative Industries,19,Greater Manchester CA
10359736,Unknown,53.38416,-2.35191,Creative Industries,19,Greater Manchester CA
10420960,Unknown,53.46495,-2.312,Creative Industries,19,Greater Manchester CA
10200400,Unknown,53.46305,-2.09173,Creative Industries,19,Greater Manchester CA
13747581,Unknown,53.48672,-2.23956,Creative Industries,19,Greater Manchester CA
11073548,Unknown,53.38878,-2.59478,Creative Industries,19,Greater Manchester CA
04671318,Unknown,53.47817,-2.23832,Creative Industries,19,Greater Manchester CA
09972684,Unknown,53.42504,-2.32044,Creative Industries,19,Greater Manchester CA
03944415,Unknown,53.49812,-2.28925,Creative Industries,19,Greater Manchester CA
10697102,Unknown,53.46834,-2.29796,Creative Industries,19,Greater Manchester CA
07519886,Unknown,53.48036,-2.24013,Creative Industries,19,Greater Manchester CA
11855242,Unknown,53.47897,-2.2468,Creative Industries,19,Greater Manchester CA
11021957,Unknown,53.47944,-2.25021,Creative Industries,19,Greater Manchester CA
07892554,Unknown,53.42002,-2.33117,Creative Industries,19,Greater Manchester CA
11309137,Unknown,53.46349,-2.18461,Creative Industries,19,Greater Manchester CA
09412259,Unknown,53.48526,-2.23434,Creative Industries,19,Greater Manchester CA
10874029,Unknown,53.48422,-2.2487,Creative Industries,19,Greater Manchester CA
08422231,Unknown,53.38416,-2.35191,Creative Industries,19,Greater Manchester CA
07666053,Unknown,53.43084,-2.5302,Creative Industries,19,Greater Manchester CA
07710301,Unknown,53.47539,-2.29641,Creative Industries,19,Greater Manchester CA
12730612,Unknown,53.4771,-2.26359,Creative Industries,19,Greater Manchester CA
09321684,Unknown,53.34895,-2.11971,Creative Industries,19,Greater Manchester CA
10588330,Unknown,53.41445,-2.52768,Creative Industries,19,Greater Manchester CA
04803432,Unknown,53.38847,-2.35071,Creative Industries,19,Greater Manchester CA
13298718,Unknown,53.38854,-2.60111,Creative Industries,19,Greater Manchester CA
07734933,Unknown,53.4069,-2.20226,Creative Industries,19,Greater Manchester CA
13014743,Unknown,53.47628,-2.2418,Creative Industries,19,Greater Manchester CA
08149019,Unknown,53.48167,-2.23363,Creative Industries,19,Greater Manchester CA
10668176,Unknown,53.48308,-2.2477,Creative Industries,19,Greater Manchester CA
04556533,Unknown,53.39551,-2.20448,Creative Industries,19,Greater Manchester CA
11590428,Unknown,53.4798,-2.24805,Creative Industries,19,Greater Manchester CA
09112294,Unknown,53.35168,-2.49763,Creative Industries,19,Greater Manchester CA
13182378,Unknown,53.47995,-2.2355,Creative Industries,19,Greater Manchester CA
09343087,Unknown,53.47896,-2.25398,Creative Industries,19,Greater Manchester CA
06182797,Unknown,53.47944,-2.23277,Creative Industries,19,Greater Manchester CA
10308273,Unknown,53.39397,-2.59431,Creative Industries,19,Greater Manchester CA
10509541,Unknown,53.38416,-2.35191,Creative Industries,19,Greater Manchester CA
10726054,Unknown,53.47953,-2.24079,Creative Industries,19,Greater Manchester CA
12539763,Unknown,53.48024,-2.248,Creative Industries,19,Greater Manchester CA
09787562,Unknown,53.4798,-2.6398,Creative Industries,19,Greater Manchester CA
12928132,Unknown,53.51206,-2.1573,Creative Industries,19,Greater Manchester CA
08537221,Unknown,53.47795,-2.25642,Creative Industries,19,Greater Manchester CA
12565267,Unknown,53.39309,-2.29758,Creative Industries,19,Greater Manchester CA
07807209,Unknown,53.47717,-2.36518,Creative Industries,19,Greater Manchester CA
10887422,Unknown,53.47995,-2.2355,Creative Industries,19,Greater Manchester CA
12219943,Unknown,53.48092,-2.23173,Creative Industries,19,Greater Manchester CA
12601985,Unknown,53.46641,-2.28326,Creative Industries,19,Greater Manchester CA
11717771,Unknown,53.39885,-2.36793,Creative Industries,19,Greater Manchester CA
10866818,Unknown,53.40494,-2.29995,Creative Industries,19,Greater Manchester CA
13572534,Unknown,53.41287,-2.63532,Creative Industries,19,Greater Manchester CA
11432218,Unknown,53.38083,-2.59936,Creative Industries,19,Greater Manchester CA
04611254,Unknown,53.41842,-2.62199,Creative Industries,19,Greater Manchester CA
10651778,Unknown,53.48427,-2.22617,Creative Industries,19,Greater Manchester CA
07532890,Unknown,53.37879,-2.47775,Creative Industries,19,Greater Manchester CA
07114573,Unknown,53.42202,-2.31385,Creative Industries,19,Greater Manchester CA
09778718,Unknown,53.37728,-2.54154,Creative Industries,19,Greater Manchester CA
04600082,Unknown,53.33219,-2.33068,Creative Industries,19,Greater Manchester CA
13777738,Unknown,53.47431,-2.23508,Creative Industries,19,Greater Manchester CA
04190868,Unknown,53.49246,-2.25979,Creative Industries,19,Greater Manchester CA
12186894,Unknown,53.47795,-2.25642,Creative Industries,19,Greater Manchester CA
09872438,Unknown,53.48286,-2.24563,Creative Industries,19,Greater Manchester CA
08200767,Unknown,53.42337,-2.24607,Creative Industries,19,Greater Manchester CA
07414889,Unknown,53.47791,-2.23582,Creative Industries,19,Greater Manchester CA
06760888,Unknown,53.4849,-2.23362,Creative Industries,19,Greater Manchester CA
09497465,Unknown,53.47287,-2.29968,Creative Industries,19,Greater Manchester CA
12073971,Unknown,53.47847,-2.22666,Creative Industries,19,Greater Manchester CA
12867820,Unknown,53.45165,-2.08064,Creative Industries,19,Greater Manchester CA
03164559,Unknown,53.46648,-2.25298,Creative Industries,19,Greater Manchester CA
09098942,Unknown,53.48427,-2.22617,Creative Industries,19,Greater Manchester CA
09936950,Unknown,53.43883,-2.18698,Creative Industries,19,Greater Manchester CA
11981074,Unknown,53.47286,-2.22086,Creative Industries,19,Greater Manchester CA
13761876,Unknown,53.48246,-2.24495,Creative Industries,19,Greater Manchester CA
08114530,Unknown,53.48348,-2.26271,Creative Industries,19,Greater Manchester CA
10629817,Unknown,53.38718,-2.35296,Creative Industries,19,Greater Manchester CA
12587006,Unknown,53.36407,-2.2397,Creative Industries,19,Greater Manchester CA
12509047,Unknown,53.54436,-2.13878,Creative Industries,19,Greater Manchester CA
12024016,Unknown,53.39926,-2.3644,Creative Industries,19,Greater Manchester CA
12544904,Unknown,53.46439,-2.23221,Creative Industries,19,Greater Manchester CA
11313267,Unknown,53.32572,-2.2321,Creative Industries,19,Greater Manchester CA
11752776,Unknown,53.48454,-2.25369,Creative Industries,19,Greater Manchester CA
13099175,Unknown,53.48471,-2.23217,Creative Industries,19,Greater Manchester CA
10754284,Unknown,53.46619,-2.26762,Creative Industries,19,Greater Manchester CA
08675687,Unknown,53.48622,-2.22766,Creative Industries,19,Greater Manchester CA
11495047,Unknown,53.47377,-2.25062,Creative Industries,19,Greater Manchester CA
NI634724,Unknown,53.41117,-2.15643,Creative Industries,19,Greater Manchester CA
10641492,Unknown,53.48466,-2.23149,Creative Industries,19,Greater Manchester CA
10067800,Unknown,53.30562,-2.37355,Creative Industries,19,Greater Manchester CA
03891920,Unknown,53.48645,-2.23937,Creative Industries,19,Greater Manchester CA
07786107,Unknown,53.44347,-2.27767,Creative Industries,19,Greater Manchester CA
10318789,Unknown,53.48459,-2.25146,Creative Industries,19,Greater Manchester CA
13129627,Unknown,53.39695,-2.20029,Creative Industries,19,Greater Manchester CA
05863708,Unknown,53.45672,-2.22562,Creative Industries,19,Greater Manchester CA
09490155,Unknown,53.46522,-2.28126,Creative Industries,19,Greater Manchester CA
13683396,Unknown,53.48115,-2.23146,Creative Industries,19,Greater Manchester CA
10833598,Unknown,53.4964,-2.6331,Creative Industries,0,Greater Manchester CA
12758954,Unknown,53.3714,-2.70626,Creative Industries,0,Liverpool City Region CA
13840984,Unknown,53.4916,-2.21278,Creative Industries,19,Greater Manchester CA
06231874,Unknown,53.46549,-2.24835,Creative Industries,19,Greater Manchester CA
03844316,Unknown,53.41652,-2.32588,Creative Industries,19,Greater Manchester CA
10698872,Unknown,53.51903,-2.39642,Creative Industries,19,Greater Manchester CA
12332010,Unknown,53.48072,-2.24441,Creative Industries,19,Greater Manchester CA
08907569,Unknown,53.48105,-2.24265,Creative Industries,19,Greater Manchester CA
11682013,Unknown,53.4806,-2.24474,Creative Industries,19,Greater Manchester CA
11941446,Unknown,53.48112,-2.23492,Creative Industries,19,Greater Manchester CA
11956943,Unknown,53.48167,-2.23363,Creative Industries,19,Greater Manchester CA
10944215,Unknown,53.52048,-2.27247,Creative Industries,19,Greater Manchester CA
10790906,Unknown,53.47795,-2.25642,Creative Industries,19,Greater Manchester CA
08424626,Unknown,53.37488,-2.18667,Creative Industries,19,Greater Manchester CA
10963006,Unknown,53.47194,-2.64046,Creative Industries,19,Greater Manchester CA
10593943,Unknown,53.48565,-2.22723,Creative Industries,19,Greater Manchester CA
12560684,Unknown,53.47897,-2.2468,Creative Industries,19,Greater Manchester CA
07882874,Unknown,53.47328,-2.25133,Creative Industries,19,Greater Manchester CA
12567467,Unknown,53.38854,-2.60111,Creative Industries,19,Greater Manchester CA
11423802,Unknown,53.43175,-2.5098,Creative Industries,19,Greater Manchester CA
11804916,Unknown,53.39283,-2.59551,Creative Industries,19,Greater Manchester CA
08602466,Unknown,53.48308,-2.2477,Creative Industries,19,Greater Manchester CA
10394462,Unknown,53.48362,-2.21599,Creative Industries,19,Greater Manchester CA
07657834,Unknown,53.39648,-2.62946,Creative Industries,19,Greater Manchester CA
09646545,Unknown,53.45743,-2.30009,Creative Industries,19,Greater Manchester CA
08808297,Unknown,53.49316,-2.49323,Creative Industries,19,Greater Manchester CA
07664668,Unknown,53.47795,-2.25642,Creative Industries,19,Greater Manchester CA
09645339,Unknown,53.49982,-2.24001,Creative Industries,19,Greater Manchester CA
09370132,Unknown,53.48285,-2.2346,Creative Industries,19,Greater Manchester CA
08614625,Unknown,53.47323,-2.25058,Creative Industries,19,Greater Manchester CA
12578055,Unknown,53.48183,-2.23331,Creative Industries,19,Greater Manchester CA
13200875,Unknown,53.38854,-2.60111,Creative Industries,19,Greater Manchester CA
12192725,Unknown,53.4806,-2.24578,Creative Industries,19,Greater Manchester CA
08002552,Unknown,53.47676,-2.2573,Creative Industries,19,Greater Manchester CA
10026597,Unknown,53.48422,-2.2487,Creative Industries,19,Greater Manchester CA
10682494,Unknown,53.38137,-2.22141,Creative Industries,19,Greater Manchester CA
11809576,Unknown,53.48203,-2.23419,Creative Industries,19,Greater Manchester CA
09231545,Unknown,53.47961,-2.25221,Creative Industries,19,Greater Manchester CA
06462216,Unknown,53.47224,-2.24816,Creative Industries,19,Greater Manchester CA
10377919,Unknown,53.47224,-2.26164,Creative Industries,19,Greater Manchester CA
12354719,Unknown,53.48422,-2.2487,Creative Industries,19,Greater Manchester CA
12553333,Unknown,53.46884,-2.28414,Creative Industries,19,Greater Manchester CA
12021116,Unknown,53.39849,-2.34819,Creative Industries,19,Greater Manchester CA
06588060,Unknown,53.38416,-2.35191,Creative Industries,19,Greater Manchester CA
13289645,Unknown,53.48,-2.24263,Creative Industries,19,Greater Manchester CA
08218507,Unknown,53.37955,-2.48526,Creative Industries,19,Greater Manchester CA
12937027,Unknown,53.3904,-2.57414,Creative Industries,19,Greater Manchester CA
12300198,Unknown,53.52579,-2.3311,Creative Industries,19,Greater Manchester CA
10177597,Unknown,53.47795,-2.25642,Creative Industries,19,Greater Manchester CA
11057109,Unknown,53.36407,-2.2397,Creative Industries,19,Greater Manchester CA
10028210,Unknown,53.47328,-2.25133,Creative Industries,19,Greater Manchester CA
10391504,Unknown,53.47674,-2.25375,Creative Industries,19,Greater Manchester CA
11910369,Unknown,53.39802,-2.35893,Creative Industries,19,Greater Manchester CA
10544418,Unknown,53.38747,-2.34866,Creative Industries,19,Greater Manchester CA
08687533,Unknown,53.38847,-2.35071,Creative Industries,19,Greater Manchester CA
08204717,Unknown,53.49069,-2.35134,Creative Industries,19,Greater Manchester CA
09724442,Unknown,53.41186,-2.15887,Creative Industries,19,Greater Manchester CA
09557856,Unknown,53.36407,-2.2397,Creative Industries,19,Greater Manchester CA
13661648,Unknown,53.4858,-2.24104,Creative Industries,19,Greater Manchester CA
07980292,Unknown,53.48204,-2.23342,Creative Industries,19,Greater Manchester CA
11258401,Unknown,53.48471,-2.23217,Creative Industries,19,Greater Manchester CA
10283663,Unknown,53.50145,-2.19551,Creative Industries,19,Greater Manchester CA
12415368,Unknown,53.48501,-2.22611,Creative Industries,19,Greater Manchester CA
01265513,Unknown,53.4829,-2.2445,Creative Industries,19,Greater Manchester CA
06923287,Unknown,53.40914,-2.15233,Creative Industries,19,Greater Manchester CA
08887943,Unknown,53.47621,-2.2199,Creative Industries,19,Greater Manchester CA
07237499,Unknown,53.37654,-2.11791,Creative Industries,19,Greater Manchester CA
08768220,Unknown,53.47998,-2.2415,Creative Industries,19,Greater Manchester CA
03699332,Unknown,53.40463,-2.29753,Creative Industries,19,Greater Manchester CA
08331345,Unknown,53.32596,-2.2423,Creative Industries,19,Greater Manchester CA
09754877,Unknown,53.47457,-2.21946,Creative Industries,19,Greater Manchester CA
11060727,Unknown,53.48427,-2.22617,Creative Industries,19,Greater Manchester CA
12264178,Unknown,53.30585,-2.37486,Creative Industries,19,Greater Manchester CA
12841100,Unknown,53.38416,-2.35191,Creative Industries,19,Greater Manchester CA
08821998,Unknown,53.48295,-2.23193,Creative Industries,19,Greater Manchester CA
07569008,Unknown,53.41171,-2.15727,Creative Industries,19,Greater Manchester CA
08311211,Unknown,53.35883,-2.18017,Creative Industries,19,Greater Manchester CA
11812338,Unknown,53.48348,-2.26271,Creative Industries,19,Greater Manchester CA
09394771,Unknown,53.38021,-2.33632,Creative Industries,19,Greater Manchester CA
11350481,Unknown,53.4862,-2.24652,Creative Industries,19,Greater Manchester CA
08252718,Unknown,53.34088,-2.39786,Creative Industries,19,Greater Manchester CA
04641867,Unknown,53.48336,-2.23409,Creative Industries,19,Greater Manchester CA
08515077,Unknown,53.4842,-2.22855,Creative Industries,19,Greater Manchester CA
11782223,Unknown,53.4399,-2.28481,Creative Industries,19,Greater Manchester CA
12566146,Unknown,53.47585,-2.24196,Creative Industries,19,Greater Manchester CA
10649138,Unknown,53.48285,-2.2346,Creative Industries,19,Greater Manchester CA
09536782,Unknown,53.51328,-2.35533,Creative Industries,19,Greater Manchester CA
10269677,Unknown,53.48265,-2.24504,Creative Industries,19,Greater Manchester CA
06596997,Unknown,53.47817,-2.23832,Creative Industries,19,Greater Manchester CA
06872177,Unknown,53.45838,-2.25082,Creative Industries,19,Greater Manchester CA
08370403,Unknown,53.49614,-2.23766,Creative Industries,19,Greater Manchester CA
11894945,Unknown,53.33628,-2.22989,Creative Industries,19,Greater Manchester CA
10117780,Unknown,53.47612,-2.25412,Creative Industries,19,Greater Manchester CA
09125919,Unknown,53.38901,-2.59174,Creative Industries,19,Greater Manchester CA
03989672,Unknown,52.45189,-1.76398,Creative Industries,37,West Midlands CA
06848626,Unknown,52.48094,-1.90156,Creative Industries,37,West Midlands CA
01175242,Unknown,52.45218,-1.72349,Creative Industries,37,West Midlands CA
13675210,Unknown,52.29415,-1.91479,Creative Industries,37,West Midlands CA
12268335,Unknown,52.31342,-1.89511,Creative Industries,37,West Midlands CA
07381656,Unknown,52.27631,-1.89562,Creative Industries,37,West Midlands CA
01985641,Unknown,52.34295,-1.50472,Creative Industries,37,West Midlands CA
01402539,Unknown,52.48196,-1.90088,Creative Industries,37,West Midlands CA
11398451,Unknown,52.28917,-1.53287,Creative Industries,37,West Midlands CA
13312566,Unknown,52.28888,-1.89917,Creative Industries,37,West Midlands CA
02905985,Unknown,52.3766,-1.4788,Creative Industries,37,West Midlands CA
08022705,Unknown,52.4974,-1.92888,Creative Industries,37,West Midlands CA
11692818,Unknown,52.51003,-1.81131,Creative Industries,37,West Midlands CA
10511063,Unknown,52.43561,-1.55777,Creative Industries,37,West Midlands CA
10798732,Unknown,52.38694,-1.73474,Creative Industries,37,West Midlands CA
06723644,Unknown,52.47689,-1.88445,Creative Industries,37,West Midlands CA
12264438,Unknown,52.28327,-1.58598,Creative Industries,37,West Midlands CA
07874991,Unknown,52.31648,-2.06076,Creative Industries,0,Worcestershire
03482568,Unknown,52.46767,-1.71429,Creative Industries,37,West Midlands CA
12449472,Unknown,52.57683,-2.12677,Creative Industries,37,West Midlands CA
10456354,Unknown,52.41523,-1.92273,Creative Industries,37,West Midlands CA
11486487,Unknown,52.34295,-1.50472,Creative Industries,37,West Midlands CA
12342449,Unknown,52.48556,-1.91404,Creative Industries,37,West Midlands CA
01983879,Unknown,52.39781,-1.80606,Creative Industries,37,West Midlands CA
12220108,Unknown,52.47804,-1.91358,Creative Industries,37,West Midlands CA
11379714,Unknown,52.47036,-1.91707,Creative Industries,37,West Midlands CA
09374296,Unknown,52.45232,-2.10335,Creative Industries,37,West Midlands CA
07496832,Unknown,52.40326,-1.55239,Creative Industries,37,West Midlands CA
02850281,Unknown,52.44238,-2.0001,Creative Industries,37,West Midlands CA
11404796,Unknown,52.37869,-1.47266,Creative Industries,37,West Midlands CA
13583157,Unknown,52.39808,-1.53056,Creative Industries,37,West Midlands CA
13657018,Unknown,52.42181,-1.7928,Creative Industries,37,West Midlands CA
06978172,Unknown,52.51257,-1.58712,Creative Industries,37,West Midlands CA
11267170,Unknown,52.48276,-1.9038,Creative Industries,37,West Midlands CA
13259918,Unknown,52.50656,-1.8688,Creative Industries,37,West Midlands CA
09836783,Unknown,52.31183,-1.94098,Creative Industries,37,West Midlands CA
12330320,Unknown,52.46035,-2.10593,Creative Industries,37,West Midlands CA
10449910,Unknown,52.29129,-1.53075,Creative Industries,37,West Midlands CA
12203611,Unknown,52.4749,-1.88908,Creative Industries,37,West Midlands CA
12509624,Unknown,52.2903,-1.53457,Creative Industries,37,West Midlands CA
08545021,Unknown,52.58978,-2.075,Creative Industries,37,West Midlands CA
04802772,Unknown,52.29764,-1.90614,Creative Industries,37,West Midlands CA
00477913,Unknown,52.4799,-1.90514,Creative Industries,37,West Midlands CA
08037716,Unknown,52.47513,-1.90533,Creative Industries,37,West Midlands CA
12613961,Unknown,52.51635,-1.87652,Creative Industries,37,West Midlands CA
